stn;time;" Globalstrahlung (W/m); Tagesmittel";Gesamtschneehoehe (cm);Gesamtbewoelkung (min);Luftdruck auf Stationshoehe (hpa);Niederschlag (mm);Sonnenscheindauer (min);Durchschnittstemperatur;Tiefsttemperatur;Maximaltemperatur;Relative Luftfeuchtigkeit (%)
ALT;18870127;-;-;-;976.4;0;-;-3.2;-;-;-
ALT;18870128;-;-;-;977.6;0;-;-5.3;-;-;-
ALT;18870129;-;-;-;977.5;0;-;-3.5;-;-;-
ALT;18870130;-;-;-;974.7;0;-;-4.2;-;-;-
ALT;18870131;-;-;-;971.9;0;-;-3.1;-;-;-
ALT;18870201;-;-;-;967.3;0;-;-0.8;-;-;-
ALT;18870202;-;-;-;966.4;0;-;1.6;-;-;-
ALT;18870203;-;-;-;974.8;0;-;2.7;-;-;-
ALT;18870204;-;-;-;979.3;0;-;1.9;-;-;-
ALT;18870205;-;-;-;979.5;0;-;1.3;-;-;-
ALT;18870206;-;-;-;975.8;0;-;2.5;-;-;-
ALT;18870207;-;-;-;973.2;0;-;0.9;-;-;-
ALT;18870208;-;-;-;972.7;0;-;-2.1;-;-;-
ALT;18870209;-;-;-;967;0;-;-5.2;-;-;-
ALT;18870210;-;-;-;962.8;0;-;-4.3;-;-;-
ALT;18870211;-;-;-;964.3;0;-;0.6;-;-;-
ALT;18870212;-;-;-;964;0;-;0.6;-;-;-
ALT;18870213;-;-;-;964.5;0;-;-0.9;-;-;-
ALT;18870214;-;-;-;964;0;-;-0.9;-;-;-
ALT;18870215;-;-;-;965;0;-;-0.2;-;-;-
ALT;18870216;-;-;-;967.2;0;-;-3;-;-;-
ALT;18870217;-;-;-;967.2;0;-;-5.1;-;-;-
ALT;18870218;-;-;-;963.2;0;-;-4.8;-;-;-
ALT;18870219;-;-;-;961.4;6.1;-;-1.8;-;-;-
ALT;18870220;-;-;-;960.2;1.8;-;0.3;-;-;-
ALT;18870221;-;-;-;962.7;0;-;0.5;-;-;-
ALT;18870222;-;-;-;967.3;0;-;0.2;-;-;-
ALT;18870223;-;-;-;971.6;0;-;1.2;-;-;-
ALT;18870224;-;-;-;971.8;0;-;2.8;-;-;-
ALT;18870225;-;-;-;970.3;3.3;-;5.1;-;-;-
ALT;18870226;-;-;-;973.7;0;-;4.6;-;-;-
ALT;18870227;-;-;-;974.9;0;-;1.7;-;-;-
ALT;18870228;-;-;-;977.2;0;-;2.8;-;-;-
ALT;18870301;-;-;-;976.8;0;-;2.1;-;-;-
ALT;18870302;-;-;-;976.6;0;-;1.3;-;-;-
ALT;18870303;-;-;-;976.2;0;-;2.3;-;-;-
ALT;18870304;-;-;-;972.1;0;-;0.8;-;-;-
ALT;18870305;-;-;-;964.6;0;-;0.1;-;-;-
ALT;18870306;-;-;-;962;0;-;0.8;-;-;-
ALT;18870307;-;-;-;963.9;0;-;1.8;-;-;-
ALT;18870308;-;-;-;965.8;0;-;3.7;-;-;-
ALT;18870309;-;-;-;963.2;1.2;-;7.5;-;-;-
ALT;18870310;-;-;-;959.9;0.7;-;6.3;-;-;-
ALT;18870311;-;-;-;957;0.9;-;5.9;-;-;-
ALT;18870312;-;-;-;952.7;9.2;-;6.1;-;-;-
ALT;18870313;-;-;-;953.8;9.6;-;-1.8;-;-;-
ALT;18870314;-;-;-;950.4;6.5;-;-3.4;-;-;-
ALT;18870315;-;-;-;948.7;2.3;-;-2.5;-;-;-
ALT;18870316;-;-;-;945.2;1.8;-;-3.2;-;-;-
ALT;18870317;-;-;-;950.8;1.2;-;-3.3;-;-;-
ALT;18870318;-;-;-;960.4;0;-;-2.8;-;-;-
ALT;18870319;-;-;-;964;0;-;-4;-;-;-
ALT;18870320;-;-;-;962.6;0;-;-0.2;-;-;-
ALT;18870321;-;-;-;957.1;0;-;4.5;-;-;-
ALT;18870322;-;-;-;957.4;0;-;8.1;-;-;-
ALT;18870323;-;-;-;955.8;24.6;-;7.9;-;-;-
ALT;18870324;-;-;-;955.7;10.2;-;8.5;-;-;-
ALT;18870325;-;-;-;956.4;3.9;-;5.3;-;-;-
ALT;18870326;-;-;-;961.8;7.7;-;3.4;-;-;-
ALT;18870327;-;-;-;965.7;2.7;-;4.4;-;-;-
ALT;18870328;-;-;-;961.4;12.6;-;3;-;-;-
ALT;18870329;-;-;-;963.2;0.7;-;4.3;-;-;-
ALT;18870330;-;-;-;962;3.1;-;3;-;-;-
ALT;18870331;-;-;-;961;0;-;2.7;-;-;-
ALT;18870401;-;-;-;944.7;0;-;5.9;-;-;-
ALT;18870402;-;-;-;951.6;0;-;7.8;-;-;-
ALT;18870403;-;-;-;959.8;0;-;6.7;-;-;-
ALT;18870404;-;-;-;957;0;-;9.4;-;-;-
ALT;18870405;-;-;-;945.7;6.1;-;13.1;-;-;-
ALT;18870406;-;-;-;943.6;0.6;-;8.5;-;-;-
ALT;18870407;-;-;-;941.4;0;-;14;-;-;-
ALT;18870408;-;-;-;950.3;0;-;8;-;-;-
ALT;18870409;-;-;-;955.2;0;-;6.7;-;-;-
ALT;18870410;-;-;-;958.4;0;-;7.9;-;-;-
ALT;18870411;-;-;-;961.1;0;-;10.1;-;-;-
ALT;18870412;-;-;-;962.8;0;-;10.6;-;-;-
ALT;18870413;-;-;-;959.8;1.4;-;8.6;-;-;-
ALT;18870414;-;-;-;956.1;7.9;-;4.4;-;-;-
ALT;18870415;-;-;-;963.9;0.6;-;0.4;-;-;-
ALT;18870416;-;-;-;969.1;1.1;-;-0.3;-;-;-
ALT;18870417;-;-;-;971.8;0;-;1.2;-;-;-
ALT;18870418;-;-;-;969.2;0;-;3.3;-;-;-
ALT;18870419;-;-;-;967;0;-;7.1;-;-;-
ALT;18870420;-;-;-;962.7;0;-;11.3;-;-;-
ALT;18870421;-;-;-;955.8;0;-;11.9;-;-;-
ALT;18870422;-;-;-;952.4;0;-;12.8;-;-;-
ALT;18870423;-;-;-;950;0;-;13.9;-;-;-
ALT;18870424;-;-;-;951.8;2.1;-;15.8;-;-;-
ALT;18870425;-;-;-;960.2;6.2;-;9.9;-;-;-
ALT;18870426;-;-;-;963.6;23.4;-;4.9;-;-;-
ALT;18870427;-;-;-;966.2;0;-;8.5;-;-;-
ALT;18870428;-;-;-;963.2;0;-;13.9;-;-;-
ALT;18870429;-;-;-;960.3;0;-;17.5;-;-;-
ALT;18870430;-;-;-;959.7;0.5;-;16;-;-;-
ALT;18870501;-;-;-;957.5;0;-;17.2;-;-;-
ALT;18870502;-;-;-;952.1;0;-;20.8;-;-;-
ALT;18870503;-;-;-;949.4;11.2;-;21;-;-;-
ALT;18870504;-;-;-;954.1;0.7;-;13.4;-;-;-
ALT;18870505;-;-;-;953.6;18.7;-;15.2;-;-;-
ALT;18870506;-;-;-;959.4;0.8;-;12.7;-;-;-
ALT;18870507;-;-;-;962.5;20.3;-;10.9;-;-;-
ALT;18870508;-;-;-;968.4;1.6;-;8.5;-;-;-
ALT;18870509;-;-;-;969.9;0.1;-;11.1;-;-;-
ALT;18870510;-;-;-;967.2;4;-;11;-;-;-
ALT;18870511;-;-;-;965.1;4.7;-;11;-;-;-
ALT;18870512;-;-;-;961.3;14.2;-;7.4;-;-;-
ALT;18870513;-;-;-;957;11.2;-;5.5;-;-;-
ALT;18870514;-;-;-;956.2;8.6;-;4.8;-;-;-
ALT;18870515;-;-;-;957.3;0;-;8;-;-;-
ALT;18870516;-;-;-;960.2;0;-;11.4;-;-;-
ALT;18870517;-;-;-;960.2;8.6;-;10.1;-;-;-
ALT;18870518;-;-;-;959.4;2;-;9.5;-;-;-
ALT;18870519;-;-;-;961.7;1.7;-;8.9;-;-;-
ALT;18870520;-;-;-;955.9;10.3;-;10.7;-;-;-
ALT;18870521;-;-;-;957.2;4.1;-;4.3;-;-;-
ALT;18870522;-;-;-;955;5.2;-;4.2;-;-;-
ALT;18870523;-;-;-;960.3;2.8;-;6.3;-;-;-
ALT;18870524;-;-;-;964.7;0.4;-;7.7;-;-;-
ALT;18870525;-;-;-;960.3;1.8;-;8.3;-;-;-
ALT;18870526;-;-;-;955.8;1.8;-;10.4;-;-;-
ALT;18870527;-;-;-;955.5;20.9;-;8.6;-;-;-
ALT;18870528;-;-;-;957.8;0;-;11.1;-;-;-
ALT;18870529;-;-;-;957.5;0;-;14.9;-;-;-
ALT;18870530;-;-;-;959.5;6.1;-;15.3;-;-;-
ALT;18870531;-;-;-;962;6.4;-;15.7;-;-;-
ALT;18870601;-;-;-;957.9;0;-;16.5;-;-;-
ALT;18870602;-;-;-;950.2;10.4;-;16.9;-;-;-
ALT;18870603;-;-;-;957.5;0.5;-;12.4;-;-;-
ALT;18870604;-;-;-;964.5;2.5;-;15;-;-;-
ALT;18870605;-;-;-;965.6;11.4;-;15.4;-;-;-
ALT;18870606;-;-;-;965.4;0.3;-;15.8;-;-;-
ALT;18870607;-;-;-;964.5;0;-;16.8;-;-;-
ALT;18870608;-;-;-;965.9;0;-;18.7;-;-;-
ALT;18870609;-;-;-;966.7;10.6;-;18.9;-;-;-
ALT;18870610;-;-;-;965.8;1.2;-;19;-;-;-
ALT;18870611;-;-;-;969.1;0;-;14.8;-;-;-
ALT;18870612;-;-;-;966.8;0;-;16.6;-;-;-
ALT;18870613;-;-;-;966.5;0;-;17.8;-;-;-
ALT;18870614;-;-;-;967.9;0;-;20.8;-;-;-
ALT;18870615;-;-;-;967.9;0;-;21.8;-;-;-
ALT;18870616;-;-;-;967.3;0;-;21.3;-;-;-
ALT;18870617;-;-;-;965.4;0;-;18.1;-;-;-
ALT;18870618;-;-;-;963.8;0;-;16.9;-;-;-
ALT;18870619;-;-;-;963.6;0;-;17.9;-;-;-
ALT;18870620;-;-;-;963.2;0;-;19.3;-;-;-
ALT;18870621;-;-;-;962.9;0;-;15.8;-;-;-
ALT;18870622;-;-;-;961.7;0;-;15.9;-;-;-
ALT;18870623;-;-;-;963.3;0;-;18.1;-;-;-
ALT;18870624;-;-;-;963.8;0;-;19.8;-;-;-
ALT;18870625;-;-;-;964;0.7;-;20.5;-;-;-
ALT;18870626;-;-;-;962.4;2.8;-;18;-;-;-
ALT;18870627;-;-;-;961.1;0;-;19.3;-;-;-
ALT;18870628;-;-;-;962.7;19.1;-;17.7;-;-;-
ALT;18870629;-;-;-;966.3;9.8;-;12.4;-;-;-
ALT;18870630;-;-;-;965.3;10.9;-;15;-;-;-
ALT;18870701;-;-;-;965;2.5;-;16.8;-;-;-
ALT;18870702;-;-;-;966;8.8;-;17.2;-;-;-
ALT;18870703;-;-;-;966.3;0.1;-;19.5;-;-;-
ALT;18870704;-;-;-;962.4;0.6;-;21.5;-;-;-
ALT;18870705;-;-;-;958.1;19.7;-;18.5;-;-;-
ALT;18870706;-;-;-;960.4;5.2;-;14.9;-;-;-
ALT;18870707;-;-;-;965.7;0;-;16.7;-;-;-
ALT;18870708;-;-;-;965.9;0;-;18.5;-;-;-
ALT;18870709;-;-;-;965.2;15.7;-;19.7;-;-;-
ALT;18870710;-;-;-;964.3;2.5;-;17.8;-;-;-
ALT;18870711;-;-;-;964.9;2.7;-;19.4;-;-;-
ALT;18870712;-;-;-;964.1;0;-;20.5;-;-;-
ALT;18870713;-;-;-;962.9;1.7;-;20.9;-;-;-
ALT;18870714;-;-;-;964.9;2.8;-;20.6;-;-;-
ALT;18870715;-;-;-;964.5;4.6;-;20;-;-;-
ALT;18870716;-;-;-;964.9;3.2;-;18.6;-;-;-
ALT;18870717;-;-;-;960.9;16.3;-;18.5;-;-;-
ALT;18870718;-;-;-;959.8;1.6;-;19.4;-;-;-
ALT;18870719;-;-;-;960;0;-;24.7;-;-;-
ALT;18870720;-;-;-;962.9;0;-;19.2;-;-;-
ALT;18870721;-;-;-;963.2;0;-;21;-;-;-
ALT;18870722;-;-;-;963.4;16.9;-;19.4;-;-;-
ALT;18870723;-;-;-;966.3;1.6;-;17.5;-;-;-
ALT;18870724;-;-;-;962.2;0;-;19.7;-;-;-
ALT;18870725;-;-;-;957.5;0.7;-;19.7;-;-;-
ALT;18870726;-;-;-;957;1.8;-;19.6;-;-;-
ALT;18870727;-;-;-;962.2;7.4;-;19.4;-;-;-
ALT;18870728;-;-;-;966.4;1.6;-;20.2;-;-;-
ALT;18870729;-;-;-;964.9;0;-;21.5;-;-;-
ALT;18870730;-;-;-;963.1;1;-;22.3;-;-;-
ALT;18870731;-;-;-;963.7;1.1;-;22.7;-;-;-
ALT;18870801;-;-;-;966.2;7;-;20.3;-;-;-
ALT;18870802;-;-;-;965.7;20.7;-;19.8;-;-;-
ALT;18870803;-;-;-;966;0;-;18.8;-;-;-
ALT;18870804;-;-;-;965.9;0;-;16.8;-;-;-
ALT;18870805;-;-;-;964.8;0;-;18.4;-;-;-
ALT;18870806;-;-;-;965.5;0;-;19.5;-;-;-
ALT;18870807;-;-;-;967.4;0;-;21.8;-;-;-
ALT;18870808;-;-;-;968.2;0;-;23.4;-;-;-
ALT;18870809;-;-;-;966.2;0;-;22.4;-;-;-
ALT;18870810;-;-;-;959.1;1;-;20.4;-;-;-
ALT;18870811;-;-;-;958.4;0;-;17.4;-;-;-
ALT;18870812;-;-;-;957.5;0;-;17;-;-;-
ALT;18870813;-;-;-;956.6;4.6;-;18.1;-;-;-
ALT;18870814;-;-;-;958.3;3;-;16;-;-;-
ALT;18870815;-;-;-;959.8;0;-;17.8;-;-;-
ALT;18870816;-;-;-;957;12.7;-;16.8;-;-;-
ALT;18870817;-;-;-;957.9;4.8;-;15.8;-;-;-
ALT;18870818;-;-;-;955.6;12.3;-;11.9;-;-;-
ALT;18870819;-;-;-;960.2;10.2;-;12.2;-;-;-
ALT;18870820;-;-;-;954.7;11.8;-;13.2;-;-;-
ALT;18870821;-;-;-;958.5;36.7;-;9.6;-;-;-
ALT;18870822;-;-;-;964.2;0;-;12.7;-;-;-
ALT;18870823;-;-;-;963.4;0;-;13.6;-;-;-
ALT;18870824;-;-;-;961.6;0;-;16.7;-;-;-
ALT;18870825;-;-;-;960.6;0;-;18.9;-;-;-
ALT;18870826;-;-;-;960.7;0;-;19.5;-;-;-
ALT;18870827;-;-;-;960.6;0;-;20.4;-;-;-
ALT;18870828;-;-;-;958.1;0;-;23.5;-;-;-
ALT;18870829;-;-;-;961.7;0.7;-;18.8;-;-;-
ALT;18870830;-;-;-;962.7;0;-;19.1;-;-;-
ALT;18870831;-;-;-;959.8;4.3;-;19.3;-;-;-
ALT;18870901;-;-;-;960.2;0;-;18.5;-;-;-
ALT;18870902;-;-;-;957.9;1.1;-;20.9;-;-;-
ALT;18870903;-;-;-;963.3;0;-;18.5;-;-;-
ALT;18870904;-;-;-;960.7;3.3;-;18.8;-;-;-
ALT;18870905;-;-;-;959.2;0;-;18.8;-;-;-
ALT;18870906;-;-;-;958;0;-;19.5;-;-;-
ALT;18870907;-;-;-;959.5;4.6;-;19.3;-;-;-
ALT;18870908;-;-;-;967.4;8.3;-;14.8;-;-;-
ALT;18870909;-;-;-;966.2;0;-;14.6;-;-;-
ALT;18870910;-;-;-;964;0;-;15.3;-;-;-
ALT;18870911;-;-;-;960.1;0;-;16.4;-;-;-
ALT;18870912;-;-;-;955.9;0;-;16.1;-;-;-
ALT;18870913;-;-;-;955.8;1.1;-;14.7;-;-;-
ALT;18870914;-;-;-;961.3;0;-;12.3;-;-;-
ALT;18870915;-;-;-;964.7;0;-;12.6;-;-;-
ALT;18870916;-;-;-;966.4;0;-;13.2;-;-;-
ALT;18870917;-;-;-;966.4;0;-;14;-;-;-
ALT;18870918;-;-;-;966.9;3.2;-;15.9;-;-;-
ALT;18870919;-;-;-;965.7;33.7;-;10.4;-;-;-
ALT;18870920;-;-;-;962.4;0;-;12.3;-;-;-
ALT;18870921;-;-;-;963.2;0;-;12.7;-;-;-
ALT;18870922;-;-;-;965.9;0;-;9.9;-;-;-
ALT;18870923;-;-;-;968.1;0;-;10.7;-;-;-
ALT;18870924;-;-;-;966.5;0;-;10;-;-;-
ALT;18870925;-;-;-;963;0;-;9.7;-;-;-
ALT;18870926;-;-;-;957.8;0;-;9;-;-;-
ALT;18870927;-;-;-;949.2;3.8;-;9.9;-;-;-
ALT;18870928;-;-;-;944.5;15.4;-;9.9;-;-;-
ALT;18870929;-;-;-;945.6;15.2;-;7.3;-;-;-
ALT;18870930;-;-;-;952.6;8.7;-;6.8;-;-;-
ALT;18871001;-;-;-;960.2;0;-;8.9;-;-;-
ALT;18871002;-;-;-;964.6;0;-;8.2;-;-;-
ALT;18871003;-;-;-;966.9;0;-;7.9;-;-;-
ALT;18871004;-;-;-;965.2;0;-;8.6;-;-;-
ALT;18871005;-;-;-;960.7;1.9;-;8.6;-;-;-
ALT;18871006;-;-;-;959.2;1.4;-;10.1;-;-;-
ALT;18871007;-;-;-;958;0;-;10.4;-;-;-
ALT;18871008;-;-;-;957.6;0;-;9.6;-;-;-
ALT;18871009;-;-;-;950.6;0.9;-;13.9;-;-;-
ALT;18871010;-;-;-;943.7;7.7;-;12.8;-;-;-
ALT;18871011;-;-;-;952.4;1.9;-;6.9;-;-;-
ALT;18871012;-;-;-;952;8.1;-;4.3;-;-;-
ALT;18871013;-;-;-;952.2;6.4;-;5.7;-;-;-
ALT;18871014;-;-;-;951.6;6.5;-;4.8;-;-;-
ALT;18871015;-;-;-;953.1;0.3;-;1.1;-;-;-
ALT;18871016;-;-;-;966.3;0.1;-;3.1;-;-;-
ALT;18871017;-;-;-;973.4;1.1;-;4.2;-;-;-
ALT;18871018;-;-;-;975;0;-;5.7;-;-;-
ALT;18871019;-;-;-;973;0;-;6.3;-;-;-
ALT;18871020;-;-;-;971;0;-;5.1;-;-;-
ALT;18871021;-;-;-;970.6;0;-;5.7;-;-;-
ALT;18871022;-;-;-;974.1;0;-;5.1;-;-;-
ALT;18871023;-;-;-;971.4;0;-;4.9;-;-;-
ALT;18871024;-;-;-;960.9;11.3;-;4.7;-;-;-
ALT;18871025;-;-;-;963.7;26.2;-;1.7;-;-;-
ALT;18871026;-;-;-;970.6;0;-;-0.2;-;-;-
ALT;18871027;-;-;-;963.9;0;-;0;-;-;-
ALT;18871028;-;-;-;959.5;0.6;-;0.8;-;-;-
ALT;18871029;-;-;-;959.7;0;-;4.9;-;-;-
ALT;18871030;-;-;-;955.6;2.3;-;10.1;-;-;-
ALT;18871031;-;-;-;955.8;9.8;-;7.1;-;-;-
ALT;18871101;-;-;-;948;0;-;3.4;-;-;-
ALT;18871102;-;-;-;948.1;0;-;5.9;-;-;-
ALT;18871103;-;-;-;944.6;0;-;12;-;-;-
ALT;18871104;-;-;-;945.2;3.5;-;10.2;-;-;-
ALT;18871105;-;-;-;952.4;1.2;-;6.5;-;-;-
ALT;18871106;-;-;-;950.2;0;-;4.3;-;-;-
ALT;18871107;-;-;-;947.7;2.5;-;9.6;-;-;-
ALT;18871108;-;-;-;952.9;1.8;-;6.2;-;-;-
ALT;18871109;-;-;-;958;0;-;6.2;-;-;-
ALT;18871110;-;-;-;956.1;0.1;-;4.8;-;-;-
ALT;18871111;-;-;-;954.4;1.1;-;4.6;-;-;-
ALT;18871112;-;-;-;961.1;0;-;4.8;-;-;-
ALT;18871113;-;-;-;959.9;0;-;1.8;-;-;-
ALT;18871114;-;-;-;944.5;0.3;-;9.6;-;-;-
ALT;18871115;-;-;-;955.4;2;-;2.7;-;-;-
ALT;18871116;-;-;-;963.3;0;-;0.6;-;-;-
ALT;18871117;-;-;-;959.7;0;-;0.2;-;-;-
ALT;18871118;-;-;-;947.1;0;-;12.4;-;-;-
ALT;18871119;-;-;-;941;0;-;9;-;-;-
ALT;18871120;-;-;-;940.6;5;-;5.1;-;-;-
ALT;18871121;-;-;-;946;0.3;-;3.3;-;-;-
ALT;18871122;-;-;-;949.7;0;-;4.6;-;-;-
ALT;18871123;-;-;-;957.3;0;-;3.9;-;-;-
ALT;18871124;-;-;-;954.1;0.2;-;5.4;-;-;-
ALT;18871125;-;-;-;955.8;2.9;-;5.8;-;-;-
ALT;18871126;-;-;-;962.8;0;-;4.9;-;-;-
ALT;18871127;-;-;-;963.6;0;-;2.8;-;-;-
ALT;18871128;-;-;-;964.7;0;-;1.5;-;-;-
ALT;18871129;-;-;-;959.4;0;-;-1.2;-;-;-
ALT;18871130;-;-;-;957.2;4.5;-;2.8;-;-;-
ALT;18871201;-;-;-;970.7;0;-;2;-;-;-
ALT;18871202;-;-;-;976.4;0;-;-0.1;-;-;-
ALT;18871203;-;-;-;968.1;0;-;-0.3;-;-;-
ALT;18871204;-;-;-;959.1;2;-;1.2;-;-;-
ALT;18871205;-;-;-;959.9;2.2;-;5.2;-;-;-
ALT;18871206;-;-;-;956.7;4.9;-;4.8;-;-;-
ALT;18871207;-;-;-;955.8;4.9;-;4;-;-;-
ALT;18871208;-;-;-;961.7;16.8;-;2.2;-;-;-
ALT;18871209;-;-;-;954.5;45.3;-;7;-;-;-
ALT;18871210;-;-;-;957.8;26.6;-;6.2;-;-;-
ALT;18871211;-;-;-;961.8;0.7;-;4.6;-;-;-
ALT;18871212;-;-;-;962.9;0;-;1;-;-;-
ALT;18871213;-;-;-;959.8;0;-;0.9;-;-;-
ALT;18871214;-;-;-;955.1;0.7;-;9.4;-;-;-
ALT;18871215;-;-;-;954.5;3.4;-;5;-;-;-
ALT;18871216;-;-;-;961.7;1.1;-;3.9;-;-;-
ALT;18871217;-;-;-;962.1;3.2;-;5.1;-;-;-
ALT;18871218;-;-;-;959.3;2.1;-;1.4;-;-;-
ALT;18871219;-;-;-;944.5;3.4;-;2.5;-;-;-
ALT;18871220;-;-;-;947.8;0;-;-1;-;-;-
ALT;18871221;-;-;-;948.7;0;-;-0.6;-;-;-
ALT;18871222;-;-;-;951.9;0;-;-2.3;-;-;-
ALT;18871223;-;-;-;952.1;0;-;-1.6;-;-;-
ALT;18871224;-;-;-;952.2;5.8;-;-2.4;-;-;-
ALT;18871225;-;-;-;954.5;0;-;-2;-;-;-
ALT;18871226;-;-;-;950.7;7.2;-;-3.6;-;-;-
ALT;18871227;-;-;-;952.8;1;-;-7.9;-;-;-
ALT;18871228;-;-;-;951.6;8.4;-;-8.1;-;-;-
ALT;18871229;-;-;-;955.1;0;-;-8.6;-;-;-
ALT;18871230;-;-;-;961;0;-;-9.1;-;-;-
ALT;18871231;-;-;-;962.6;0;-;-9.3;-;-;-
ALT;18880101;-;-;-;956.4;0;-;-8;-;-;-
ALT;18880102;-;-;-;953.2;0;-;-0.8;-;-;-
ALT;18880103;-;-;-;964.7;0;-;1.5;-;-;-
ALT;18880104;-;-;-;966.5;0;-;0.5;-;-;-
ALT;18880105;-;-;-;965.2;0;-;-0.9;-;-;-
ALT;18880106;-;-;-;971.5;0;-;1.6;-;-;-
ALT;18880107;-;-;-;975.4;0;-;2.8;-;-;-
ALT;18880108;-;-;-;981;1.2;-;3.3;-;-;-
ALT;18880109;-;-;-;980.5;0;-;4.1;-;-;-
ALT;18880110;-;-;-;979.4;0;-;3.8;-;-;-
ALT;18880111;-;-;-;978.4;0;-;1.8;-;-;-
ALT;18880112;-;-;-;975.5;0;-;0.2;-;-;-
ALT;18880113;-;-;-;973.9;0;-;0.3;-;-;-
ALT;18880114;-;-;-;970.8;0;-;-1.8;-;-;-
ALT;18880115;-;-;-;967.1;0;-;-4.4;-;-;-
ALT;18880116;-;-;-;972.4;0;-;-3.3;-;-;-
ALT;18880117;-;-;-;974.4;0;-;-3.2;-;-;-
ALT;18880118;-;-;-;974.9;0;-;-3;-;-;-
ALT;18880119;-;-;-;976.7;0;-;-3.4;-;-;-
ALT;18880120;-;-;-;975.4;0;-;-4.4;-;-;-
ALT;18880121;-;-;-;971;0;-;-1.8;-;-;-
ALT;18880122;-;-;-;959.3;2.8;-;1.5;-;-;-
ALT;18880123;-;-;-;968.6;0;-;4.4;-;-;-
ALT;18880124;-;-;-;976.8;0;-;2.9;-;-;-
ALT;18880125;-;-;-;975;0;-;1.2;-;-;-
ALT;18880126;-;-;-;962.2;6.1;-;4.6;-;-;-
ALT;18880127;-;-;-;961.8;9.7;-;0.5;-;-;-
ALT;18880128;-;-;-;947.1;7.9;-;-2.3;-;-;-
ALT;18880129;-;-;-;954;0;-;-6.3;-;-;-
ALT;18880130;-;-;-;955.8;0;-;-8.2;-;-;-
ALT;18880131;-;-;-;952.3;0;-;-9.4;-;-;-
ALT;18880201;-;-;-;952.3;2.8;-;-5.2;-;-;-
ALT;18880202;-;-;-;961.1;0;-;-2;-;-;-
ALT;18880203;-;-;-;966;0;-;-2.2;-;-;-
ALT;18880204;-;-;-;969;5.1;-;0.6;-;-;-
ALT;18880205;-;-;-;967.8;7.3;-;2.9;-;-;-
ALT;18880206;-;-;-;962.9;1.6;-;3;-;-;-
ALT;18880207;-;-;-;963.2;5.3;-;3.3;-;-;-
ALT;18880208;-;-;-;957.3;1.7;-;1.6;-;-;-
ALT;18880209;-;-;-;957;7.4;-;1.8;-;-;-
ALT;18880210;-;-;-;959.1;0;-;3.8;-;-;-
ALT;18880211;-;-;-;956.8;0;-;2.7;-;-;-
ALT;18880212;-;-;-;951.6;0;-;6.3;-;-;-
ALT;18880213;-;-;-;958.2;0;-;2.3;-;-;-
ALT;18880214;-;-;-;957;8;-;0.8;-;-;-
ALT;18880215;-;-;-;952.4;17.3;-;0.4;-;-;-
ALT;18880216;-;-;-;948.4;3.1;-;-0.8;-;-;-
ALT;18880217;-;-;-;946.8;0;-;-1.8;-;-;-
ALT;18880218;-;-;-;943.6;0;-;-1.6;-;-;-
ALT;18880219;-;-;-;938.5;0;-;-2.3;-;-;-
ALT;18880220;-;-;-;935.3;0;-;1.8;-;-;-
ALT;18880221;-;-;-;940.1;0;-;0.9;-;-;-
ALT;18880222;-;-;-;947.7;0;-;-0.6;-;-;-
ALT;18880223;-;-;-;949.7;0;-;-0.6;-;-;-
ALT;18880224;-;-;-;946.4;0.4;-;-1.2;-;-;-
ALT;18880225;-;-;-;951;0;-;-1.3;-;-;-
ALT;18880226;-;-;-;954.1;0;-;6.5;-;-;-
ALT;18880227;-;-;-;957.8;0;-;1.6;-;-;-
ALT;18880228;-;-;-;959.5;1;-;0.9;-;-;-
ALT;18880229;-;-;-;960.3;0;-;-0.2;-;-;-
ALT;18880301;-;-;-;960.8;0;-;-0.7;-;-;-
ALT;18880302;-;-;-;957.7;0;-;-1.9;-;-;-
ALT;18880303;-;-;-;953.4;5.7;-;-1.5;-;-;-
ALT;18880304;-;-;-;955.6;4.6;-;-2.7;-;-;-
ALT;18880305;-;-;-;957.6;0.9;-;-1;-;-;-
ALT;18880306;-;-;-;966;0;-;0.1;-;-;-
ALT;18880307;-;-;-;969.4;0;-;1.6;-;-;-
ALT;18880308;-;-;-;968.2;0;-;1.9;-;-;-
ALT;18880309;-;-;-;961.8;0;-;7;-;-;-
ALT;18880310;-;-;-;953.3;9.7;-;7.6;-;-;-
ALT;18880311;-;-;-;947.2;5.8;-;7.5;-;-;-
ALT;18880312;-;-;-;944.5;2.6;-;5.5;-;-;-
ALT;18880313;-;-;-;947.7;3.2;-;4.6;-;-;-
ALT;18880314;-;-;-;944.4;0.5;-;7.7;-;-;-
ALT;18880315;-;-;-;942.3;2.4;-;7.7;-;-;-
ALT;18880316;-;-;-;941.4;4.7;-;7.4;-;-;-
ALT;18880317;-;-;-;945;11.7;-;2.5;-;-;-
ALT;18880318;-;-;-;948.8;1.1;-;1.1;-;-;-
ALT;18880319;-;-;-;946.8;0;-;0.1;-;-;-
ALT;18880320;-;-;-;956.9;0;-;1.5;-;-;-
ALT;18880321;-;-;-;957.5;0;-;3.1;-;-;-
ALT;18880322;-;-;-;957.9;0.9;-;2.1;-;-;-
ALT;18880323;-;-;-;948.6;0;-;4.9;-;-;-
ALT;18880324;-;-;-;947.7;0;-;10.4;-;-;-
ALT;18880325;-;-;-;944.9;1.5;-;12.7;-;-;-
