stn;time;" Globalstrahlung (W/m); Tagesmittel";Luftdruck auf Stationshoehe (hpa);Sonnenscheindauer (min);Gesamtschneehoehe (cm);Gesamtbewoelkung (min);Niederschlag (mm);Durchschnittstemperatur (¡C);Tiefsttemperatur (¡C);Maximaltemperatur (¡C);Relative Luftfeuchtigkeit (%)
ELM;19570623;-;-;-;0;-;30.5;15.3;-;-;-
ELM;19570624;-;-;-;0;-;32.6;12.3;-;-;-
ELM;19570625;-;-;-;0;-;6.5;9.4;-;-;-
ELM;19570626;-;-;-;0;-;5;8.1;-;-;-
ELM;19570627;-;-;-;0;-;0;12.4;-;-;-
ELM;19570628;-;-;-;0;-;0;16;-;-;-
ELM;19570629;-;-;-;0;-;0;19.5;-;-;-
ELM;19570630;-;-;-;0;-;0;21.1;-;-;-
ELM;19570701;-;-;-;0;-;5;20.2;-;-;-
ELM;19570702;-;-;-;0;-;0;20.6;-;-;-
ELM;19570703;-;-;-;0;-;0;21.8;-;-;-
ELM;19570704;-;-;-;0;-;0;23.5;-;-;-
ELM;19570705;-;-;-;0;-;0;24.4;-;-;-
ELM;19570706;-;-;-;0;-;0;25;-;-;-
ELM;19570707;-;-;-;0;-;0;24.9;-;-;-
ELM;19570708;-;-;-;0;-;1.7;22.8;-;-;-
ELM;19570709;-;-;-;0;-;7.5;17.6;-;-;-
ELM;19570710;-;-;-;0;-;28.2;12.4;-;-;-
ELM;19570711;-;-;-;0;-;11.3;9.7;-;-;-
ELM;19570712;-;-;-;0;-;0;15.3;-;-;-
ELM;19570713;-;-;-;0;-;3;15.7;-;-;-
ELM;19570714;-;-;-;0;-;10.4;12.2;-;-;-
ELM;19570715;-;-;-;0;-;7.1;11;-;-;-
ELM;19570716;-;-;-;0;-;3.7;10.7;-;-;-
ELM;19570717;-;-;-;0;-;13;11.5;-;-;-
ELM;19570718;-;-;-;0;-;7.2;14.2;-;-;-
ELM;19570719;-;-;-;0;-;21.5;10.1;-;-;-
ELM;19570720;-;-;-;0;-;2;9.9;-;-;-
ELM;19570721;-;-;-;0;-;17.2;9.3;-;-;-
ELM;19570722;-;-;-;0;-;10.3;8.7;-;-;-
ELM;19570723;-;-;-;0;-;2.2;10.2;-;-;-
ELM;19570724;-;-;-;0;-;14.1;13.1;-;-;-
ELM;19570725;-;-;-;0;-;3.6;14.6;-;-;-
ELM;19570726;-;-;-;0;-;0.6;15;-;-;-
ELM;19570727;-;-;-;0;-;16;11.6;-;-;-
ELM;19570728;-;-;-;0;-;3.9;10.3;-;-;-
ELM;19570729;-;-;-;0;-;3.3;11.4;-;-;-
ELM;19570730;-;-;-;0;-;0;14.2;-;-;-
ELM;19570731;-;-;-;0;-;0;15.3;-;-;-
ELM;19570801;-;-;-;0;-;0;18.8;-;-;-
ELM;19570802;-;-;-;0;-;0;17.5;-;-;-
ELM;19570803;-;-;-;0;-;0;16;-;-;-
ELM;19570804;-;-;-;0;-;0;16.5;-;-;-
ELM;19570805;-;-;-;0;-;0;18;-;-;-
ELM;19570806;-;-;-;0;-;4;17;-;-;-
ELM;19570807;-;-;-;0;-;7.4;17.8;-;-;-
ELM;19570808;-;-;-;0;-;5.2;18;-;-;-
ELM;19570809;-;-;-;0;-;23.5;18.3;-;-;-
ELM;19570810;-;-;-;0;-;0;14.5;-;-;-
ELM;19570811;-;-;-;0;-;20.8;15.6;-;-;-
ELM;19570812;-;-;-;0;-;20.2;13.2;-;-;-
ELM;19570813;-;-;-;0;-;75.8;12.8;-;-;-
ELM;19570814;-;-;-;0;-;3.2;10.1;-;-;-
ELM;19570815;-;-;-;0;-;13.1;13.4;-;-;-
ELM;19570816;-;-;-;0;-;4;10.3;-;-;-
ELM;19570817;-;-;-;0;-;0;11.9;-;-;-
ELM;19570818;-;-;-;0;-;16.3;11;-;-;-
ELM;19570819;-;-;-;0;-;3.3;8.1;-;-;-
ELM;19570820;-;-;-;0;-;1.7;12.4;-;-;-
ELM;19570821;-;-;-;0;-;16.6;13.8;-;-;-
ELM;19570822;-;-;-;0;-;0.2;10.3;-;-;-
ELM;19570823;-;-;-;0;-;0.5;12.4;-;-;-
ELM;19570824;-;-;-;0;-;6.7;12.9;-;-;-
ELM;19570825;-;-;-;0;-;3.7;11.4;-;-;-
ELM;19570826;-;-;-;0;-;0;10.3;-;-;-
ELM;19570827;-;-;-;0;-;8;9.3;-;-;-
ELM;19570828;-;-;-;0;-;11.9;8.6;-;-;-
ELM;19570829;-;-;-;0;-;0;9.4;-;-;-
ELM;19570830;-;-;-;0;-;0;11.7;-;-;-
ELM;19570831;-;-;-;0;-;0;10.6;-;-;-
ELM;19570901;-;-;-;0;-;0.1;12.7;-;-;-
ELM;19570902;-;-;-;0;-;10.9;11.7;-;-;-
ELM;19570903;-;-;-;0;-;2.3;8.3;-;-;-
ELM;19570904;-;-;-;0;-;0;8.2;-;-;-
ELM;19570905;-;-;-;0;-;0;9.9;-;-;-
ELM;19570906;-;-;-;0;-;0;12.5;-;-;-
ELM;19570907;-;-;-;0;-;0;13.9;-;-;-
ELM;19570908;-;-;-;0;-;0;14.4;-;-;-
ELM;19570909;-;-;-;0;-;2.1;11.3;-;-;-
ELM;19570910;-;-;-;0;-;0;11.4;-;-;-
ELM;19570911;-;-;-;0;-;3.7;12.2;-;-;-
ELM;19570912;-;-;-;0;-;5.4;9.9;-;-;-
ELM;19570913;-;-;-;0;-;4.2;6.8;-;-;-
ELM;19570914;-;-;-;0;-;17.6;4.5;-;-;-
ELM;19570915;-;-;-;0;-;2.6;4.6;-;-;-
ELM;19570916;-;-;-;0;-;0;6.5;-;-;-
ELM;19570917;-;-;-;0;-;0;9.4;-;-;-
ELM;19570918;-;-;-;0;-;0;9.6;-;-;-
ELM;19570919;-;-;-;0;-;0;10.6;-;-;-
ELM;19570920;-;-;-;0;-;0;11.6;-;-;-
ELM;19570921;-;-;-;0;-;2;13.5;-;-;-
ELM;19570922;-;-;-;0;-;4.6;14;-;-;-
ELM;19570923;-;-;-;0;-;55.5;12.9;-;-;-
ELM;19570924;-;-;-;0;-;30.5;13.1;-;-;-
ELM;19570925;-;-;-;0;-;0.4;12.1;-;-;-
ELM;19570926;-;-;-;0;-;14.2;11.1;-;-;-
ELM;19570927;-;-;-;0;-;0.2;8.9;-;-;-
ELM;19570928;-;-;-;0;-;0;7;-;-;-
ELM;19570929;-;-;-;0;-;1.6;7.7;-;-;-
ELM;19570930;-;-;-;0;-;11.3;3.6;-;-;-
ELM;19571001;-;-;-;0;-;0;4.3;-;-;-
ELM;19571002;-;-;-;0;-;0;6.2;-;-;-
ELM;19571003;-;-;-;0;-;0;5.5;-;-;-
ELM;19571004;-;-;-;0;-;0;6.4;-;-;-
ELM;19571005;-;-;-;0;-;0;4.7;-;-;-
ELM;19571006;-;-;-;0;-;0;4.3;-;-;-
ELM;19571007;-;-;-;0;-;0;6.6;-;-;-
ELM;19571008;-;-;-;0;-;0;8.6;-;-;-
ELM;19571009;-;-;-;0;-;0;10.7;-;-;-
ELM;19571010;-;-;-;0;-;0;10.9;-;-;-
ELM;19571011;-;-;-;0;-;0.3;11.1;-;-;-
ELM;19571012;-;-;-;0;-;0;10.2;-;-;-
ELM;19571013;-;-;-;0;-;0;9.5;-;-;-
ELM;19571014;-;-;-;0;-;0;9;-;-;-
ELM;19571015;-;-;-;0;-;0;7.1;-;-;-
ELM;19571016;-;-;-;0;-;0;9.3;-;-;-
ELM;19571017;-;-;-;0;-;0;10.6;-;-;-
ELM;19571018;-;-;-;0;-;0;9.5;-;-;-
ELM;19571019;-;-;-;0;-;17.2;13;-;-;-
ELM;19571020;-;-;-;0;-;2.9;4.8;-;-;-
ELM;19571021;-;-;-;0;-;0;2.1;-;-;-
ELM;19571022;-;-;-;0;-;7.5;2.3;-;-;-
ELM;19571023;-;-;-;0;-;0.1;2.2;-;-;-
ELM;19571024;-;-;-;0;-;0;1.7;-;-;-
ELM;19571025;-;-;-;0;-;0;2.1;-;-;-
ELM;19571026;-;-;-;0;-;0;5.2;-;-;-
ELM;19571027;-;-;-;0;-;0.4;6;-;-;-
ELM;19571028;-;-;-;0;-;0;4.8;-;-;-
ELM;19571029;-;-;-;0;-;0;4.4;-;-;-
ELM;19571030;-;-;-;0;-;0;6.3;-;-;-
ELM;19571031;-;-;-;0;-;0;6.4;-;-;-
ELM;19571101;-;-;-;0;-;2.5;6.1;-;-;-
ELM;19571102;-;-;-;0;-;0;4;-;-;-
ELM;19571103;-;-;-;0;-;0;8.6;-;-;-
ELM;19571104;-;-;-;0;-;0;11.8;-;-;-
ELM;19571105;-;-;-;0;-;1.5;12.1;-;-;-
ELM;19571106;-;-;-;0;-;34.7;5.9;-;-;-
ELM;19571107;-;-;-;0;-;4.4;3.5;-;-;-
ELM;19571108;-;-;-;0;-;1.9;3.7;-;-;-
ELM;19571109;-;-;-;0;-;0.3;4.5;-;-;-
ELM;19571110;-;-;-;0;-;1.7;4.1;-;-;-
ELM;19571111;-;-;-;0;-;6.2;3.1;-;-;-
ELM;19571112;-;-;-;0;-;0;4.2;-;-;-
ELM;19571113;-;-;-;0;-;0;1.3;-;-;-
ELM;19571114;-;-;-;0;-;0;0.3;-;-;-
ELM;19571115;-;-;-;0;-;0;3;-;-;-
ELM;19571116;-;-;-;0;-;0;2.1;-;-;-
ELM;19571117;-;-;-;0;-;0;2.6;-;-;-
ELM;19571118;-;-;-;0;-;0;-0.1;-;-;-
ELM;19571119;-;-;-;0;-;0;-1.4;-;-;-
ELM;19571120;-;-;-;0;-;0;-2.1;-;-;-
ELM;19571121;-;-;-;0;-;0;-1.8;-;-;-
ELM;19571122;-;-;-;0;-;0;-4.7;-;-;-
ELM;19571123;-;-;-;0;-;0;-2.1;-;-;-
ELM;19571124;-;-;-;0;-;0;-4;-;-;-
ELM;19571125;-;-;-;0;-;0;-1.2;-;-;-
ELM;19571126;-;-;-;0;-;0;0.8;-;-;-
ELM;19571127;-;-;-;0;-;0;-1.4;-;-;-
ELM;19571128;-;-;-;0;-;0;-2.4;-;-;-
ELM;19571129;-;-;-;0;-;1.8;0.5;-;-;-
ELM;19571130;-;-;-;0;-;0;-0.9;-;-;-
ELM;19571201;-;-;-;0;-;0;-5.3;-;-;-
ELM;19571202;-;-;-;0;-;0;-5.9;-;-;-
ELM;19571203;-;-;-;0;-;0;-5.1;-;-;-
ELM;19571204;-;-;-;0;-;0;-3;-;-;-
ELM;19571205;-;-;-;0;-;0;-4.1;-;-;-
ELM;19571206;-;-;-;0;-;0;-4.4;-;-;-
ELM;19571207;-;-;-;2;-;15.7;-1.8;-;-;-
ELM;19571208;-;-;-;1;-;10.8;3.6;-;-;-
ELM;19571209;-;-;-;4;-;0.4;2.3;-;-;-
ELM;19571210;-;-;-;2;-;2.1;-2.5;-;-;-
ELM;19571211;-;-;-;0;-;0;6.1;-;-;-
ELM;19571212;-;-;-;0;-;3.2;9.5;-;-;-
ELM;19571213;-;-;-;6;-;16.4;0.9;-;-;-
ELM;19571214;-;-;-;5;-;0;-0.7;-;-;-
ELM;19571215;-;-;-;5;-;0;0.2;-;-;-
ELM;19571216;-;-;-;5;-;0;-2.8;-;-;-
ELM;19571217;-;-;-;5;-;0;-4.4;-;-;-
ELM;19571218;-;-;-;6;-;1.1;-3.5;-;-;-
ELM;19571219;-;-;-;10;-;6.3;-1.4;-;-;-
ELM;19571220;-;-;-;10;-;0;-8.2;-;-;-
ELM;19571221;-;-;-;10;-;0;-7.9;-;-;-
ELM;19571222;-;-;-;10;-;0;-9.1;-;-;-
ELM;19571223;-;-;-;10;-;0;1.1;-;-;-
ELM;19571224;-;-;-;8;-;0;5.4;-;-;-
ELM;19571225;-;-;-;5;-;0;3.4;-;-;-
ELM;19571226;-;-;-;5;-;0;-2.6;-;-;-
ELM;19571227;-;-;-;5;-;0;-3.5;-;-;-
ELM;19571228;-;-;-;5;-;0;-4.7;-;-;-
ELM;19571229;-;-;-;5;-;0;-5.3;-;-;-
ELM;19571230;-;-;-;5;-;0;-4.9;-;-;-
ELM;19571231;-;-;-;5;-;0;-4.4;-;-;-
ELM;19580101;-;-;-;5;-;0;-5.1;-;-;-
ELM;19580102;-;-;-;5;-;0;-4.6;-;-;-
ELM;19580103;-;-;-;5;-;0;-4.2;-;-;-
ELM;19580104;-;-;-;5;-;0;-3.3;-;-;-
ELM;19580105;-;-;-;7;-;9.8;3.3;-;-;-
ELM;19580106;-;-;-;5;-;39.8;1.7;-;-;-
ELM;19580107;-;-;-;30;-;23.8;0.1;-;-;-
ELM;19580108;-;-;-;40;-;8.8;-2;-;-;-
ELM;19580109;-;-;-;60;-;28.8;-1.8;-;-;-
ELM;19580110;-;-;-;50;-;0.9;-3.3;-;-;-
ELM;19580111;-;-;-;55;-;4.4;1.2;-;-;-
ELM;19580112;-;-;-;60;-;1.4;-3;-;-;-
ELM;19580113;-;-;-;60;-;0.5;-2.4;-;-;-
ELM;19580114;-;-;-;60;-;0;-7.2;-;-;-
ELM;19580115;-;-;-;55;-;0;-7.8;-;-;-
ELM;19580116;-;-;-;50;-;0;-7.9;-;-;-
ELM;19580117;-;-;-;50;-;0;-3.2;-;-;-
ELM;19580118;-;-;-;45;-;0.2;-1;-;-;-
ELM;19580119;-;-;-;40;-;1.5;0.4;-;-;-
ELM;19580120;-;-;-;45;-;6.8;-2.4;-;-;-
ELM;19580121;-;-;-;45;-;0;-11.1;-;-;-
ELM;19580122;-;-;-;45;-;0;-2.4;-;-;-
ELM;19580123;-;-;-;47;-;1.8;-7.3;-;-;-
ELM;19580124;-;-;-;45;-;11.1;-8.1;-;-;-
ELM;19580125;-;-;-;43;-;0;-9.7;-;-;-
ELM;19580126;-;-;-;40;-;0;-1.9;-;-;-
ELM;19580127;-;-;-;40;-;0;0.3;-;-;-
ELM;19580128;-;-;-;40;-;0;-2.5;-;-;-
ELM;19580129;-;-;-;40;-;0;-4.1;-;-;-
ELM;19580130;-;-;-;40;-;0;-5.8;-;-;-
ELM;19580131;-;-;-;40;-;0;-7.3;-;-;-
ELM;19580201;-;-;-;40;-;0;-3.2;-;-;-
ELM;19580202;-;-;-;40;-;0;-3.5;-;-;-
ELM;19580203;-;-;-;40;-;0;-2.7;-;-;-
ELM;19580204;-;-;-;35;-;0;-2.8;-;-;-
ELM;19580205;-;-;-;38;-;1.8;1.5;-;-;-
ELM;19580206;-;-;-;40;-;23.8;0.9;-;-;-
ELM;19580207;-;-;-;35;-;21.1;1.5;-;-;-
ELM;19580208;-;-;-;30;-;0.2;5.9;-;-;-
ELM;19580209;-;-;-;25;-;0;3;-;-;-
ELM;19580210;-;-;-;20;-;0;6.9;-;-;-
ELM;19580211;-;-;-;15;-;1.1;6.5;-;-;-
ELM;19580212;-;-;-;12;-;0;6.3;-;-;-
ELM;19580213;-;-;-;10;-;0.1;5.6;-;-;-
ELM;19580214;-;-;-;10;-;0;5.8;-;-;-
ELM;19580215;-;-;-;5;-;12.8;7.8;-;-;-
ELM;19580216;-;-;-;5;-;67.2;5.3;-;-;-
ELM;19580217;-;-;-;35;-;54.1;2.7;-;-;-
ELM;19580218;-;-;-;40;-;4.5;-6.5;-;-;-
ELM;19580219;-;-;-;42;-;1.8;-5.3;-;-;-
ELM;19580220;-;-;-;65;-;26.3;-2.8;-;-;-
ELM;19580221;-;-;-;100;-;53.3;-0.4;-;-;-
ELM;19580222;-;-;-;115;-;28.2;-4.3;-;-;-
ELM;19580223;-;-;-;90;-;22.3;-1.3;-;-;-
ELM;19580224;-;-;-;80;-;6.4;2.1;-;-;-
ELM;19580225;-;-;-;65;-;0.4;5.1;-;-;-
ELM;19580226;-;-;-;75;-;17.6;-4.3;-;-;-
ELM;19580227;-;-;-;70;-;3.8;-7.5;-;-;-
ELM;19580228;-;-;-;65;-;0;-9.5;-;-;-
ELM;19580301;-;-;-;60;-;0;-11.3;-;-;-
ELM;19580302;-;-;-;70;-;3.4;-4.6;-;-;-
ELM;19580303;-;-;-;70;-;3.4;-1.9;-;-;-
ELM;19580304;-;-;-;68;-;0;-4.7;-;-;-
ELM;19580305;-;-;-;65;-;0;-1.4;-;-;-
ELM;19580306;-;-;-;70;-;7.1;0.9;-;-;-
ELM;19580307;-;-;-;75;-;9.5;-2.8;-;-;-
ELM;19580308;-;-;-;73;-;0.1;-7.1;-;-;-
ELM;19580309;-;-;-;65;-;1.8;-6.1;-;-;-
ELM;19580310;-;-;-;60;-;0;-7.1;-;-;-
ELM;19580311;-;-;-;60;-;7.1;-5.4;-;-;-
ELM;19580312;-;-;-;65;-;2.2;-9.7;-;-;-
ELM;19580313;-;-;-;110;-;35.8;-2.7;-;-;-
ELM;19580314;-;-;-;90;-;3.4;-1.3;-;-;-
ELM;19580315;-;-;-;85;-;0;-2.5;-;-;-
ELM;19580316;-;-;-;80;-;0;-4.9;-;-;-
ELM;19580317;-;-;-;95;-;9.2;-2.5;-;-;-
ELM;19580318;-;-;-;105;-;6.9;-1.9;-;-;-
ELM;19580319;-;-;-;105;-;6.4;0.3;-;-;-
ELM;19580320;-;-;-;110;-;8.8;-2.5;-;-;-
ELM;19580321;-;-;-;110;-;0.3;-6.4;-;-;-
ELM;19580322;-;-;-;105;-;0;-8.4;-;-;-
ELM;19580323;-;-;-;100;-;0;-9.4;-;-;-
ELM;19580324;-;-;-;90;-;0;-3.4;-;-;-
ELM;19580325;-;-;-;80;-;0;5.1;-;-;-
ELM;19580326;-;-;-;75;-;1.1;3.7;-;-;-
ELM;19580327;-;-;-;68;-;0;3.7;-;-;-
ELM;19580328;-;-;-;55;-;0;4.7;-;-;-
ELM;19580329;-;-;-;45;-;0;4.4;-;-;-
ELM;19580330;-;-;-;40;-;0.1;4.6;-;-;-
ELM;19580331;-;-;-;35;-;0;4.3;-;-;-
ELM;19580401;-;-;-;30;-;0;2.7;-;-;-
ELM;19580402;-;-;-;25;-;0;1.8;-;-;-
ELM;19580403;-;-;-;20;-;3.2;7.8;-;-;-
ELM;19580404;-;-;-;15;-;0.1;4.9;-;-;-
ELM;19580405;-;-;-;20;-;12.5;0.8;-;-;-
ELM;19580406;-;-;-;25;-;2.9;0.2;-;-;-
ELM;19580407;-;-;-;25;-;9.8;0.3;-;-;-
ELM;19580408;-;-;-;25;-;4.7;0.8;-;-;-
ELM;19580409;-;-;-;30;-;5.2;1.1;-;-;-
ELM;19580410;-;-;-;40;-;19.9;-2.9;-;-;-
ELM;19580411;-;-;-;40;-;2.8;-2.9;-;-;-
ELM;19580412;-;-;-;35;-;0;-0.8;-;-;-
ELM;19580413;-;-;-;30;-;0.1;2.9;-;-;-
ELM;19580414;-;-;-;20;-;0.4;6.7;-;-;-
ELM;19580415;-;-;-;40;-;40.5;3.5;-;-;-
ELM;19580416;-;-;-;50;-;24.1;-0.1;-;-;-
ELM;19580417;-;-;-;30;-;1.2;0;-;-;-
ELM;19580418;-;-;-;25;-;0;0.5;-;-;-
ELM;19580419;-;-;-;20;-;0;2.7;-;-;-
ELM;19580420;-;-;-;15;-;0;5.5;-;-;-
ELM;19580421;-;-;-;10;-;0;7.6;-;-;-
ELM;19580422;-;-;-;5;-;9.4;7.8;-;-;-
ELM;19580423;-;-;-;0;-;0;5;-;-;-
ELM;19580424;-;-;-;0;-;0;5.7;-;-;-
ELM;19580425;-;-;-;0;-;4.7;6;-;-;-
ELM;19580426;-;-;-;0;-;0;6.7;-;-;-
ELM;19580427;-;-;-;20;-;25.4;4.1;-;-;-
ELM;19580428;-;-;-;2;-;9.1;3.4;-;-;-
ELM;19580429;-;-;-;0;-;1.6;4.7;-;-;-
ELM;19580430;-;-;-;0;-;0;6.9;-;-;-
ELM;19580501;-;-;-;0;-;0;9.2;-;-;-
ELM;19580502;-;-;-;0;-;0;10.8;-;-;-
ELM;19580503;-;-;-;0;-;0.4;11.6;-;-;-
ELM;19580504;-;-;-;0;-;0;10.4;-;-;-
ELM;19580505;-;-;-;0;-;2.5;14.1;-;-;-
ELM;19580506;-;-;-;0;-;2.6;10.9;-;-;-
ELM;19580507;-;-;-;0;-;0.1;11.3;-;-;-
ELM;19580508;-;-;-;0;-;0;16.3;-;-;-
ELM;19580509;-;-;-;0;-;0;17.8;-;-;-
ELM;19580510;-;-;-;0;-;0;17.7;-;-;-
ELM;19580511;-;-;-;0;-;0;20.9;-;-;-
ELM;19580512;-;-;-;0;-;0;15.4;-;-;-
ELM;19580513;-;-;-;0;-;0;14.6;-;-;-
ELM;19580514;-;-;-;0;-;3.7;19.2;-;-;-
ELM;19580515;-;-;-;0;-;11.1;9.4;-;-;-
ELM;19580516;-;-;-;0;-;17.8;6.9;-;-;-
ELM;19580517;-;-;-;0;-;1.1;4.4;-;-;-
ELM;19580518;-;-;-;0;-;0.1;9.3;-;-;-
ELM;19580519;-;-;-;0;-;0;13.4;-;-;-
ELM;19580520;-;-;-;0;-;0;14.5;-;-;-
ELM;19580521;-;-;-;0;-;2.9;12.5;-;-;-
ELM;19580522;-;-;-;0;-;1.1;7.6;-;-;-
ELM;19580523;-;-;-;0;-;0;12.5;-;-;-
ELM;19580524;-;-;-;0;-;0;18.7;-;-;-
ELM;19580525;-;-;-;0;-;0;19.4;-;-;-
ELM;19580526;-;-;-;0;-;2.1;11.8;-;-;-
ELM;19580527;-;-;-;0;-;48;11.8;-;-;-
ELM;19580528;-;-;-;0;-;9.1;7.5;-;-;-
ELM;19580529;-;-;-;0;-;0;11.4;-;-;-
ELM;19580530;-;-;-;0;-;3.9;9.7;-;-;-
ELM;19580531;-;-;-;0;-;0;12.8;-;-;-
ELM;19580601;-;-;-;0;-;0;16;-;-;-
ELM;19580602;-;-;-;0;-;0;18.4;-;-;-
ELM;19580603;-;-;-;0;-;11.5;12.2;-;-;-
ELM;19580604;-;-;-;0;-;0;10.4;-;-;-
ELM;19580605;-;-;-;0;-;0;12;-;-;-
ELM;19580606;-;-;-;0;-;0;15.3;-;-;-
ELM;19580607;-;-;-;0;-;7.5;12.2;-;-;-
ELM;19580608;-;-;-;0;-;0;15;-;-;-
ELM;19580609;-;-;-;0;-;3.8;16;-;-;-
ELM;19580610;-;-;-;0;-;22.1;11.4;-;-;-
ELM;19580611;-;-;-;0;-;9.2;8.8;-;-;-
ELM;19580612;-;-;-;0;-;0.1;8.8;-;-;-
ELM;19580613;-;-;-;0;-;0.2;9.2;-;-;-
ELM;19580614;-;-;-;0;-;0;11.6;-;-;-
ELM;19580615;-;-;-;0;-;0;13.7;-;-;-
ELM;19580616;-;-;-;0;-;0;17.6;-;-;-
ELM;19580617;-;-;-;0;-;0.2;16.8;-;-;-
ELM;19580618;-;-;-;0;-;4.6;16.6;-;-;-
ELM;19580619;-;-;-;0;-;7.8;15.4;-;-;-
ELM;19580620;-;-;-;0;-;8.5;14.2;-;-;-
ELM;19580621;-;-;-;0;-;10;11.7;-;-;-
ELM;19580622;-;-;-;0;-;16.5;10.6;-;-;-
ELM;19580623;-;-;-;0;-;6.4;10;-;-;-
ELM;19580624;-;-;-;0;-;8.7;10.4;-;-;-
ELM;19580625;-;-;-;0;-;0;11.7;-;-;-
ELM;19580626;-;-;-;0;-;9.8;16.6;-;-;-
ELM;19580627;-;-;-;0;-;12;6.5;-;-;-
ELM;19580628;-;-;-;0;-;0.5;8.9;-;-;-
ELM;19580629;-;-;-;0;-;0;13.7;-;-;-
ELM;19580630;-;-;-;0;-;0.3;17.6;-;-;-
ELM;19580701;-;-;-;0;-;8.5;16.1;-;-;-
ELM;19580702;-;-;-;0;-;16.8;13.1;-;-;-
ELM;19580703;-;-;-;0;-;33.9;9;-;-;-
ELM;19580704;-;-;-;0;-;8.1;9.7;-;-;-
ELM;19580705;-;-;-;0;-;1.8;12.1;-;-;-
ELM;19580706;-;-;-;0;-;0.3;10.8;-;-;-
ELM;19580707;-;-;-;0;-;6.8;15.1;-;-;-
ELM;19580708;-;-;-;0;-;0;15.9;-;-;-
ELM;19580709;-;-;-;0;-;0.2;16.4;-;-;-
ELM;19580710;-;-;-;0;-;1.4;16.6;-;-;-
ELM;19580711;-;-;-;0;-;3.8;17.8;-;-;-
ELM;19580712;-;-;-;0;-;0;17.5;-;-;-
ELM;19580713;-;-;-;0;-;1.4;22;-;-;-
ELM;19580714;-;-;-;0;-;0.9;18.8;-;-;-
ELM;19580715;-;-;-;0;-;0;23.6;-;-;-
ELM;19580716;-;-;-;0;-;21.6;19.7;-;-;-
ELM;19580717;-;-;-;0;-;0.5;10.6;-;-;-
ELM;19580718;-;-;-;0;-;0;14.4;-;-;-
ELM;19580719;-;-;-;0;-;0;19.2;-;-;-
ELM;19580720;-;-;-;0;-;16.7;16.8;-;-;-
ELM;19580721;-;-;-;0;-;1.7;15.3;-;-;-
ELM;19580722;-;-;-;0;-;35.4;11.1;-;-;-
ELM;19580723;-;-;-;0;-;5.1;10.8;-;-;-
ELM;19580724;-;-;-;0;-;18.7;10.6;-;-;-
ELM;19580725;-;-;-;0;-;0;13;-;-;-
ELM;19580726;-;-;-;0;-;0.4;16.5;-;-;-
ELM;19580727;-;-;-;0;-;0.1;18.3;-;-;-
ELM;19580728;-;-;-;0;-;0.7;16.1;-;-;-
ELM;19580729;-;-;-;0;-;3.7;19.2;-;-;-
ELM;19580730;-;-;-;0;-;0;19.6;-;-;-
ELM;19580731;-;-;-;0;-;0;19.5;-;-;-
ELM;19580801;-;-;-;0;-;0.1;23.6;-;-;-
ELM;19580802;-;-;-;0;-;9.9;17;-;-;-
ELM;19580803;-;-;-;0;-;0.7;12.9;-;-;-
ELM;19580804;-;-;-;0;-;0;13.2;-;-;-
ELM;19580805;-;-;-;0;-;2.5;16;-;-;-
ELM;19580806;-;-;-;0;-;19.4;14.6;-;-;-
ELM;19580807;-;-;-;0;-;14.1;12.2;-;-;-
ELM;19580808;-;-;-;0;-;0.4;13.5;-;-;-
ELM;19580809;-;-;-;0;-;0.7;17.6;-;-;-
ELM;19580810;-;-;-;0;-;10.7;20.3;-;-;-
ELM;19580811;-;-;-;0;-;27.3;21.6;-;-;-
ELM;19580812;-;-;-;0;-;14.4;12.1;-;-;-
ELM;19580813;-;-;-;0;-;0.1;12.4;-;-;-
ELM;19580814;-;-;-;0;-;0;15.5;-;-;-
ELM;19580815;-;-;-;0;-;15.5;17.5;-;-;-
ELM;19580816;-;-;-;0;-;6.8;17.1;-;-;-
ELM;19580817;-;-;-;0;-;0;18;-;-;-
ELM;19580818;-;-;-;0;-;0.7;18.5;-;-;-
ELM;19580819;-;-;-;0;-;21.9;16.7;-;-;-
ELM;19580820;-;-;-;0;-;6;13.2;-;-;-
ELM;19580821;-;-;-;0;-;6.7;12.2;-;-;-
ELM;19580822;-;-;-;0;-;7.5;11.4;-;-;-
ELM;19580823;-;-;-;0;-;16.5;11.1;-;-;-
ELM;19580824;-;-;-;0;-;4.1;11.2;-;-;-
ELM;19580825;-;-;-;0;-;8.3;12.6;-;-;-
ELM;19580826;-;-;-;0;-;2.2;9.2;-;-;-
ELM;19580827;-;-;-;0;-;0;11.6;-;-;-
ELM;19580828;-;-;-;0;-;0;16.2;-;-;-
ELM;19580829;-;-;-;0;-;0;18.8;-;-;-
ELM;19580830;-;-;-;0;-;0;18.8;-;-;-
ELM;19580831;-;-;-;0;-;0;19.2;-;-;-
ELM;19580901;-;-;-;0;-;4.1;14.6;-;-;-
ELM;19580902;-;-;-;0;-;0.1;15;-;-;-
ELM;19580903;-;-;-;0;-;0;15;-;-;-
ELM;19580904;-;-;-;0;-;3.9;13.5;-;-;-
ELM;19580905;-;-;-;0;-;0;15.9;-;-;-
ELM;19580906;-;-;-;0;-;4.1;16.8;-;-;-
ELM;19580907;-;-;-;0;-;0.3;17.2;-;-;-
ELM;19580908;-;-;-;0;-;5.8;16;-;-;-
ELM;19580909;-;-;-;0;-;7.1;15.4;-;-;-
ELM;19580910;-;-;-;0;-;5.1;12.8;-;-;-
