stn;time;" Globalstrahlung (W/m); Tagesmittel";Luftdruck auf Stationshoehe (hpa);Sonnenscheindauer (min);Gesamtschneehoehe (cm);Gesamtbewoelkung (min);Relative Luftfeuchtigkeit (%);Durchschnittstemperatur (¡C);Tiefsttemperatur (¡C);Maximaltemperatur (¡C);Niederschlag (mm)
SIA;19150914;-;821.5;-;-;70;74.7;7.7;-;-;0
SIA;19150915;-;824.3;-;-;50;74.7;8.1;-;-;0
SIA;19150916;-;828.1;-;-;7;80.3;7.5;-;-;0
SIA;19150917;-;829.1;-;-;0;72;9.8;-;-;0
SIA;19150918;-;825;-;-;13;69;10;-;-;0
SIA;19150919;-;822.1;-;-;7;63.7;7.8;-;-;0
SIA;19150920;-;821.4;-;-;10;74;8.6;-;-;0
SIA;19150921;-;823.9;-;-;43;91;7.7;-;-;0
SIA;19150922;-;827;-;-;100;88.3;7.2;-;-;0
SIA;19150923;-;826.3;-;-;83;89.3;7;-;-;0
SIA;19150924;-;822.7;-;-;67;84;7.3;-;-;0
SIA;19150925;-;812.6;-;-;100;95.7;5.4;-;-;59.7
SIA;19150926;-;807.2;-;-;87;88.7;4.8;-;-;0
SIA;19150927;-;806.4;-;-;57;83;4.6;-;-;0
SIA;19150928;-;808.3;-;-;53;78.7;3.3;-;-;0.2
SIA;19150929;-;804.9;-;-;100;98.3;2.7;-;-;28.7
SIA;19150930;-;804.8;-;-;97;92.7;2.3;-;-;10.6
SIA;19151001;-;809.5;-;-;67;84;-0.1;-;-;0.8
SIA;19151002;-;812.7;-;-;60;71.7;0.7;-;-;0
SIA;19151003;-;813.5;-;-;97;64.3;1;-;-;0
SIA;19151004;-;813.9;-;-;87;66;0.3;-;-;0
SIA;19151005;-;813.4;-;-;63;77.7;1.3;-;-;0
SIA;19151006;-;814.5;-;-;87;71;1.8;-;-;0
SIA;19151007;-;815.3;-;-;57;72.3;2.4;-;-;0
SIA;19151008;-;811.6;-;-;87;83;2.6;-1.9;-;1
SIA;19151009;-;810.5;-;-;77;97;1.5;0.8;-;0.2
SIA;19151010;-;813.3;-;-;7;79;0.8;-3.5;-;0
SIA;19151011;-;818.3;-;-;47;76;1.8;-4;-;0
SIA;19151012;-;821.7;-;-;100;93.3;4.6;-3.2;-;0.5
SIA;19151013;-;821;-;-;50;75;4.6;2.5;-;0
SIA;19151014;-;817.8;-;-;47;78;4.4;1.4;-;0
SIA;19151015;-;814.3;-;-;73;79.3;4.6;1.5;-;0
SIA;19151016;-;816;-;-;47;80.7;1.6;-0.2;-;0
SIA;19151017;-;819.3;-;-;3;72;0.5;-4.1;-;0
SIA;19151018;-;818.3;-;-;13;72;1.1;-3.8;-;0
SIA;19151019;-;815.5;-;-;37;83.7;1.4;-3.1;-;0
SIA;19151020;-;815.5;-;-;97;96;0.8;-2.5;-;0
SIA;19151021;-;818.1;-;-;23;78.7;-0.3;-3;-;0
SIA;19151022;-;818.2;-;-;33;77.7;-1.9;-5.1;-;0
SIA;19151023;-;817.8;-;-;0;76.7;-2.3;-6;-;0
SIA;19151024;-;816.5;-;-;37;90;-0.8;-6.5;-;0
SIA;19151025;-;812.8;-;-;67;88;-1.5;-5.7;-;0
SIA;19151026;-;809.9;-;-;40;81.7;-1;-4.2;-;0
SIA;19151027;-;808.4;-;-;67;85;-2.8;-4.3;-;0
SIA;19151028;-;808.2;-;-;13;86;-3.7;-8;-;0
SIA;19151029;-;809.3;-;-;73;91;-2.3;-6.6;-;0.3
SIA;19151030;-;809;-;-;83;98.3;-1.3;-5;-;3
SIA;19151031;-;809.4;-;-;63;87;-1.6;-6;-;8.8
SIA;19151101;-;804.2;-;-;67;92;-1.8;-2.2;-;10.1
SIA;19151102;-;806;-;-;100;92.7;-0.4;-5;-;0
SIA;19151103;-;803.9;-;-;100;91.7;-1.1;-3;-;3.1
SIA;19151104;-;807.5;-;-;67;82;-2;-2.8;-;0
SIA;19151105;-;810.8;-;-;100;95;0;-5.2;-;3.2
SIA;19151106;-;816;-;-;60;85;0.4;-;-;0
SIA;19151107;-;818;-;-;3;70.7;-3;-6.3;-;0
SIA;19151108;-;812.7;-;-;27;74.7;-1.3;-7;-;0
SIA;19151109;-;808.7;-;-;73;84.7;1.1;-6;-;1.2
SIA;19151110;-;801.6;-;-;97;94.7;-1.3;-0.5;-;21
SIA;19151111;-;806.9;-;-;33;66.7;-7.1;-8;-;0
SIA;19151112;-;805.6;-;-;87;70.3;-1.9;-10;-;1.2
SIA;19151113;-;798.7;-;-;90;98;-1.1;-3.8;-;7
SIA;19151114;-;804.7;-;-;77;81.7;-4.2;-7;-;1
SIA;19151115;-;806.8;-;-;47;65.7;-10.4;-11.7;-;0.7
SIA;19151116;-;805.7;-;-;67;60.7;-9.4;-15.5;-;0
SIA;19151117;-;811.3;-;-;93;69.3;-8.4;-13.3;-;0
SIA;19151118;-;814.3;-;-;3;68.7;-11.9;-13;-;0
SIA;19151119;-;818.2;-;-;23;64.7;-11.8;-16.3;-;0
SIA;19151120;-;824.4;-;-;13;68;-9.5;-16;-;0
SIA;19151121;-;827.8;-;-;67;83.7;-4.3;-13.2;-;0
SIA;19151122;-;823.9;-;-;3;87;-4;-7;-;0
SIA;19151123;-;817.1;-;-;3;80.7;-3.5;-7;-;0
SIA;19151124;-;813.2;-;-;3;65.3;-5.4;-7.6;-;0
SIA;19151125;-;808.8;-;-;83;66.7;-5.6;-10;-;0
SIA;19151126;-;804;-;-;87;64.3;-9.8;-8.6;-;0.8
SIA;19151127;-;810.3;-;-;7;57.7;-15.2;-17;-;0
SIA;19151128;-;816.4;-;-;0;66;-15.8;-19.7;-;0
SIA;19151129;-;814.7;-;-;43;72;-11.9;-20;-;0.4
SIA;19151130;-;812.2;-;-;100;95;-3.8;-14.5;-;0.7
SIA;19151201;-;811.1;-;-;100;97.3;-0.5;-6;-;3.4
SIA;19151202;-;813.2;-;-;73;77;-0.3;-4.6;-;0
SIA;19151203;-;814.3;-;-;73;92;0;-4.6;-;0
SIA;19151204;-;814.5;-;-;70;87.3;-0.6;-5;-;0
SIA;19151205;-;815.3;-;-;87;93;1.1;-4;-;0
SIA;19151206;-;812.5;-;-;100;98.3;1.3;-0.8;-;4.8
SIA;19151207;-;814.3;-;-;70;91.7;1.4;0.8;-;0
SIA;19151208;-;814.3;-;-;80;89.3;1;-0.5;-;0
SIA;19151209;-;815.8;-;-;77;93.3;0.2;-1.4;-;0
SIA;19151210;-;816.9;-;-;93;94.3;0.9;-1.5;-;0
SIA;19151211;-;815.5;-;-;100;98.3;1.8;-0.5;-;10.3
SIA;19151212;-;808.3;-;-;100;97;0.9;-;-;56.6
SIA;19151213;-;810.6;-;-;90;74.7;-8.1;-6.4;-;2.1
SIA;19151214;-;819.7;-;-;0;66.7;-13.7;-14.2;-;0
SIA;19151215;-;814.1;-;-;27;80.7;-10.9;-18;-;0
SIA;19151216;-;810.1;-;-;97;92.7;-4;-12;-;1.9
SIA;19151217;-;812.3;-;-;100;92.3;-2.6;-6.5;-;0
SIA;19151218;-;813.2;-;-;93;93.3;-3.1;-4.5;-;2
SIA;19151219;-;813.4;-;-;83;89.7;-3.7;-7.2;-;1.4
SIA;19151220;-;808.6;-;-;80;74;-5.9;-7.4;-;0
SIA;19151221;-;809.9;-;-;53;71.7;-9.3;-10.6;-;0
SIA;19151222;-;809;-;-;70;70;-6.6;-13.5;-;0
SIA;19151223;-;807.2;-;-;70;82.3;-5.6;-8.6;-;1.4
SIA;19151224;-;805.2;-;-;70;90;-3.9;-8.4;-;2.4
SIA;19151225;-;802.8;-;-;100;98.7;-3.8;-5.7;-;21.4
SIA;19151226;-;811.7;-;-;23;76;-5.9;-6.6;-;0
SIA;19151227;-;819.2;-;-;53;82.3;-5.3;-9.6;-;0
SIA;19151228;-;818.5;-;-;77;88;-4.7;-8.3;-;0
SIA;19151229;-;814.7;-;-;87;87;-3;-7.6;-;0
SIA;19151230;-;815.6;-;-;90;90.3;-2.8;-5.4;-;0
SIA;19151231;-;819.1;-;-;27;82.7;-6;-6.7;-;0
SIA;19160101;-;821.4;-;-;50;80;-3.8;-8.4;-;2
SIA;19160102;-;823.7;-;-;80;86;2.2;-6.9;-;0
SIA;19160103;-;824.3;-;-;60;75.7;-0.6;-4;-;0
SIA;19160104;-;826.3;-;-;7;55.3;-3.5;-4.2;-;0
SIA;19160105;-;823.4;-;-;40;56.3;-1.3;-9;-;0
SIA;19160106;-;823;-;-;100;60;1.3;-8.5;-;11.9
SIA;19160107;-;816.4;-;-;43;74.7;0.9;-2.3;-;0
SIA;19160108;-;809.7;-;-;90;66.3;-4.8;-4;-;2.9
SIA;19160109;-;815.8;-;-;83;61;-7.6;-7.6;-;0
SIA;19160110;-;824.1;-;-;77;57;-5.9;-10.3;-;0
SIA;19160111;-;818.4;-;-;30;63.7;-2.2;-10.6;-;0
SIA;19160112;-;817.1;-;-;13;55.7;-5.8;-4.2;-;0
SIA;19160113;-;807.3;-;-;70;53.3;-6.1;-12.6;-;0
SIA;19160114;-;808.9;-;-;100;66;-7.6;-10;-;2.1
SIA;19160115;-;817.5;-;-;13;56.7;-8.2;-10.6;-;0
SIA;19160116;-;820.3;-;-;0;58;-8.1;-11.8;-;0
SIA;19160117;-;821.2;-;-;7;62.3;-8.4;-12.5;-;0
SIA;19160118;-;819.3;-;-;43;68.3;-4.8;-12.4;-;0
SIA;19160119;-;823.5;-;-;13;77.3;-6.7;-9.6;-;0
SIA;19160120;-;822.4;-;-;37;80;-5.9;-11;-;0
SIA;19160121;-;826.4;-;-;33;54;-2.8;-5;-;0
SIA;19160122;-;828.7;-;-;0;74.3;-3.6;-7;-;0
SIA;19160123;-;829.6;-;-;30;70;-4.8;-7;-;0
SIA;19160124;-;827.2;-;-;17;73;-5.3;-10;-;0
SIA;19160125;-;826.1;-;-;10;68.7;-5.1;-8.1;-;0
SIA;19160126;-;823.6;-;-;10;66;-6.8;-10.5;-;0
SIA;19160127;-;821.8;-;-;3;67.7;-6.9;-10.6;-;0
SIA;19160128;-;821.8;-;-;3;70.3;-8.4;-11.5;-;0
SIA;19160129;-;821.3;-;-;0;71;-9.1;-12.5;-;0
SIA;19160130;-;821.8;-;-;0;69;-9.3;-13.3;-;0
SIA;19160131;-;822.1;-;-;83;88.3;-7.9;-13.1;-;4.1
SIA;19160201;-;822.5;-;-;90;90;-6;-8.6;-;2
SIA;19160202;-;822.8;-;-;63;90;-6.7;-7;-;0.2
SIA;19160203;-;820;-;-;7;80.3;-9;-13.5;-;0
SIA;19160204;-;811;-;-;90;92.7;-4.8;-12;-;11.2
SIA;19160205;-;812.7;-;-;70;86.7;-4.8;-5;-;1.1
SIA;19160206;-;819.9;-;-;3;79.3;-7.3;-10.5;-;0
SIA;19160207;-;817.9;-;-;33;70;-4.9;-12.5;-;0
SIA;19160208;-;809.8;-;-;63;76.7;-5.1;-10.5;-;0.6
SIA;19160209;-;797.7;-;-;77;81;-7.4;-6.5;-;0
SIA;19160210;-;804.4;-;-;47;62;-12.3;-16.4;-;0
SIA;19160211;-;805.7;-;-;53;64.3;-10.1;-16.5;-;0
SIA;19160212;-;810.4;-;-;77;69.7;-4.8;-12.2;-;0
SIA;19160213;-;820.5;-;-;30;75.7;-7.4;-9.5;-;0
SIA;19160214;-;819.3;-;-;57;71.7;-4.6;-12;-;0
SIA;19160215;-;809.5;-;-;73;87.3;-5.3;-9.5;-;14.8
SIA;19160216;-;808.4;-;-;57;74.7;-0.8;-5;-;0
SIA;19160217;-;803.6;-;-;83;79.7;-6.3;-5.5;-;2.6
SIA;19160218;-;807;-;-;100;90;-6.7;-9;-;19.1
SIA;19160219;-;804.1;-;-;100;77.3;-1.7;-7.7;-;9
SIA;19160220;-;811.3;-;-;40;67.3;-9.4;-6.1;-;0
SIA;19160221;-;814.2;-;-;0;59.7;-15.1;-20;-;0
SIA;19160222;-;806.6;-;-;93;86;-10.6;-20.8;-;8
SIA;19160223;-;801.5;-;-;100;95;-6.4;-10.5;-;48
SIA;19160224;-;807.9;-;-;100;95;-1.9;-7;-;12.1
SIA;19160225;-;802.7;-;-;100;95.7;-1.7;-3.6;-;7.8
SIA;19160226;-;802.9;-;-;40;74.3;-6.4;-11.5;-;0
SIA;19160227;-;805.6;-;-;40;75.7;-8.3;-12.4;-;1
SIA;19160228;-;809.8;-;-;60;82;-7.6;-17;-;2.8
SIA;19160229;-;804.8;-;-;100;86.3;-3.8;-7.5;-;9.1
SIA;19160301;-;795.9;-;-;93;85;-2.7;-5.5;-;18
SIA;19160302;-;791.9;-;-;87;82;-3.9;-5;-;1.8
SIA;19160303;-;790.7;-;-;97;79.3;-6.9;-12.5;-;1
SIA;19160304;-;791.7;-;-;97;78.3;-4.9;-10;-;0.5
SIA;19160305;-;796.7;-;-;83;76.3;-4.2;-6.6;-;0
SIA;19160306;-;799.1;-;-;77;86;-4.8;-8;-;3.9
SIA;19160307;-;798.9;-;-;100;82.3;-7.1;-7;-;5.5
SIA;19160308;-;800.2;-;-;100;86.7;-5.4;-9.9;-;14.2
SIA;19160309;-;799.7;-;-;90;75.3;-4.2;-5.5;-;1.1
SIA;19160310;-;802.1;-;-;87;86.7;-4.3;-9.7;-;2.9
SIA;19160311;-;800;-;-;100;94;-3.2;-5;-;22.5
SIA;19160312;-;801;-;-;100;94.7;-0.1;-3;-;8.7
SIA;19160313;-;802.6;-;-;93;93.3;0.2;-2;-;2.8
SIA;19160314;-;811.5;-;-;63;84.3;-0.1;-3;-;0
SIA;19160315;-;810.2;-;-;100;90.3;0.2;-3.3;-;1.1
SIA;19160316;-;813.3;-;-;100;85;0.6;-2;-;0
SIA;19160317;-;816.9;-;-;20;77;-2.5;-3.5;-;0
SIA;19160318;-;819.3;-;-;27;74.7;-1.4;-8.3;-;0
SIA;19160319;-;817;-;-;37;69.7;-0.7;-6.5;-;0
SIA;19160320;-;811.7;-;-;63;84;0.1;-5.1;-;17.4
SIA;19160321;-;799.2;-;-;100;91.7;0.4;-1.4;-;6.4
SIA;19160322;-;800.9;-;-;83;79.7;0.4;-1.5;-;2.3
SIA;19160323;-;801.4;-;-;83;84;-1.3;-6.7;-;5.3
SIA;19160324;-;803;-;-;100;86.3;-0.2;-2.2;-;40.5
SIA;19160325;-;807.1;-;-;87;85.7;-1.3;-1.1;-;2.9
SIA;19160326;-;807.9;-;-;70;79.3;-1.5;-4.5;-;0.7
SIA;19160327;-;809.9;-;-;23;73.3;-4;-10.6;-;0
SIA;19160328;-;808.1;-;-;97;83.3;-0.6;-3.5;-;18.8
SIA;19160329;-;809.2;-;-;100;87.3;-1.4;-2.7;-;35
SIA;19160330;-;818.4;-;-;67;81;-3.2;-4.7;-;0.9
SIA;19160331;-;823.6;-;-;3;75.7;-2;-9.1;-;0
SIA;19160401;-;821.5;-;-;0;69;-0.6;-6.5;-;0
SIA;19160402;-;820.7;-;-;0;70.3;-0.2;-6.6;-;0
SIA;19160403;-;820.1;-;-;13;79.7;0.8;-5.7;-;0
SIA;19160404;-;817.1;-;-;60;91;1.5;-3.5;-;8.2
SIA;19160405;-;813.4;-;-;80;90.3;1.1;0;-;2.9
SIA;19160406;-;814.3;-;-;70;78;1;-4;-;0
SIA;19160407;-;813;-;-;77;74;2.1;-2;-;0
SIA;19160408;-;813.6;-;-;70;75.7;2.8;-1;-;0
SIA;19160409;-;815.4;-;-;40;80;3;0.4;-;0
SIA;19160410;-;813.7;-;-;23;67;1.5;-0.1;-;0
SIA;19160411;-;807.6;-;-;37;72.7;0.8;-5.4;-;7.9
SIA;19160412;-;807.3;-;-;53;66.3;-0.6;-2.5;-;0.7
SIA;19160413;-;805.1;-;-;83;64.3;2.5;-1.3;-;0.2
SIA;19160414;-;804.4;-;-;67;51.3;-2.1;-3;-;0
SIA;19160415;-;807.9;-;-;100;74.7;-4.8;-6.5;-;2.9
SIA;19160416;-;809.7;-;-;100;76.7;-5.9;-9.3;-;2
SIA;19160417;-;809.8;-;-;30;55.3;-2.6;-8;-;0
SIA;19160418;-;801.1;-;-;97;75;-1.6;-3.5;-;0.4
SIA;19160419;-;800.2;-;-;40;68.7;-3.2;-6;-;0.2
SIA;19160420;-;804;-;-;70;71.7;-1.9;-11.2;-;1
SIA;19160421;-;807.8;-;-;100;86.3;2.1;-1;-;7.2
SIA;19160422;-;803;-;-;100;84.3;2;-0.5;-;22.4
SIA;19160423;-;809.5;-;-;87;78.7;-2.4;-3.5;-;0.8
SIA;19160424;-;816.4;-;-;63;66.3;0.4;-3.6;-;0
SIA;19160425;-;820.1;-;-;27;69;2.3;-2;-;0
SIA;19160426;-;820.4;-;-;17;77.7;2.7;-1;-;0
SIA;19160427;-;818.3;-;-;33;67.3;3.4;-1.7;-;0
SIA;19160428;-;815.9;-;-;50;75;0.3;-3.6;-;0
SIA;19160429;-;814.6;-;-;3;65;0.5;-4.7;-;0
SIA;19160430;-;813.2;-;-;57;70;2;-3.4;-;0
SIA;19160501;-;814.8;-;-;87;81.7;3.7;0;-;0
SIA;19160502;-;816.3;-;-;47;79;3.6;-0.4;-;0
SIA;19160503;-;817.1;-;-;40;80;3;-1.5;-;0
SIA;19160504;-;817.5;-;-;63;83.3;5.2;0;-;0
SIA;19160505;-;810;-;-;97;71.7;5.6;3.6;-;16.3
SIA;19160506;-;812.5;-;-;93;84.3;3.5;1.8;-;5.2
SIA;19160507;-;814.5;-;-;67;79.7;3.8;-0.6;-;2.8
SIA;19160508;-;810.7;-;-;77;88.3;1.1;1.8;-;26.2
SIA;19160509;-;815.6;-;-;20;65;1.9;-4.2;-;0
SIA;19160510;-;816.3;-;-;30;68.3;2.9;-3;-;0
SIA;19160511;-;816.4;-;-;47;66.7;3.9;0;-;0
SIA;19160512;-;815;-;-;63;66.7;3.7;-1.5;-;0
SIA;19160513;-;812.8;-;-;83;82;3.8;-1;-;0
SIA;19160514;-;812.3;-;-;73;90.3;0.6;1;-;4.8
SIA;19160515;-;814.9;-;-;60;67;4;-2;-;0
SIA;19160516;-;820;-;-;30;69;5.5;2.3;-;0
SIA;19160517;-;825.2;-;-;0;61;3.1;-0.9;-;0
SIA;19160518;-;827.2;-;-;3;58.7;7.8;0.9;-;0
SIA;19160519;-;825.5;-;-;30;63.7;6.5;0.7;-;0
SIA;19160520;-;823.5;-;-;17;56;5.9;0.3;-;0
SIA;19160521;-;824.9;-;-;3;61;6.9;0.1;-;0
SIA;19160522;-;824.5;-;-;10;62.7;8.4;0.9;-;0
SIA;19160523;-;821.6;-;-;70;70;8.9;4;-;0.5
SIA;19160524;-;818.6;-;-;87;88.3;8.3;3.9;-;1.2
SIA;19160525;-;817.5;-;-;87;77.3;9.2;4.9;-;8
SIA;19160526;-;814.4;-;-;100;83.7;6.8;4.8;-;17.1
SIA;19160527;-;809.1;-;-;100;89;6.2;3.8;-;6.1
SIA;19160528;-;809.8;-;-;100;81;6.1;3.7;-;2.1
SIA;19160529;-;813.4;-;-;97;84.7;6.5;3.5;-;1.1
SIA;19160530;-;817.2;-;-;97;90.7;7.4;5.5;-;3.6
SIA;19160531;-;820.8;-;-;73;74.7;9.3;4.2;-;0
SIA;19160601;-;820.1;-;-;57;78;9.4;5.2;-;2.2
SIA;19160602;-;817.4;-;-;33;70.3;9.1;3;-;3
SIA;19160603;-;811.6;-;-;93;90.7;5.5;4.2;-;53.2
SIA;19160604;-;808.6;-;-;100;77;2.2;-0.9;-;4.5
SIA;19160605;-;811.4;-;-;47;69.3;3.8;-1;-;1.2
SIA;19160606;-;813.1;-;-;90;89.7;5.9;2.9;-;15.3
SIA;19160607;-;815.8;-;-;90;86;6.7;3.5;-;3.7
SIA;19160608;-;817.3;-;-;97;81;7.5;5.2;-;0.2
SIA;19160609;-;817.3;-;-;97;84.3;8.8;5;-;5.2
SIA;19160610;-;815.6;-;-;100;63.7;5.3;6.6;-;8.4
SIA;19160611;-;819.4;-;-;53;64;4;0.3;-;3.4
SIA;19160612;-;814.5;-;-;100;88.7;3;1.5;-;24.5
SIA;19160613;-;811.8;-;-;63;69.3;4;-1.1;-;2
SIA;19160614;-;811.7;-;-;90;81.3;4.9;1.4;-;1
SIA;19160615;-;815.6;-;-;47;55.3;7.4;0.5;-;0
SIA;19160616;-;817.9;-;-;40;56.3;7.8;1.3;-;0
SIA;19160617;-;818.4;-;-;80;73.3;9.6;2.5;-;3.1
SIA;19160618;-;813.7;-;-;100;93.3;8.8;7.8;-;13.7
SIA;19160619;-;811.9;-;-;80;78.7;6.7;5.3;-;4.1
SIA;19160620;-;820.2;-;-;20;63.7;8.1;1.4;-;0
SIA;19160621;-;822.3;-;-;10;59.3;8.6;3.4;-;0
SIA;19160622;-;822.7;-;-;33;64.3;9.6;2.6;-;0
SIA;19160623;-;821.9;-;-;33;72.7;11.7;3.6;-;2.2
SIA;19160624;-;821.8;-;-;70;85;9.8;8.6;-;8.3
SIA;19160625;-;820.3;-;-;53;87.7;10.9;5.2;-;0.5
SIA;19160626;-;815.3;-;-;73;78.3;8.4;7.7;-;6.1
SIA;19160627;-;812.6;-;-;17;68.7;8.8;3;-;2.8
SIA;19160628;-;813;-;-;67;96.7;4.3;4.8;-;14.3
SIA;19160629;-;818.1;-;-;23;68;7.6;0.5;-;0
SIA;19160630;-;822.8;-;-;27;69.7;9.6;2.3;-;0
SIA;19160701;-;822.3;-;-;20;74.3;9.9;3.8;-;2.1
SIA;19160702;-;819.3;-;-;77;74.7;11.4;4.4;-;3
SIA;19160703;-;817.1;-;-;100;83;12.3;8.4;-;1.1
SIA;19160704;-;817.6;-;-;97;79.7;12.4;10.3;-;26.1
SIA;19160705;-;814.2;-;-;90;71.3;8.5;9.4;-;5.1
SIA;19160706;-;820.8;-;-;57;67.3;10.6;4.5;-;0
SIA;19160707;-;818.7;-;-;93;72;11.3;8.3;-;0.6
SIA;19160708;-;818.8;-;-;90;77;11.6;8.4;-;0
SIA;19160709;-;821.4;-;-;17;74.7;14.3;9.8;-;0
SIA;19160710;-;819.8;-;-;43;72;14.7;10.9;-;0
SIA;19160711;-;819.8;-;-;73;76.7;10.8;9.9;-;12.5
SIA;19160712;-;820.7;-;-;23;65;8.4;5.5;-;0
SIA;19160713;-;820.7;-;-;50;75.7;10.3;3.9;-;0
SIA;19160714;-;818.3;-;-;90;86.3;8.9;4.6;-;17
SIA;19160715;-;819.7;-;-;63;66;7.6;4.3;-;0
SIA;19160716;-;820;-;-;40;59.3;8.3;2;-;0
SIA;19160717;-;817.5;-;-;87;72.3;8.6;5.3;-;0
SIA;19160718;-;818.1;-;-;40;66.3;10.5;3.4;-;3
SIA;19160719;-;818.5;-;-;90;84;10.5;6.8;-;3.2
SIA;19160720;-;819.2;-;-;63;67.7;10.6;5.8;-;0
SIA;19160721;-;819.9;-;-;3;55;10.4;4.3;-;0
SIA;19160722;-;821.2;-;-;27;74.7;10.9;3.7;-;0
SIA;19160723;-;821.1;-;-;70;76.7;12.4;8;-;3.1
SIA;19160724;-;818.6;-;-;100;85.7;10.1;6.6;-;4.3
SIA;19160725;-;819.8;-;-;83;65.7;11;5.7;-;0
SIA;19160726;-;820.4;-;-;53;68.3;10.4;7.3;-;0
SIA;19160727;-;820.3;-;-;67;79.3;10.3;4.2;-;1.5
SIA;19160728;-;820.3;-;-;97;85;9.8;7.4;-;1.4
SIA;19160729;-;823.2;-;-;57;69.7;10.9;7.4;-;0.1
SIA;19160730;-;825;-;-;17;68.3;12.1;4.5;-;0
SIA;19160731;-;824.2;-;-;43;60.3;13.1;7;-;0
SIA;19160801;-;825.5;-;-;40;68;14.6;8.5;-;0
SIA;19160802;-;828.1;-;-;3;61;14.8;7.5;-;0
SIA;19160803;-;827.6;-;-;13;57.3;14.9;9.7;-;0
SIA;19160804;-;820.7;-;-;43;54;15.3;6.9;-;0.6
SIA;19160805;-;819.9;-;-;7;52;9.4;6;-;0
SIA;19160806;-;820.5;-;-;3;57;10.1;2.3;-;0
SIA;19160807;-;821.2;-;-;3;57;11.4;4;-;0
SIA;19160808;-;823.7;-;-;0;53;11.9;3.4;-;0
SIA;19160809;-;827.8;-;-;33;76.7;11.9;7.3;-;0
SIA;19160810;-;826.2;-;-;77;76;11.2;9.4;-;17.5
SIA;19160811;-;822.2;-;-;87;76.7;10.6;6.6;-;0.4
SIA;19160812;-;821;-;-;23;64;11.3;7.1;-;0
SIA;19160813;-;820.4;-;-;43;66.3;12.1;4.2;-;0.5
SIA;19160814;-;818;-;-;43;70.7;12.8;8.6;-;0
SIA;19160815;-;820.1;-;-;60;82;11.1;6.5;-;0
SIA;19160816;-;822.3;-;-;83;83;13.6;8.4;-;9.8
SIA;19160817;-;817.7;-;-;97;87.3;11.3;9.4;-;42.4
SIA;19160818;-;810.2;-;-;97;86.3;8.1;6;-;4.4
SIA;19160819;-;811.2;-;-;100;75;7.8;5.3;-;0.9
SIA;19160820;-;816;-;-;57;74.7;6.8;5;-;0.5
SIA;19160821;-;816;-;-;57;72.3;7.9;1;-;1.4
SIA;19160822;-;817.2;-;-;63;75;5.5;2.5;-;0.3
SIA;19160823;-;818.7;-;-;33;63;8.6;2.9;-;1.1
SIA;19160824;-;819.5;-;-;87;87;7.5;5.3;-;6.3
SIA;19160825;-;820.2;-;-;30;83.7;8.8;2.2;-;0
SIA;19160826;-;818.2;-;-;97;91.3;9.4;8;-;0
SIA;19160827;-;817.7;-;-;30;77.3;10.9;7.5;-;0
SIA;19160828;-;815.4;-;-;53;79.3;10.8;4.5;-;0
SIA;19160829;-;816.1;-;-;67;76;12.2;4.8;-;6.9
SIA;19160830;-;813.3;-;-;93;85.7;9.1;9.5;-;34.2
SIA;19160831;-;817.2;-;-;77;73.3;4.7;1.6;-;0
SIA;19160901;-;821.4;-;-;7;66.3;6;1.5;-;0
SIA;19160902;-;822.7;-;-;3;63.7;7.5;0;-;0
SIA;19160903;-;822.2;-;-;33;81.7;8.9;1.3;-;0
SIA;19160904;-;817.2;-;-;87;87;7;7.1;-;11.2
SIA;19160905;-;810.3;-;-;90;89;3.6;1.2;-;7
SIA;19160906;-;814.4;-;-;97;85.3;5.1;2;-;0
SIA;19160907;-;817.4;-;-;87;94.7;6.6;5;-;7.5
SIA;19160908;-;819.5;-;-;87;85;7.9;4.3;-;0.5
SIA;19160909;-;822.8;-;-;57;81.3;9.1;5.4;-;0
SIA;19160910;-;820.4;-;-;77;85.3;8.9;6.1;-;7
SIA;19160911;-;815.8;-;-;73;78.7;9.5;6.2;-;2.4
SIA;19160912;-;816.7;-;-;97;85.3;7.1;6.4;-;4
SIA;19160913;-;818.6;-;-;40;85;6.8;2.4;-;0
SIA;19160914;-;814.8;-;-;37;70.3;7.4;2.7;-;0
SIA;19160915;-;815.7;-;-;20;77.7;3.8;0.2;-;0
SIA;19160916;-;818.2;-;-;50;69;4.8;-1;-;0
SIA;19160917;-;820.9;-;-;7;71.3;3.3;-1;-;0
SIA;19160918;-;817.8;-;-;90;87.7;4.4;-1.5;-;2.8
SIA;19160919;-;806.7;-;-;100;94.7;3;4;-;45.4
SIA;19160920;-;806.4;-;-;100;86.3;0;-2;-;2
SIA;19160921;-;810.9;-;-;93;82.3;1.3;-1.5;-;0
SIA;19160922;-;819.9;-;-;40;83;1.2;-1.1;-;0
SIA;19160923;-;822.8;-;-;57;82.7;2.5;-2.1;-;0
SIA;19160924;-;822.3;-;-;33;86.3;3.3;-2;-;0
SIA;19160925;-;822.8;-;-;37;92.3;4.4;-0.7;-;0
SIA;19160926;-;824;-;-;43;88;5.3;0.8;-;0
SIA;19160927;-;821.7;-;-;93;88;7.1;4.5;-;1.5
SIA;19160928;-;815.4;-;-;93;97.7;7.3;6.4;-;10
SIA;19160929;-;806.3;-;-;90;90.3;5;5.8;-;2.4
SIA;19160930;-;808.2;-;-;90;84;5.4;2.5;-;0.7
SIA;19161001;-;817.7;-;-;7;68;3.3;2;-;0
