stn;time;" Globalstrahlung (W/m); Tagesmittel";Luftdruck auf Stationshoehe (hpa);Sonnenscheindauer (min);Gesamtschneehoehe (cm);Gesamtbewoelkung (min);Tiefsttemperatur (¡C);Maximaltemperatur (¡C);Relative Luftfeuchtigkeit (%);Niederschlag (mm);Durchschnittstemperatur (¡C)
GRC;18790216;-;-;-;-;-;-;-;-;0;-3.3
GRC;18790217;-;-;-;-;-;-;-;-;0;-3.6
GRC;18790218;-;-;-;-;-;-;-;-;0;-4.2
GRC;18790219;-;-;-;-;-;-;-;-;0;-6.2
GRC;18790220;-;-;-;-;-;-;-;-;0;-5
GRC;18790221;-;-;-;-;-;-;-;-;0;-5.6
GRC;18790222;-;-;-;-;-;-;-;-;0;-4.8
GRC;18790223;-;-;-;-;-;-;-;-;0;-5.9
GRC;18790224;-;-;-;-;-;-;-;-;2.5;-8.6
GRC;18790225;-;-;-;-;-;-;-;-;10;-9.3
GRC;18790226;-;-;-;-;-;-;-;-;5;-9.6
GRC;18790227;-;-;-;-;-;-;-;-;0;-9.5
GRC;18790228;-;-;-;-;-;-;-;-;0;-9
GRC;18790301;-;-;-;-;-;-;-;-;0;-5.5
GRC;18790302;-;-;-;-;-;-;-;-;0;-4.9
GRC;18790303;-;-;-;-;-;-;-;-;0;-2.5
GRC;18790304;-;-;-;-;-;-;-;-;0;-3.7
GRC;18790305;-;-;-;-;-;-;-;-;0;-3.6
GRC;18790306;-;-;-;-;-;-;-;-;0;-2.2
GRC;18790307;-;-;-;-;-;-;-;-;0;-0.4
GRC;18790308;-;-;-;-;-;-;-;-;0;1.1
GRC;18790309;-;-;-;-;-;-;-;-;0;2.8
GRC;18790310;-;-;-;-;-;-;-;-;0;2.9
GRC;18790311;-;-;-;-;-;-;-;-;0;2
GRC;18790312;-;-;-;-;-;-;-;-;0;0.7
GRC;18790313;-;-;-;-;-;-;-;-;0;0.1
GRC;18790314;-;-;-;-;-;-;-;-;0;-5.8
GRC;18790315;-;-;-;-;-;-;-;-;0;-2.7
GRC;18790316;-;-;-;-;-;-;-;-;0;1
GRC;18790317;-;-;-;-;-;-;-;-;0;1.7
GRC;18790318;-;-;-;-;-;-;-;-;0;1.6
GRC;18790319;-;-;-;-;-;-;-;-;0;1.7
GRC;18790320;-;-;-;-;-;-;-;-;0;3.3
GRC;18790321;-;-;-;-;-;-;-;-;0;2.7
GRC;18790322;-;-;-;-;-;-;-;-;8.2;2.3
GRC;18790323;-;-;-;-;-;-;-;-;0;2.1
GRC;18790324;-;-;-;-;-;-;-;-;0;1
GRC;18790325;-;-;-;-;-;-;-;-;0;0
GRC;18790326;-;-;-;-;-;-;-;-;0;0.2
GRC;18790327;-;-;-;-;-;-;-;-;0;0.5
GRC;18790328;-;-;-;-;-;-;-;-;0;1.4
GRC;18790329;-;-;-;-;-;-;-;-;0;1.2
GRC;18790330;-;-;-;-;-;-;-;-;0;2.7
GRC;18790331;-;-;-;-;-;-;-;-;0;3.6
GRC;18790401;-;-;-;-;-;-;-;-;0;4.8
GRC;18790402;-;-;-;-;-;-;-;-;8;0.4
GRC;18790403;-;-;-;-;-;-;-;-;18;-3
GRC;18790404;-;-;-;-;-;-;-;-;0;-1.5
GRC;18790405;-;-;-;-;-;-;-;-;7.8;-0.5
GRC;18790406;-;-;-;-;-;-;-;-;0;0.1
GRC;18790407;-;-;-;-;-;-;-;-;0;2.7
GRC;18790408;-;-;-;-;-;-;-;-;11.8;0.8
GRC;18790409;-;-;-;-;-;-;-;-;10.3;0.8
GRC;18790410;-;-;-;-;-;-;-;-;0;1.1
GRC;18790411;-;-;-;-;-;-;-;-;0;1.5
GRC;18790412;-;-;-;-;-;-;-;-;11.5;-4.4
GRC;18790413;-;-;-;-;-;-;-;-;0;-2.3
GRC;18790414;-;-;-;-;-;-;-;-;0;2.7
GRC;18790415;-;-;-;-;-;-;-;-;0;0.7
GRC;18790416;-;-;-;-;-;-;-;-;12.3;0.3
GRC;18790417;-;-;-;-;-;-;-;-;1;-2.1
GRC;18790418;-;-;-;-;-;-;-;-;0;-2.5
GRC;18790419;-;-;-;-;-;-;-;-;0;-2.4
GRC;18790420;-;-;-;-;-;-;-;-;0;0.7
GRC;18790421;-;-;-;-;-;-;-;-;0;1.2
GRC;18790422;-;-;-;-;-;-;-;-;6.6;0.9
GRC;18790423;-;-;-;-;-;-;-;-;0;1.9
GRC;18790424;-;-;-;-;-;-;-;-;0;2.9
GRC;18790425;-;-;-;-;-;-;-;-;0;2
GRC;18790426;-;-;-;-;-;-;-;-;0;0.7
GRC;18790427;-;-;-;-;-;-;-;-;0;2.4
GRC;18790428;-;-;-;-;-;-;-;-;0;2.6
GRC;18790429;-;-;-;-;-;-;-;-;0;1.3
GRC;18790430;-;-;-;-;-;-;-;-;0;0.3
GRC;18790501;-;-;-;-;-;-;-;-;0;-1
GRC;18790502;-;-;-;-;-;-;-;-;0;-1.9
GRC;18790503;-;-;-;-;-;-;-;-;0;1.2
GRC;18790504;-;-;-;-;-;-;-;-;0;0.1
GRC;18790505;-;-;-;-;-;-;-;-;0;3.8
GRC;18790506;-;-;-;-;-;-;-;-;0;4.2
GRC;18790507;-;-;-;-;-;-;-;-;0;2.2
GRC;18790508;-;-;-;-;-;-;-;-;0;3.6
GRC;18790509;-;-;-;-;-;-;-;-;13.2;1.5
GRC;18790510;-;-;-;-;-;-;-;-;6.3;0.7
GRC;18790511;-;-;-;-;-;-;-;-;0;0.1
GRC;18790512;-;-;-;-;-;-;-;-;0;0
GRC;18790513;-;-;-;-;-;-;-;-;0;1
GRC;18790514;-;-;-;-;-;-;-;-;0;5.5
GRC;18790515;-;-;-;-;-;-;-;-;0;4.5
GRC;18790516;-;-;-;-;-;-;-;-;0;2.4
GRC;18790517;-;-;-;-;-;-;-;-;0.5;-0.8
GRC;18790518;-;-;-;-;-;-;-;-;0;3.9
GRC;18790519;-;-;-;-;-;-;-;-;0;5.1
GRC;18790520;-;-;-;-;-;-;-;-;0;6.6
GRC;18790521;-;-;-;-;-;-;-;-;0;8.6
GRC;18790522;-;-;-;-;-;-;-;-;0;9.6
GRC;18790523;-;-;-;-;-;-;-;-;0;9.9
GRC;18790524;-;-;-;-;-;-;-;-;0;0.6
GRC;18790525;-;-;-;-;-;-;-;-;52;8.2
GRC;18790526;-;-;-;-;-;-;-;-;0;8.6
GRC;18790527;-;-;-;-;-;-;-;-;6.4;6.5
GRC;18790528;-;-;-;-;-;-;-;-;0;3.5
GRC;18790529;-;-;-;-;-;-;-;-;47.3;4.5
GRC;18790530;-;-;-;-;-;-;-;-;0;6.3
GRC;18790531;-;-;-;-;-;-;-;-;0;6.9
GRC;18790601;-;-;-;-;-;-;-;-;0;8
GRC;18790602;-;-;-;-;-;-;-;-;0;8.3
GRC;18790603;-;-;-;-;-;-;-;-;0;10.3
GRC;18790604;-;-;-;-;-;-;-;-;0;10.9
GRC;18790605;-;-;-;-;-;-;-;-;0;12.1
GRC;18790606;-;-;-;-;-;-;-;-;0;10.4
GRC;18790607;-;-;-;-;-;-;-;-;0;12.5
GRC;18790608;-;-;-;-;-;-;-;-;0;10.8
GRC;18790609;-;-;-;-;-;-;-;-;0;10.7
GRC;18790610;-;-;-;-;-;-;-;-;0;11.9
GRC;18790611;-;-;-;-;-;-;-;-;0;13
GRC;18790612;-;-;-;-;-;-;-;-;0;10.1
GRC;18790613;-;-;-;-;-;-;-;-;0;8.9
GRC;18790614;-;-;-;-;-;-;-;-;0;9.8
GRC;18790615;-;-;-;-;-;-;-;-;0;12
GRC;18790616;-;-;-;-;-;-;-;-;0;10.5
GRC;18790617;-;-;-;-;-;-;-;-;15.2;8.2
GRC;18790618;-;-;-;-;-;-;-;-;0;9.4
GRC;18790619;-;-;-;-;-;-;-;-;0;10.9
GRC;18790620;-;-;-;-;-;-;-;-;0;13.6
GRC;18790621;-;-;-;-;-;-;-;-;0;12.7
GRC;18790622;-;-;-;-;-;-;-;-;0;13.6
GRC;18790623;-;-;-;-;-;-;-;-;0;13.8
GRC;18790624;-;-;-;-;-;-;-;-;0;11.6
GRC;18790625;-;-;-;-;-;-;-;-;7;6.7
GRC;18790626;-;-;-;-;-;-;-;-;4;10.6
GRC;18790627;-;-;-;-;-;-;-;-;0;15.4
GRC;18790628;-;-;-;-;-;-;-;-;0;16.8
GRC;18790629;-;-;-;-;-;-;-;-;0;17.9
GRC;18790630;-;-;-;-;-;-;-;-;0;14.8
GRC;18790701;-;-;-;-;-;-;-;-;0;14.1
GRC;18790702;-;-;-;-;-;-;-;-;7.2;7.8
GRC;18790703;-;-;-;-;-;-;-;-;0;10.9
GRC;18790704;-;-;-;-;-;-;-;-;4.3;8.8
GRC;18790705;-;-;-;-;-;-;-;-;0;5.8
GRC;18790706;-;-;-;-;-;-;-;-;0;7.8
GRC;18790707;-;-;-;-;-;-;-;-;0;9.9
GRC;18790708;-;-;-;-;-;-;-;-;0;15.6
GRC;18790709;-;-;-;-;-;-;-;-;22;8.6
GRC;18790710;-;-;-;-;-;-;-;-;0;7.1
GRC;18790711;-;-;-;-;-;-;-;-;0;6.7
GRC;18790712;-;-;-;-;-;-;-;-;0;9.4
GRC;18790713;-;-;-;-;-;-;-;-;0;8.4
GRC;18790714;-;-;-;-;-;-;-;-;8;7.4
GRC;18790715;-;-;-;-;-;-;-;-;1.8;6.2
GRC;18790716;-;-;-;-;-;-;-;-;0;7.5
GRC;18790717;-;-;-;-;-;-;-;-;0;10.5
GRC;18790718;-;-;-;-;-;-;-;-;9.7;9.6
GRC;18790719;-;-;-;-;-;-;-;-;0;10.7
GRC;18790720;-;-;-;-;-;-;-;-;0;13
GRC;18790721;-;-;-;-;-;-;-;-;3;10.1
GRC;18790722;-;-;-;-;-;-;-;-;0;6.5
GRC;18790723;-;-;-;-;-;-;-;-;2;6.6
GRC;18790724;-;-;-;-;-;-;-;-;0;9.7
GRC;18790725;-;-;-;-;-;-;-;-;0;12.7
GRC;18790726;-;-;-;-;-;-;-;-;0;15.3
GRC;18790727;-;-;-;-;-;-;-;-;0;10.8
GRC;18790728;-;-;-;-;-;-;-;-;0;10.9
GRC;18790729;-;-;-;-;-;-;-;-;0;15.9
GRC;18790730;-;-;-;-;-;-;-;-;0;15.7
GRC;18790731;-;-;-;-;-;-;-;-;0;17.1
GRC;18790801;-;-;-;-;-;-;-;-;0;18.3
GRC;18790802;-;-;-;-;-;-;-;-;0;19.1
GRC;18790803;-;-;-;-;-;-;-;-;0;19.9
GRC;18790804;-;-;-;-;-;-;-;-;0;18
GRC;18790805;-;-;-;-;-;-;-;-;3.2;17.5
GRC;18790806;-;-;-;-;-;-;-;-;3.4;12.2
GRC;18790807;-;-;-;-;-;-;-;-;0;11.1
GRC;18790808;-;-;-;-;-;-;-;-;0;13.5
GRC;18790809;-;-;-;-;-;-;-;-;0;10.5
GRC;18790810;-;-;-;-;-;-;-;-;14.6;13.1
GRC;18790811;-;-;-;-;-;-;-;-;0;14.5
GRC;18790812;-;-;-;-;-;-;-;-;0;15.1
GRC;18790813;-;-;-;-;-;-;-;-;0;15.8
GRC;18790814;-;-;-;-;-;-;-;-;0;17
GRC;18790815;-;-;-;-;-;-;-;-;0;17.3
GRC;18790816;-;-;-;-;-;-;-;-;6.2;12.1
GRC;18790817;-;-;-;-;-;-;-;-;0;11.9
GRC;18790818;-;-;-;-;-;-;-;-;0;7.9
GRC;18790819;-;-;-;-;-;-;-;-;0;12.4
GRC;18790820;-;-;-;-;-;-;-;-;0;14.9
GRC;18790821;-;-;-;-;-;-;-;-;0;17.8
GRC;18790822;-;-;-;-;-;-;-;-;0;15.5
GRC;18790823;-;-;-;-;-;-;-;-;12;14.2
GRC;18790824;-;-;-;-;-;-;-;-;0;14.2
GRC;18790825;-;-;-;-;-;-;-;-;0;12.3
GRC;18790826;-;-;-;-;-;-;-;-;7.7;10.1
GRC;18790827;-;-;-;-;-;-;-;-;0;10.9
GRC;18790828;-;-;-;-;-;-;-;-;0;17.2
GRC;18790829;-;-;-;-;-;-;-;-;0;18.3
GRC;18790830;-;-;-;-;-;-;-;-;0;16.9
GRC;18790831;-;-;-;-;-;-;-;-;0;15.6
GRC;18790901;-;-;-;-;-;-;-;-;0;13.1
GRC;18790902;-;-;-;-;-;-;-;-;0;13.6
GRC;18790903;-;-;-;-;-;-;-;-;0;14.7
GRC;18790904;-;-;-;-;-;-;-;-;0;15.8
GRC;18790905;-;-;-;-;-;-;-;-;0;16.4
GRC;18790906;-;-;-;-;-;-;-;-;0;11.7
GRC;18790907;-;-;-;-;-;-;-;-;0;13.2
GRC;18790908;-;-;-;-;-;-;-;-;0;14
GRC;18790909;-;-;-;-;-;-;-;-;34.7;6.2
GRC;18790910;-;-;-;-;-;-;-;-;0;6
GRC;18790911;-;-;-;-;-;-;-;-;0;6.3
GRC;18790912;-;-;-;-;-;-;-;-;0;8.7
GRC;18790913;-;-;-;-;-;-;-;-;0;10
GRC;18790914;-;-;-;-;-;-;-;-;0;11.8
GRC;18790915;-;-;-;-;-;-;-;-;0;11.8
GRC;18790916;-;-;-;-;-;-;-;-;0;11.6
GRC;18790917;-;-;-;-;-;-;-;-;0;9.8
GRC;18790918;-;-;-;-;-;-;-;-;0.6;11.7
GRC;18790919;-;-;-;-;-;-;-;-;0;11.1
GRC;18790920;-;-;-;-;-;-;-;-;0;10.8
GRC;18790921;-;-;-;-;-;-;-;-;1.5;10.4
GRC;18790922;-;-;-;-;-;-;-;-;0;9
GRC;18790923;-;-;-;-;-;-;-;-;0;7.9
GRC;18790924;-;-;-;-;-;-;-;-;0;10.4
GRC;18790925;-;-;-;-;-;-;-;-;0;4.1
GRC;18790926;-;-;-;-;-;-;-;-;15.8;0.5
GRC;18790927;-;-;-;-;-;-;-;-;50.4;0.8
GRC;18790928;-;-;-;-;-;-;-;-;0;3.8
GRC;18790929;-;-;-;-;-;-;-;-;0;3.5
GRC;18790930;-;-;-;-;-;-;-;-;0;7
GRC;18791001;-;-;-;-;-;-;-;-;0;7.6
GRC;18791002;-;-;-;-;-;-;-;-;0;8.1
GRC;18791003;-;-;-;-;-;-;-;-;0;7
GRC;18791004;-;-;-;-;-;-;-;-;0;6.7
GRC;18791005;-;-;-;-;-;-;-;-;0;7.7
GRC;18791006;-;-;-;-;-;-;-;-;0;7.6
GRC;18791007;-;-;-;-;-;-;-;-;0;7.6
GRC;18791008;-;-;-;-;-;-;-;-;0;7.9
GRC;18791009;-;-;-;-;-;-;-;-;0;7.2
GRC;18791010;-;-;-;-;-;-;-;-;0;4.8
GRC;18791011;-;-;-;-;-;-;-;-;0;6.9
GRC;18791012;-;-;-;-;-;-;-;-;0;7.2
GRC;18791013;-;-;-;-;-;-;-;-;0;8.4
GRC;18791014;-;-;-;-;-;-;-;-;0;7.6
GRC;18791015;-;-;-;-;-;-;-;-;0;3.5
GRC;18791016;-;-;-;-;-;-;-;-;0;-1.5
GRC;18791017;-;-;-;-;-;-;-;-;0;-1.5
GRC;18791018;-;-;-;-;-;-;-;-;8.3;-1
GRC;18791019;-;-;-;-;-;-;-;-;0;0.6
GRC;18791020;-;-;-;-;-;-;-;-;6.7;4.5
GRC;18791021;-;-;-;-;-;-;-;-;8.8;1.3
GRC;18791022;-;-;-;-;-;-;-;-;0;-1.1
GRC;18791023;-;-;-;-;-;-;-;-;0;-1.7
GRC;18791024;-;-;-;-;-;-;-;-;0;2.2
GRC;18791025;-;-;-;-;-;-;-;-;0;2.4
GRC;18791026;-;-;-;-;-;-;-;-;0;2.9
GRC;18791027;-;-;-;-;-;-;-;-;0;4.1
GRC;18791028;-;-;-;-;-;-;-;-;0;6.3
GRC;18791029;-;-;-;-;-;-;-;-;0;6.5
GRC;18791030;-;-;-;-;-;-;-;-;0;6.1
GRC;18791031;-;-;-;-;-;-;-;-;0;5.8
GRC;18791101;-;-;-;-;-;-;-;-;0;4.5
GRC;18791102;-;-;-;-;-;-;-;-;0;-0.5
GRC;18791103;-;-;-;-;-;-;-;-;3.8;-5.5
GRC;18791104;-;-;-;-;-;-;-;-;0;-6.4
GRC;18791105;-;-;-;-;-;-;-;-;0;-1.1
GRC;18791106;-;-;-;-;-;-;-;-;0;-2.5
GRC;18791107;-;-;-;-;-;-;-;-;0;0.7
GRC;18791108;-;-;-;-;-;-;-;-;0;0.8
GRC;18791109;-;-;-;-;-;-;-;-;0;0.5
GRC;18791110;-;-;-;-;-;-;-;-;0;2.9
GRC;18791111;-;-;-;-;-;-;-;-;0;-1
GRC;18791112;-;-;-;-;-;-;-;-;0;-1.8
GRC;18791113;-;-;-;-;-;-;-;-;0;-7.3
GRC;18791114;-;-;-;-;-;-;-;-;0;-7.8
GRC;18791115;-;-;-;-;-;-;-;-;0;-10.4
GRC;18791116;-;-;-;-;-;-;-;-;0;-12
GRC;18791117;-;-;-;-;-;-;-;-;0;-4.9
GRC;18791118;-;-;-;-;-;-;-;-;3.5;-3.5
GRC;18791119;-;-;-;-;-;-;-;-;0;-3.9
GRC;18791120;-;-;-;-;-;-;-;-;0;-5.6
GRC;18791121;-;-;-;-;-;-;-;-;0;-0.8
GRC;18791122;-;-;-;-;-;-;-;-;4.6;3.4
GRC;18791123;-;-;-;-;-;-;-;-;0;3.8
GRC;18791124;-;-;-;-;-;-;-;-;1;-0.9
GRC;18791125;-;-;-;-;-;-;-;-;0;-4.5
GRC;18791126;-;-;-;-;-;-;-;-;0;-7.4
GRC;18791127;-;-;-;-;-;-;-;-;0;-8.1
GRC;18791128;-;-;-;-;-;-;-;-;0;-3.6
GRC;18791129;-;-;-;-;-;-;-;-;0;-1.7
GRC;18791130;-;-;-;-;-;-;-;-;0;-9.6
GRC;18791201;-;-;-;-;-;-;-;-;0;-12.3
GRC;18791202;-;-;-;-;-;-;-;-;0;-13.7
GRC;18791203;-;-;-;-;-;-;-;-;0;-11.8
GRC;18791204;-;-;-;-;-;-;-;-;0;-3.3
GRC;18791205;-;-;-;-;-;-;-;-;17.5;-8
GRC;18791206;-;-;-;-;-;-;-;-;0;-9.7
GRC;18791207;-;-;-;-;-;-;-;-;0;-16
GRC;18791208;-;-;-;-;-;-;-;-;0;-18.1
GRC;18791209;-;-;-;-;-;-;-;-;0;-18.5
GRC;18791210;-;-;-;-;-;-;-;-;0;-14.2
GRC;18791211;-;-;-;-;-;-;-;-;0;-11
GRC;18791212;-;-;-;-;-;-;-;-;0;-9.6
GRC;18791213;-;-;-;-;-;-;-;-;0;-11.1
GRC;18791214;-;-;-;-;-;-;-;-;0;-10.4
GRC;18791215;-;-;-;-;-;-;-;-;0;-7.7
GRC;18791216;-;-;-;-;-;-;-;-;0;-3.2
GRC;18791217;-;-;-;-;-;-;-;-;0;-3.2
GRC;18791218;-;-;-;-;-;-;-;-;0;-2.2
GRC;18791219;-;-;-;-;-;-;-;-;0;-0.3
GRC;18791220;-;-;-;-;-;-;-;-;0;0.8
GRC;18791221;-;-;-;-;-;-;-;-;0;0.2
GRC;18791222;-;-;-;-;-;-;-;-;0;0
GRC;18791223;-;-;-;-;-;-;-;-;0;0.1
GRC;18791224;-;-;-;-;-;-;-;-;0;0
GRC;18791225;-;-;-;-;-;-;-;-;0;0.1
GRC;18791226;-;-;-;-;-;-;-;-;0;0.4
GRC;18791227;-;-;-;-;-;-;-;-;0;-0.6
GRC;18791228;-;-;-;-;-;-;-;-;0;-1.3
GRC;18791229;-;-;-;-;-;-;-;-;0;2.5
GRC;18791230;-;-;-;-;-;-;-;-;0;-3.9
GRC;18791231;-;-;-;-;-;-;-;-;0;-3
GRC;18800101;-;-;-;-;-;-;-;-;5;-1
GRC;18800102;-;-;-;-;-;-;-;-;0;-1.1
GRC;18800103;-;-;-;-;-;-;-;-;0;-3.4
GRC;18800104;-;-;-;-;-;-;-;-;0;-0.5
GRC;18800105;-;-;-;-;-;-;-;-;0;-0.3
GRC;18800106;-;-;-;-;-;-;-;-;0;0.3
GRC;18800107;-;-;-;-;-;-;-;-;0;-1.3
GRC;18800108;-;-;-;-;-;-;-;-;0;-0.8
GRC;18800109;-;-;-;-;-;-;-;-;0;-2
GRC;18800110;-;-;-;-;-;-;-;-;0;-1.7
GRC;18800111;-;-;-;-;-;-;-;-;0;-3.5
GRC;18800112;-;-;-;-;-;-;-;-;0;-3.4
GRC;18800113;-;-;-;-;-;-;-;-;0;-3.3
GRC;18800114;-;-;-;-;-;-;-;-;0;-6.8
GRC;18800115;-;-;-;-;-;-;-;-;0;-9.2
GRC;18800116;-;-;-;-;-;-;-;-;0;-12.3
GRC;18800117;-;-;-;-;-;-;-;-;0;-11.7
GRC;18800118;-;-;-;-;-;-;-;-;2.5;-6.3
GRC;18800119;-;-;-;-;-;-;-;-;0;-11
GRC;18800120;-;-;-;-;-;-;-;-;0;-12.9
GRC;18800121;-;-;-;-;-;-;-;-;0;-11.1
GRC;18800122;-;-;-;-;-;-;-;-;0;-9.5
GRC;18800123;-;-;-;-;-;-;-;-;0;-9.6
GRC;18800124;-;-;-;-;-;-;-;-;0;-8.9
GRC;18800125;-;-;-;-;-;-;-;-;0;-4.3
GRC;18800126;-;-;-;-;-;-;-;-;0;-3.1
GRC;18800127;-;-;-;-;-;-;-;-;0;-2.7
GRC;18800128;-;-;-;-;-;-;-;-;0;-1.1
GRC;18800129;-;-;-;-;-;-;-;-;0;1.2
GRC;18800130;-;-;-;-;-;-;-;-;0;1.2
GRC;18800131;-;-;-;-;-;-;-;-;0;2
GRC;18800201;-;-;-;-;-;-;-;-;0;1.3
GRC;18800202;-;-;-;-;-;-;-;-;0;0
GRC;18800203;-;-;-;-;-;-;-;-;0;-0.5
GRC;18800204;-;-;-;-;-;-;-;-;0;0.5
GRC;18800205;-;-;-;-;-;-;-;-;0;-1.5
GRC;18800206;-;-;-;-;-;-;-;-;0;-2.3
GRC;18800207;-;-;-;-;-;-;-;-;0;-0.6
GRC;18800208;-;-;-;-;-;-;-;-;0;-0.8
GRC;18800209;-;-;-;-;-;-;-;-;0;-2.2
GRC;18800210;-;-;-;-;-;-;-;-;0;-1.3
GRC;18800211;-;-;-;-;-;-;-;-;0;-1.2
GRC;18800212;-;-;-;-;-;-;-;-;8;-2.4
GRC;18800213;-;-;-;-;-;-;-;-;0;-3.8
GRC;18800214;-;-;-;-;-;-;-;-;0;-4.7
GRC;18800215;-;-;-;-;-;-;-;-;0;-0.6
GRC;18800216;-;-;-;-;-;-;-;-;0;-0.4
GRC;18800217;-;-;-;-;-;-;-;-;7;0.5
GRC;18800218;-;-;-;-;-;-;-;-;0;0.3
GRC;18800219;-;-;-;-;-;-;-;-;0;3.2
GRC;18800220;-;-;-;-;-;-;-;-;0;3.6
GRC;18800221;-;-;-;-;-;-;-;-;0;2.9
GRC;18800222;-;-;-;-;-;-;-;-;0;1.2
GRC;18800223;-;-;-;-;-;-;-;-;11;-3.8
GRC;18800224;-;-;-;-;-;-;-;-;0;-4.3
GRC;18800225;-;-;-;-;-;-;-;-;0;-2.4
GRC;18800226;-;-;-;-;-;-;-;-;0;-3.1
GRC;18800227;-;-;-;-;-;-;-;-;0;-5.1
GRC;18800228;-;-;-;-;-;-;-;-;0;-4.9
GRC;18800229;-;-;-;-;-;-;-;-;0;-1.4
GRC;18800301;-;-;-;-;-;-;-;-;0;0.6
GRC;18800302;-;-;-;-;-;-;-;-;0;-0.7
GRC;18800303;-;-;-;-;-;-;-;-;0;0.8
GRC;18800304;-;-;-;-;-;-;-;-;3.7;2.8
GRC;18800305;-;-;-;-;-;-;-;-;0;7.1
GRC;18800306;-;-;-;-;-;-;-;-;0;7.1
GRC;18800307;-;-;-;-;-;-;-;-;0;7.8
GRC;18800308;-;-;-;-;-;-;-;-;0;7.3
GRC;18800309;-;-;-;-;-;-;-;-;0;7
GRC;18800310;-;-;-;-;-;-;-;-;0;6.3
GRC;18800311;-;-;-;-;-;-;-;-;0;6.3
GRC;18800312;-;-;-;-;-;-;-;-;0;5.8
GRC;18800313;-;-;-;-;-;-;-;-;0;3.2
GRC;18800314;-;-;-;-;-;-;-;-;0;4.5
GRC;18800315;-;-;-;-;-;-;-;-;0;3.5
GRC;18800316;-;-;-;-;-;-;-;-;0;4.1
GRC;18800317;-;-;-;-;-;-;-;-;0;2.7
GRC;18800318;-;-;-;-;-;-;-;-;0;2.1
GRC;18800319;-;-;-;-;-;-;-;-;0;1.1
GRC;18800320;-;-;-;-;-;-;-;-;0;2.5
GRC;18800321;-;-;-;-;-;-;-;-;0;0.9
GRC;18800322;-;-;-;-;-;-;-;-;0;-2.3
GRC;18800323;-;-;-;-;-;-;-;-;0;-3
GRC;18800324;-;-;-;-;-;-;-;-;0;-0.9
GRC;18800325;-;-;-;-;-;-;-;-;0;1.7
GRC;18800326;-;-;-;-;-;-;-;-;0;3
GRC;18800327;-;-;-;-;-;-;-;-;0;3.8
GRC;18800328;-;-;-;-;-;-;-;-;0;2.4
GRC;18800329;-;-;-;-;-;-;-;-;0;3.8
GRC;18800330;-;-;-;-;-;-;-;-;0;1.1
GRC;18800331;-;-;-;-;-;-;-;-;0;1.8
GRC;18800401;-;-;-;-;-;-;-;-;0;0.1
GRC;18800402;-;-;-;-;-;-;-;-;0;-1
GRC;18800403;-;-;-;-;-;-;-;-;0;1.2
GRC;18800404;-;-;-;-;-;-;-;-;9.4;2.3
GRC;18800405;-;-;-;-;-;-;-;-;0;1.1
GRC;18800406;-;-;-;-;-;-;-;-;0;0.2
GRC;18800407;-;-;-;-;-;-;-;-;0;-0.6
GRC;18800408;-;-;-;-;-;-;-;-;0;-1.6
GRC;18800409;-;-;-;-;-;-;-;-;5;0.6
GRC;18800410;-;-;-;-;-;-;-;-;0;1.2
GRC;18800411;-;-;-;-;-;-;-;-;0;1.1
GRC;18800412;-;-;-;-;-;-;-;-;0;1.8
GRC;18800413;-;-;-;-;-;-;-;-;0;2.8
GRC;18800414;-;-;-;-;-;-;-;-;0;5.3
GRC;18800415;-;-;-;-;-;-;-;-;0;6
GRC;18800416;-;-;-;-;-;-;-;-;0;5.9
GRC;18800417;-;-;-;-;-;-;-;-;0;6
GRC;18800418;-;-;-;-;-;-;-;-;0;5.9
GRC;18800419;-;-;-;-;-;-;-;-;0;8
GRC;18800420;-;-;-;-;-;-;-;-;0;8.2
GRC;18800421;-;-;-;-;-;-;-;-;0;6.1
GRC;18800422;-;-;-;-;-;-;-;-;0;7.8
GRC;18800423;-;-;-;-;-;-;-;-;0;7.4
GRC;18800424;-;-;-;-;-;-;-;-;6.7;8.6
GRC;18800425;-;-;-;-;-;-;-;-;7;7.6
GRC;18800426;-;-;-;-;-;-;-;-;0;7.3
GRC;18800427;-;-;-;-;-;-;-;-;0;5
GRC;18800428;-;-;-;-;-;-;-;-;0;4.6
GRC;18800429;-;-;-;-;-;-;-;-;7;2.3
GRC;18800430;-;-;-;-;-;-;-;-;0;3.1
GRC;18800501;-;-;-;-;-;-;-;-;0;3.2
GRC;18800502;-;-;-;-;-;-;-;-;0;5.6
GRC;18800503;-;-;-;-;-;-;-;-;0;6.9
GRC;18800504;-;-;-;-;-;-;-;-;0;7.3
GRC;18800505;-;-;-;-;-;-;-;-;0;7.2
GRC;18800506;-;-;-;-;-;-;-;-;0;5.4
GRC;18800507;-;-;-;-;-;-;-;-;0;5.1
GRC;18800508;-;-;-;-;-;-;-;-;0;-0.9
GRC;18800509;-;-;-;-;-;-;-;-;0;1.9
GRC;18800510;-;-;-;-;-;-;-;-;17;2.7
GRC;18800511;-;-;-;-;-;-;-;-;0;4.2
GRC;18800512;-;-;-;-;-;-;-;-;0;5.7
GRC;18800513;-;-;-;-;-;-;-;-;0;6.9
GRC;18800514;-;-;-;-;-;-;-;-;0;11
GRC;18800515;-;-;-;-;-;-;-;-;0;11.2
GRC;18800516;-;-;-;-;-;-;-;-;0;10.8
GRC;18800517;-;-;-;-;-;-;-;-;0;11.5
