stn;time;" Globalstrahlung (W/m); Tagesmittel";Gesamtschneehoehe (cm);Gesamtbewoelkung (min);Luftdruck auf Stationshoehe (hpa);Niederschlag (mm);Durchschnittstemperatur (¡C);Tiefsttemperatur (¡C);Maximaltemperatur (¡C);Sonnenscheindauer (min);Relative Luftfeuchtigkeit (%)
BER;19370729;-;0;27;945;0;17.3;11;23.4;720;64.7
BER;19370730;-;0;57;944.9;0;19.4;12.6;25;420;63.7
BER;19370731;-;0;100;944.4;4.6;17.5;16;20.6;144;82.3
BER;19370801;-;0;100;946.8;3.6;15.2;14.5;17;0;90.3
BER;19370802;-;0;53;949.7;0;17.5;13;21.1;384;69.3
BER;19370803;-;0;10;949.9;0;18.6;11.7;23.2;774;65.3
BER;19370804;-;0;7;949.8;0;18.9;12;25.4;780;60
BER;19370805;-;0;30;951.7;0;20;12.7;27.3;762;54.3
BER;19370806;-;0;3;951.8;0;20.5;12.8;28.1;804;60.3
BER;19370807;-;0;37;951.6;0;21.3;14.1;27.8;600;67
BER;19370808;-;0;20;951.2;0;22.7;15.8;30;708;57
BER;19370809;-;0;43;952.3;4;20.6;16;30;558;69.7
BER;19370810;-;0;17;951;0;20.1;16.3;26.4;738;64.3
BER;19370811;-;0;3;948;0;20;13.1;27.2;774;64.3
BER;19370812;-;0;67;947.5;8.8;19.1;14.6;27.2;348;71
BER;19370813;-;0;87;947.7;7.5;17.4;15.3;21.3;108;83.3
BER;19370814;-;0;80;947.4;7;18.4;15.7;23;288;69.7
BER;19370815;-;0;83;947.6;4.7;15.1;12.6;19;312;66.3
BER;19370816;-;0;53;947.5;0.6;13.6;11.8;18.7;360;69.7
BER;19370817;-;0;93;948.5;1.4;14.8;9.5;17.8;0;75
BER;19370818;-;0;67;951.6;0;18.4;13.3;24.9;390;78.3
BER;19370819;-;0;37;953;0;18.6;14.1;24.5;750;70
BER;19370820;-;0;80;950.6;2;15.4;13.6;19;42;82.3
BER;19370821;-;0;90;949;0.7;12.5;11.3;17.2;186;76
BER;19370822;-;0;100;949.1;2.6;12.2;9.2;14.9;36;81.7
BER;19370823;-;0;93;950.8;4.1;13;11;18.3;156;90.7
BER;19370824;-;0;83;949.7;0;15.2;11.6;19.2;462;80
BER;19370825;-;0;83;950.1;0;16;12.3;20;198;82
BER;19370826;-;0;23;951.8;0;16.9;11.9;22;684;73.3
BER;19370827;-;0;73;950.8;0;16.1;12.3;20.9;348;74.3
BER;19370828;-;0;80;949.6;0;16.2;12.3;21.2;384;76.3
BER;19370829;-;0;83;949.7;37.2;17.4;13.4;21.1;324;77
BER;19370830;-;0;100;950.7;0.7;16.4;14.4;19.7;6;81.7
BER;19370831;-;0;40;951.7;0;16.9;13.6;22;372;77.7
BER;19370901;-;0;23;953;0;16.6;11.3;23.7;708;68.7
BER;19370902;-;0;7;954.2;0;18;11.9;24.8;702;67.7
BER;19370903;-;0;7;954.1;0.1;18.9;12.5;25.9;678;70.3
BER;19370904;-;0;57;954.7;6.9;17.6;15.4;21.4;342;80.3
BER;19370905;-;0;43;954;0;15.7;12.5;21.2;480;82
BER;19370906;-;0;37;955.5;0;16.9;11;23.3;624;77
BER;19370907;-;0;3;956.6;0;18.2;12.5;25.3;690;70.7
BER;19370908;-;0;40;955.7;0;18.6;13.6;25.7;534;73.3
BER;19370909;-;0;87;951.1;17.1;17.8;15;23.5;192;72.7
BER;19370910;-;0;100;943.2;23.3;9.6;8.3;16.6;0;91
BER;19370911;-;0;100;941.4;10.2;7;6.8;8.3;0;91.3
BER;19370912;-;0;93;943.9;1.5;8.7;7;10.4;0;83
BER;19370913;-;0;83;944.5;0.9;10.7;7.4;14.1;114;74.3
BER;19370914;-;0;93;942.2;12.1;8.5;8;11.3;60;87.3
BER;19370915;-;0;93;943.5;2.9;11.6;8;14.7;84;75
BER;19370916;-;0;100;939.8;7;12;10.6;13.3;0;92.3
BER;19370917;-;0;100;937.2;9.9;11.9;11;13.4;0;92
BER;19370918;-;0;50;942.6;0.1;13.2;8.4;19.9;606;74
BER;19370919;-;0;100;939;7.6;11.3;10;14;54;85.7
BER;19370920;-;0;83;943.2;0.4;9.3;8.3;12.6;24;76.3
BER;19370921;-;0;100;947.1;6.7;8.2;6;9.5;0;88.7
BER;19370922;-;0;100;946.3;5.4;8.6;8.2;9.1;0;89.3
BER;19370923;-;0;97;949.1;0.3;10.4;8.5;12.5;48;84.3
BER;19370924;-;0;23;952.6;0;9.9;7.6;13;288;81.3
BER;19370925;-;0;37;954.3;0;11.1;7.2;16.4;480;79.3
BER;19370926;-;0;47;955.4;0;11.4;6.6;17;468;86
BER;19370927;-;0;87;951.6;5;15.4;10.6;20.3;126;84.7
BER;19370928;-;0;97;954;9.8;15.4;13.5;18.4;36;89
BER;19370929;-;0;57;953.6;0;12.7;11;16;228;73.7
BER;19370930;-;0;63;949.3;0;9.9;7.6;13;18;85.3
BER;19371001;-;0;33;947.1;0;11.5;9.2;16;306;80
BER;19371002;-;0;90;947.4;0.7;13;7.4;17.5;246;81.3
BER;19371003;-;0;90;951.7;2.5;14.9;11;19.3;72;87.3
BER;19371004;-;0;93;955.3;0.1;14.7;12.8;18.7;24;81.3
BER;19371005;-;0;100;950.1;1.9;9.4;9;12.8;0;89
BER;19371006;-;0;100;948;0;10;9.3;11.1;0;92.3
BER;19371007;-;0;100;941.8;9.6;9.1;8.7;9.8;0;87.7
BER;19371008;-;0;100;948.2;0.1;9.6;8;11.2;0;81.7
BER;19371009;-;0;97;955.1;0;10.3;9.1;12.4;0;77
BER;19371010;-;0;57;955.9;0;9.9;8.2;12.8;546;74.3
BER;19371011;-;0;63;949.4;0;7;6;9.9;210;74.7
BER;19371012;-;0;0;949.7;0;4.8;1.6;9.6;570;73.7
BER;19371013;-;0;0;954.6;0;5.2;0.9;11.6;582;79.3
BER;19371014;-;0;100;955;0;6.1;1.4;9;12;89.7
BER;19371015;-;0;80;957.1;0;8.9;6;12.3;216;75.3
BER;19371016;-;0;37;962.5;0;7.9;4.4;12.4;486;75
BER;19371017;-;0;40;964.7;0;6.1;2;12.4;462;84.3
BER;19371018;-;0;53;959.7;0;6.7;2;11.8;306;86.7
BER;19371019;-;0;30;955.8;0;7.6;5.7;13.6;426;80.3
BER;19371020;-;0;7;951.5;0;6.5;2;12.6;552;78.3
BER;19371021;-;0;60;947.5;0;6.4;2.8;11.3;90;88.7
BER;19371022;-;0;40;942.5;0;6.4;2;13;414;85.7
BER;19371023;-;0;93;930.4;5.4;8.1;6.3;13.4;90;82.3
BER;19371024;-;0;67;934;0.8;5.1;4;8.8;42;88.7
BER;19371025;-;0;43;935.8;0;4.6;0.1;9.9;258;77.7
BER;19371026;-;0;93;939.1;0;7.3;1.3;12.3;18;85.7
BER;19371027;-;0;90;943.7;0;8.8;5.6;14;12;84.3
BER;19371028;-;0;50;941.6;0;11;7;17;306;77.3
BER;19371029;-;0;53;937.5;0;11.2;8.8;18.5;426;78
BER;19371030;-;0;73;944;0;9.8;5.7;14.5;150;79.3
BER;19371031;-;0;73;945;0;8.4;4.7;13.7;378;85
BER;19371101;-;0;93;937.4;5.4;7.4;5.6;8.4;6;93.7
BER;19371102;-;0;100;940.2;7.3;7.7;7.4;8;0;93.7
BER;19371103;-;0;100;946.7;0;8;7.4;8.6;0;87.3
BER;19371104;-;0;90;948;0;6.6;5.5;8;0;79.3
BER;19371105;-;0;100;946.8;0;4.6;3.6;6;0;76.7
BER;19371106;-;0;57;949.7;0;4.2;2.2;8.3;210;75.7
BER;19371107;-;0;67;951.7;0;2.2;-1;9.5;408;85
BER;19371108;-;0;77;952.7;0;3.5;-0.4;9.3;210;85.3
BER;19371109;-;0;100;948;8.5;6.6;1.7;8;0;91
BER;19371110;-;0;93;941.6;0.7;2.7;1.3;8.2;12;82.7
BER;19371111;-;0;97;943;2.2;1.1;-0.3;1.8;0;88.7
BER;19371112;-;0;43;953.3;0;1.2;-0.3;5;246;78.3
BER;19371113;-;0;47;948.8;0;1;-2;5.3;402;75
BER;19371114;-;0;37;946.4;0;0.2;-1.5;4.6;240;71.3
BER;19371115;-;0;33;950.3;0;0.2;-3;6.3;450;71
BER;19371116;-;0;20;949.2;2.7;-1.1;-4.5;4;372;82
BER;19371117;-;0;100;940.7;7.8;0.6;-2.5;1.3;0;92.7
BER;19371118;-;0;97;936.6;2.7;3.2;0.3;4.5;0;93.7
BER;19371119;-;0;80;936.2;3.1;5.6;2.8;7.4;0;90
BER;19371120;-;0;57;945;0.9;7.1;0.5;11.3;396;64
BER;19371121;-;0;93;944.6;1.3;5.3;4.4;9.1;24;87.3
BER;19371122;-;0;63;947.1;1.4;4.2;2;9.5;66;87.3
BER;19371123;-;0;100;951.1;0;1.2;-1.2;2.2;0;94.7
BER;19371124;-;0;100;948.6;0;2.2;0.3;3.6;0;87
BER;19371125;-;0;70;953.2;0;1.4;-0.8;5;54;82.3
BER;19371126;-;0;0;956;0;-1.2;-3.3;3;366;83.3
BER;19371127;-;0;23;949.5;0;-1.2;-3.8;4;186;87
BER;19371128;-;0;30;958.5;0;-0.6;-1.9;2;378;73.7
BER;19371129;-;0;0;961.5;0;-2.4;-5.4;2.1;366;78.7
BER;19371130;-;0;70;956.7;0;0.1;-4.6;5.4;396;74
BER;19371201;-;0;100;947.3;0;1.4;-2.3;3.7;0;79.3
BER;19371202;-;0;100;935.6;4.8;2.4;0.2;3.4;0;91.3
BER;19371203;-;0;100;930.6;1.8;3.5;2.6;4.8;18;91
BER;19371204;-;0;100;938.2;0.1;2.9;1.6;4;0;85.7
BER;19371205;-;0;97;934;7.7;1.1;0.3;3.3;0;87
BER;19371206;-;2;100;929.8;10.4;0.3;-0.5;1.3;0;90.7
BER;19371207;-;15;100;932.3;20.9;1.7;0.3;3;0;92.7
BER;19371208;-;0;100;937.7;3.6;3;2.4;4.7;0;89
BER;19371209;-;0;73;932;11.9;1.7;1.3;4.4;0;89.3
BER;19371210;-;0;27;943.2;0;-0.2;-2;2.7;420;64
BER;19371211;-;0;0;941.2;0;-4.5;-5.8;-0.3;438;72.7
BER;19371212;-;0;87;938.8;6.2;-1.8;-6.6;-0.3;0;80
BER;19371213;-;11;100;935.9;0;-0.7;-1.4;0.7;0;87.3
BER;19371214;-;11;93;928.6;0;-0.7;-3.2;2.2;102;76.7
BER;19371215;-;10;100;931.7;3.4;-0.9;-6.2;2;0;84.7
BER;19371216;-;14;67;934.3;0;-1.8;-4.4;1.6;342;86
BER;19371217;-;12;100;940.9;0;-1.8;-6;-1.5;0;85.3
BER;19371218;-;11;80;947.6;0;-0.7;-2;1.4;60;70
BER;19371219;-;10;83;948.2;0;-2.7;-4.4;0.2;108;78.3
BER;19371220;-;10;57;948;0.3;-4.3;-8;-1.6;180;81
BER;19371221;-;10;3;953.2;0;-8.8;-12;-4.3;210;83
BER;19371222;-;10;70;956.4;0;-2;-10;2;168;77.7
BER;19371223;-;10;87;961.6;0;0.6;-3.5;3.5;6;80.7
BER;19371224;-;9;60;963.1;0;1.7;-0.7;4.6;0;80.3
BER;19371225;-;7;100;964;0;1.3;0.3;3.2;0;88.3
BER;19371226;-;5;73;962.2;0;1.6;-0.5;3.7;198;80.7
BER;19371227;-;4;50;959.7;0;-1.9;-3.1;1.6;300;71
BER;19371228;-;2;97;954;0;-3.9;-5.1;-2.4;78;66.7
BER;19371229;-;0;100;950.8;0;-6;-6.8;-5;0;71.7
BER;19371230;-;0;87;949.4;0;-6.2;-7;-5.5;42;71
BER;19371231;-;0;40;950.3;0;-6.3;-7.8;-3.9;324;67.3
BER;19380101;-;0;97;950.7;0;-5;-10;-2.5;0;70.7
BER;19380102;-;0;43;953.1;0;-5.9;-7.3;-3.2;234;76.7
BER;19380103;-;0;67;951.4;0;-7.8;-9;-5;0;73.3
BER;19380104;-;0;33;948.7;0.2;-10.1;-12.3;-6.9;30;76.3
BER;19380105;-;0;3;949;0;-10.6;-14.4;-6.4;234;80.3
BER;19380106;-;0;100;951.6;0.8;-7.2;-13.6;-5.1;0;77.7
BER;19380107;-;7;100;945.6;1;-1.2;-5.1;2;72;81
BER;19380108;-;6;97;937.2;0.7;2.3;-1.4;4.2;6;81.7
BER;19380109;-;2;77;930.4;11.6;2.2;-0.5;3.8;0;81
BER;19380110;-;0;93;928.2;0.4;3.4;-1.3;5.3;150;68
BER;19380111;-;0;100;940.5;1.9;3.1;2;4.3;12;81.3
BER;19380112;-;0;97;951.1;1.6;5.1;2.4;7.4;24;79.7
BER;19380113;-;0;63;956.2;0.9;4.2;2.8;8;54;78.7
BER;19380114;-;0;77;955.1;0;4.5;0.8;9.1;144;78
BER;19380115;-;0;97;947.1;5.2;3.7;1.4;5.9;72;81.7
BER;19380116;-;0;97;952.2;0.1;3.3;1.4;5.6;72;75.3
BER;19380117;-;0;100;947.1;11.3;4.5;2.2;6.7;0;81.7
BER;19380118;-;0;100;951.1;0;4.1;3.4;5.3;114;89.3
BER;19380119;-;0;80;949.4;0.9;3.9;1.6;6.5;0;78.7
BER;19380120;-;0;100;957.9;2.1;2.2;0.7;4.6;0;79.7
BER;19380121;-;0;100;959.6;0.6;2.3;1;4;12;87.3
BER;19380122;-;0;87;964.3;0;2.2;1.1;6;30;84.7
BER;19380123;-;0;100;967;0;0.6;0.1;1.9;0;91
BER;19380124;-;0;100;968.8;0;-0.1;-1.1;1.3;0;90.7
BER;19380125;-;0;47;961.6;0.2;-0.2;-3.3;3.2;306;92.3
BER;19380126;-;0;63;951.6;4.1;3.8;0.4;7.3;108;78.7
BER;19380127;-;2;100;939.8;9.9;0.6;0;4.1;24;89.7
BER;19380128;-;7;70;947.6;3.3;-0.2;-1;1;306;75
BER;19380129;-;0;77;937.5;10.7;2;-0.1;8.5;6;84.7
BER;19380130;-;0;90;935.6;9.8;1.9;0.3;4.4;0;85
BER;19380131;-;0;100;951;0;2;-0.6;3.7;12;77.7
BER;19380201;-;0;73;946.6;0.8;4.6;0.2;7.5;0;75.3
BER;19380202;-;0;83;949.8;1.3;0.6;0.4;5;54;89.3
BER;19380203;-;0;90;962.5;0;1.8;-1.1;4.3;240;80
BER;19380204;-;0;27;964.9;0;2.5;0.5;6.1;336;80.3
BER;19380205;-;0;0;963.4;0;1.1;-1.6;7;450;83.7
BER;19380206;-;0;0;961.8;0;1;-2.3;7.9;492;77.7
BER;19380207;-;0;0;960.7;0;0.5;-3;5.4;426;81.3
BER;19380208;-;0;100;959.2;0;-1.8;-2.7;0.4;126;92.7
BER;19380209;-;0;93;959.7;0;0.3;-4;2.6;12;88.7
BER;19380210;-;0;100;953.2;6.3;4.9;1.5;6.7;0;74
BER;19380211;-;0;93;951.1;0.4;-0.2;-1;5.3;48;87
BER;19380212;-;2;100;948.3;0.6;-0.7;-2;0.9;0;82.3
BER;19380213;-;4;100;937;0.2;-1.9;-2.7;2;0;84.7
BER;19380214;-;4;100;937.9;0.2;-2.7;-3.6;-0.3;0;82.3
BER;19380215;-;4;93;943.4;0;-3.8;-4.4;-1.3;0;76.3
BER;19380216;-;4;73;947.5;0;-4.7;-6;-1;48;74
BER;19380217;-;3;70;951.5;0;-3.6;-6.5;-1.8;48;77.3
BER;19380218;-;3;90;951.6;0;-1.6;-5.5;2;222;74.7
BER;19380219;-;0;100;953.6;0;0.4;-1.8;1.4;0;80
BER;19380220;-;0;90;956.8;0;-0.6;-1.7;2.3;6;71.3
BER;19380221;-;0;33;956.3;0;-1.2;-4.3;2.7;408;72.3
BER;19380222;-;0;0;955;0;-0.6;-5.6;5.9;534;74.3
BER;19380223;-;0;0;954;0;-1.2;-4.7;3;462;76.3
BER;19380224;-;0;3;961.5;0;-0.4;-4.9;5.4;540;71.7
BER;19380225;-;0;0;965.1;0;0.3;-3.8;7.1;564;71.7
BER;19380226;-;0;37;963.1;0.6;1.8;-3.5;7.9;246;65.7
BER;19380227;-;0;100;965.1;0.8;2.3;0.6;4.2;0;86.7
BER;19380228;-;0;47;966.5;0;3.4;-1.2;8.5;288;77
BER;19380301;-;0;90;957.8;6.4;6.2;0.9;11.5;66;69.3
BER;19380302;-;0;33;964.6;0;3.4;2.2;7.5;540;70.3
BER;19380303;-;0;70;969;0;6.8;1.3;11.3;312;55.7
BER;19380304;-;0;33;968;0;6.2;1.8;13.5;474;63.7
BER;19380305;-;0;0;966.3;0;5.3;-0.9;12.9;618;66.3
BER;19380306;-;0;0;964;0;6.2;0;14.5;612;67.3
BER;19380307;-;0;0;960.5;0;6.9;1;15;618;63.3
BER;19380308;-;0;0;958.1;0;5.8;0;14.1;600;67.7
BER;19380309;-;0;0;955.1;0;6.6;1;15;612;65.3
BER;19380310;-;0;3;956.3;0;6.1;1.1;14.5;588;67
BER;19380311;-;0;40;957.5;0;6.5;1.9;12;402;79.7
BER;19380312;-;0;0;959.6;0;4.2;0.9;8.5;630;58
BER;19380313;-;0;0;960.5;0;2.8;-1.4;7.4;654;53.7
BER;19380314;-;0;0;962.3;0;2.8;-3;10.2;630;66.7
BER;19380315;-;0;0;962.2;0;5.7;-1.5;13.9;624;65.3
BER;19380316;-;0;0;960.1;0;6.9;0;15.3;630;59.3
BER;19380317;-;0;3;960.4;0;8;1.8;16.1;630;62.7
BER;19380318;-;0;0;961.6;0;8.4;2.1;16.2;624;66.3
BER;19380319;-;0;0;959.1;0;8.7;1.9;16.1;624;69
BER;19380320;-;0;37;956.1;0;9.3;2.6;15.6;522;65.3
BER;19380321;-;0;7;952.1;0;7.8;2.5;15;546;72
BER;19380322;-;0;0;949.5;0;7.9;1.7;15;618;69.3
BER;19380323;-;0;13;951;0;8;2.1;15;558;68.3
BER;19380324;-;0;7;953.2;0;7.9;2.1;14.5;516;72
BER;19380325;-;0;3;950.7;1.2;8.9;1.8;15;528;70
BER;19380326;-;0;100;947.7;11.4;4.8;2.7;9.7;6;89
BER;19380327;-;0;100;950.4;5.4;3.9;2;4.7;0;87
BER;19380328;-;0;63;956.1;0.3;6.9;4.5;10.3;6;80.3
BER;19380329;-;0;70;958.3;0;7.6;1.2;12.7;240;73.3
BER;19380330;-;0;33;958.4;0;10.1;6.3;16.3;450;78.7
BER;19380331;-;0;3;958.7;0;11.1;4.4;20.3;690;72.7
BER;19380401;-;0;0;959.5;0;12.5;6.3;19.8;696;52.3
BER;19380402;-;0;0;955.3;0;12.1;4.7;21.5;708;55.3
BER;19380403;-;0;37;949.4;1.7;8;4.7;17.7;414;64
BER;19380404;-;0;10;958.7;0;3.4;0;7.9;666;58.7
BER;19380405;-;0;57;957.1;0;4.1;-1;9.4;318;62.7
BER;19380406;-;0;73;956.7;0;6.4;-0.4;13;384;64
BER;19380407;-;0;57;954.9;0;8.9;2;15;600;70.7
BER;19380408;-;0;57;953.7;0;7;5.6;12;336;65.7
BER;19380409;-;0;57;953.1;0;3.5;-0.8;9.2;534;65.3
BER;19380410;-;0;50;960.4;0.2;0.7;-1.8;3.7;378;73.3
BER;19380411;-;0;13;962.3;0;1.7;-1.3;6;624;59.7
BER;19380412;-;0;20;957.1;0;4.9;-1.2;10.2;558;61.3
BER;19380413;-;0;57;952;0;7.4;-0.5;14.1;678;66
BER;19380414;-;0;73;946.6;0;8.4;6;12.1;342;70.7
BER;19380415;-;0;0;947.6;0;9.1;3.3;15.5;750;60.7
BER;19380416;-;0;0;949.4;0;10.4;2.4;18.1;738;58.3
BER;19380417;-;0;17;948.5;0;8.5;6;13.7;702;68.3
BER;19380418;-;0;57;951.1;0;3.7;2.4;8.5;276;56.3
BER;19380419;-;0;3;950.9;3.5;3.6;-0.8;8.8;702;48.3
BER;19380420;-;0;97;952.6;5.4;1.1;0;4.9;150;89
BER;19380421;-;0;90;954.1;2;-0.5;-1.6;4.3;180;89.7
BER;19380422;-;0;50;950.4;0;1.4;-2.9;8.1;408;64
BER;19380423;-;0;37;949.1;0;4.1;0.4;9.3;396;58.7
BER;19380424;-;0;57;949.2;0;5.7;-1;11.4;498;65
BER;19380425;-;0;97;947.8;0.6;5.9;3.4;10;84;76.7
BER;19380426;-;0;13;945;0;4.8;0.3;10.4;714;61
BER;19380427;-;0;30;943.5;0;4.2;-0.7;9.3;570;67.7
BER;19380428;-;0;0;944.7;0;7.2;-1.2;13.3;738;59.3
BER;19380429;-;0;43;941.6;6.2;8.3;1.8;16;594;66.3
BER;19380430;-;0;100;940.5;0.4;4.5;2.9;8;18;80.7
BER;19380501;-;0;70;940.1;0.7;3.4;2.4;9;84;83.3
BER;19380502;-;0;60;942.8;2.7;4.6;0.2;10;162;77.7
BER;19380503;-;0;33;943.7;2.1;9.1;0;16.2;612;65
BER;19380504;-;0;37;946.2;0;8.8;6.9;13.5;606;75
BER;19380505;-;0;77;943;0;9.3;4;16.6;414;58.7
BER;19380506;-;0;80;944.3;0;12.1;7.2;18.4;534;55.7
BER;19380507;-;0;87;944.6;1.4;12.2;8.2;17;258;62.7
BER;19380508;-;0;23;947.9;0;10.7;8.7;17.1;606;66.3
BER;19380509;-;0;83;946.6;0;11.8;4;18.7;306;67.7
BER;19380510;-;0;53;946;0;13.1;11;18;192;65.3
BER;19380511;-;0;0;953.3;0;12.8;6;17.1;810;48.3
BER;19380512;-;0;20;954.7;0;14.1;5.4;21.2;738;53
BER;19380513;-;0;13;954.2;0;15;6.9;22;774;49.7
BER;19380514;-;0;23;950.7;0;16.4;8;23.6;786;51
BER;19380515;-;0;67;952.1;0;14.7;9.3;19.5;384;65.7
BER;19380516;-;0;90;949.9;0;16.7;10.1;22.3;294;59.7
BER;19380517;-;0;100;947;4.6;11.9;9.5;17.7;60;76.3
BER;19380518;-;0;77;944.7;21.7;12.4;8.5;17;354;64.7
BER;19380519;-;0;100;940.8;21.7;11.1;7;14.7;60;76.7
BER;19380520;-;0;100;945.1;7.3;4.3;3.5;10;0;89
BER;19380521;-;0;100;944.2;0.4;4.8;2.9;6.1;0;90.7
BER;19380522;-;0;100;949.4;4.4;6.9;4.5;8.5;0;87
BER;19380523;-;0;97;951.2;2;11.4;6.9;15;90;75.3
BER;19380524;-;0;100;949.7;3.9;9.8;9.7;13;18;85
BER;19380525;-;0;100;949.2;1.7;9.9;6.9;13.7;198;70.3
BER;19380526;-;0;3;945.9;0;12.8;5.5;18.4;852;59
BER;19380527;-;0;87;939.7;9.1;16.6;12.5;21.5;456;58.3
BER;19380528;-;0;100;943.6;2.9;9;7;16.2;6;83
BER;19380529;-;0;100;949.1;2;10.4;8.5;12.3;6;79.3
BER;19380530;-;0;100;947.8;8.5;13;8.3;16.8;18;76.7
BER;19380531;-;0;30;952.5;0;15.5;10;21;708;64.3
BER;19380601;-;0;60;949.1;23.6;16.7;9.7;25;654;73
BER;19380602;-;0;97;952.6;16.1;10;7.7;15.2;0;87.7
BER;19380603;-;0;40;955.9;0;11.2;7.1;16.4;606;60.7
BER;19380604;-;0;13;951.9;0;14.2;5.5;20.2;834;56.7
BER;19380605;-;0;67;950.4;1.2;15;8.7;22.6;438;67.7
BER;19380606;-;0;30;955.1;0;16.3;11.5;22.3;618;63.7
BER;19380607;-;0;0;955.9;0;19.3;10.6;26;852;55.3
BER;19380608;-;0;27;956;0;21;12.8;28.1;840;51
BER;19380609;-;0;63;954.7;21.7;19.5;14.1;27.4;714;65.3
BER;19380610;-;0;100;954.9;18.6;14.6;14;17.2;0;88
BER;19380611;-;0;87;951.2;15;14.5;12.8;20.2;312;77.7
BER;19380612;-;0;100;944.1;27.6;12.6;11.8;15.6;0;82.7
BER;19380613;-;0;100;945.9;31.6;9.2;9;11.8;0;88
BER;19380614;-;0;100;951.9;0.7;9.7;8.6;10.5;0;90
BER;19380615;-;0;70;954.4;0;15.6;9.5;19.7;414;67.3
BER;19380616;-;0;33;956.7;0;13.6;12.1;17.3;612;67
BER;19380617;-;0;0;955;0;14.8;7.5;20.9;864;63.7
BER;19380618;-;0;33;952.6;1.1;17.5;9.4;24.5;732;57
BER;19380619;-;0;50;953.9;0;18.2;14;24.5;546;63.7
BER;19380620;-;0;57;958.6;0;17.6;12.5;22.7;354;66.3
BER;19380621;-;0;0;956.3;0;20.5;12.5;26.7;852;64
BER;19380622;-;0;80;956.2;0;19.3;14.9;26.1;372;70
BER;19380623;-;0;97;955.5;11.6;17.6;14.6;22.1;120;77.3
BER;19380624;-;0;7;953.6;0;21.2;14.7;26.6;846;63
BER;19380625;-;0;7;950.3;0;24.4;15.9;31;840;54.7
BER;19380626;-;0;63;951.6;0;21.2;19.7;26.2;420;54
BER;19380627;-;0;0;949.5;0;22.1;17.3;27.3;714;59.3
BER;19380628;-;0;10;948.3;0;21.1;17.6;26.1;684;61.3
BER;19380629;-;0;17;947.3;0;21.3;15.2;25.8;672;53
BER;19380630;-;0;40;945.4;0;20.7;17.2;24.8;534;59.7
BER;19380701;-;0;100;942;25.6;16;12.8;21.4;144;79.7
BER;19380702;-;0;100;946.6;17.5;11.4;10.7;14.2;0;90.3
BER;19380703;-;0;100;954;17.5;10.2;9;13.5;90;84
BER;19380704;-;0;73;950.2;25.6;14.5;9.6;19.3;384;73
BER;19380705;-;0;77;945.8;21.7;12.2;10.6;16.3;300;80.3
BER;19380706;-;0;37;952.4;0;14.6;10.3;19.3;612;62.7
BER;19380707;-;0;30;951.4;0;18.2;9.6;24;840;65
BER;19380708;-;0;70;951.6;15.5;16.4;13.2;24.6;438;72.3
BER;19380709;-;0;93;956.4;0;13.7;11.9;17.7;156;63.7
BER;19380710;-;0;93;957.4;0.2;13.1;10.4;16.5;288;59
BER;19380711;-;0;87;952.5;3;16.2;9.1;20.8;330;63
BER;19380712;-;0;100;948;9.7;15.7;14;19.5;0;79.3
BER;19380713;-;0;93;951.3;0.1;16.5;13.4;20.5;210;73.7
BER;19380714;-;0;37;951.5;0;17.8;12.9;22.7;642;73.7
BER;19380715;-;0;47;949.6;45;18.5;13.8;26.2;492;74.7
BER;19380716;-;0;87;952.6;0.1;17.6;15;23.1;252;75.3
BER;19380717;-;0;83;955.9;0;17.4;14.3;21.2;426;58
BER;19380718;-;0;67;955.2;0;17.4;13.3;21;558;64
BER;19380719;-;0;10;953.3;0;17.6;12.9;22;846;58.7
BER;19380720;-;0;0;951.6;0;19.5;12;24.4;834;59.7
BER;19380721;-;0;30;950.3;0;20;13.5;24.5;768;56.7
BER;19380722;-;0;0;947.4;0;20.4;12.7;26.4;840;58.7
BER;19380723;-;0;40;946.3;14.3;17.4;14.1;24.2;450;80.7
BER;19380724;-;0;100;948.4;23.7;13.2;12.8;17;0;90.3
BER;19380725;-;0;47;949.3;0;18.4;12.4;23.2;714;72.7
BER;19380726;-;0;33;948.9;5.9;19.1;13.4;27.9;714;71.3
BER;19380727;-;0;60;953.3;0;17.4;15.6;20.8;192;77.3
BER;19380728;-;0;0;952.8;0;19.6;12.6;26;738;68.3
BER;19380729;-;0;33;953.2;0;20.3;14.8;25.4;666;64.3
BER;19380730;-;0;0;954.2;0;21.5;15;28.2;804;62
BER;19380731;-;0;7;953.7;0;22.4;16.2;28.7;732;62.7
BER;19380801;-;0;30;952.8;0;21.7;16;27.4;786;63.7
BER;19380802;-;0;0;952.5;0;21;15.2;25.6;816;58
BER;19380803;-;0;0;950.9;0;22.1;14.8;27.6;780;57.7
BER;19380804;-;0;3;950.6;0;23.2;16.2;29.8;786;61.3
BER;19380805;-;0;30;950.5;0;23;17.8;30.4;582;58.7
BER;19380806;-;0;53;948.8;6.6;20.2;17.2;27.6;498;65.3
BER;19380807;-;0;67;948;1.2;18.4;15;23.2;456;74.7
BER;19380808;-;0;97;948.8;0;17.9;16.2;22;54;77.3
BER;19380809;-;0;47;947.9;2.3;17.5;13.2;24.8;642;73
BER;19380810;-;0;67;949.1;0;18;14.8;23.5;462;75.7
BER;19380811;-;0;70;947.9;15;16.5;13;23;366;76.7
BER;19380812;-;0;90;946.8;6.6;15.4;13.8;18.9;138;78
