stn;time;" Globalstrahlung (W/m); Tagesmittel";Sonnenscheindauer (min);Gesamtschneehoehe (cm);Gesamtbewoelkung (min);Luftdruck auf Stationshoehe (hpa);Relative Luftfeuchtigkeit (%);Niederschlag (mm);Durchschnittstemperatur;Tiefsttemperatur;Maximaltemperatur
CHM;19001022;-;-;-;-;-;-;0;-0.2;-;-
CHM;19001023;-;-;-;-;-;-;0;1.4;-;-
CHM;19001024;-;-;-;-;-;-;0;5.5;-;-
CHM;19001025;-;-;-;-;-;-;0;7.9;-;-
CHM;19001026;-;-;-;-;-;-;2;6.4;-;-
CHM;19001027;-;-;-;-;-;-;0;1.2;-;-
CHM;19001028;-;-;-;-;-;-;0;3.3;-;-
CHM;19001029;-;-;-;-;-;-;18.2;6.3;-;-
CHM;19001030;-;-;-;-;-;-;0;9.2;-;-
CHM;19001031;-;-;-;-;-;-;0;8.6;-;-
CHM;19001101;-;-;-;-;-;-;5.5;9.3;-;-
CHM;19001102;-;-;-;-;-;-;0;5;-;-
CHM;19001103;-;-;-;-;-;-;0;4.3;-;-
CHM;19001104;-;-;-;-;-;-;0;3;-;-
CHM;19001105;-;-;-;-;-;-;0;5.4;-;-
CHM;19001106;-;-;-;-;-;-;0;5.8;-;-
CHM;19001107;-;-;-;-;-;-;3;2.5;-;-
CHM;19001108;-;-;-;-;-;-;0;2.8;-;-
CHM;19001109;-;-;-;-;-;-;0;3.2;-;-
CHM;19001110;-;-;-;-;-;-;10;3.4;-;-
CHM;19001111;-;-;-;-;-;-;0;1;-;-
CHM;19001112;-;-;-;-;-;-;0;-0.4;-;-
CHM;19001113;-;-;-;-;-;-;0;1.4;-;-
CHM;19001114;-;-;-;-;-;-;16;2.5;-;-
CHM;19001115;-;-;-;-;-;-;0;2.3;-;-
CHM;19001116;-;-;-;-;-;-;8.4;2.7;-;-
CHM;19001117;-;-;-;-;-;-;6.8;3;-;-
CHM;19001118;-;-;-;-;-;-;9.8;-0.2;-;-
CHM;19001119;-;-;-;-;-;-;0;-0.1;-;-
CHM;19001120;-;-;-;-;-;-;0;-0.2;-;-
CHM;19001121;-;-;-;-;-;-;0;-0.8;-;-
CHM;19001122;-;-;-;-;-;-;0;-0.1;-;-
CHM;19001123;-;-;-;-;-;-;0;-0.2;-;-
CHM;19001124;-;-;-;-;-;-;2.4;0.6;-;-
CHM;19001125;-;-;-;-;-;-;15.1;-0.1;-;-
CHM;19001126;-;-;-;-;-;-;0;0.3;-;-
CHM;19001127;-;-;-;-;-;-;0;-0.4;-;-
CHM;19001128;-;-;-;-;-;-;0;3.3;-;-
CHM;19001129;-;-;-;-;-;-;0;3.8;-;-
CHM;19001130;-;-;-;-;-;-;0;-2.2;-;-
CHM;19001201;-;-;-;-;-;-;0;-2.2;-;-
CHM;19001202;-;-;-;-;-;-;0;-1.6;-;-
CHM;19001203;-;-;-;-;-;-;0;-1.6;-;-
CHM;19001204;-;-;-;-;-;-;58.2;1.8;-;-
CHM;19001205;-;-;-;-;-;-;22;6.2;-;-
CHM;19001206;-;-;-;-;-;-;20;6.2;-;-
CHM;19001207;-;-;-;-;-;-;7.5;0.5;-;-
CHM;19001208;-;-;-;-;-;-;0;0.4;-;-
CHM;19001209;-;-;-;-;-;-;0;0.9;-;-
CHM;19001210;-;-;-;-;-;-;0;1.4;-;-
CHM;19001211;-;-;-;-;-;-;0;4;-;-
CHM;19001212;-;-;-;-;-;-;0;4.4;-;-
CHM;19001213;-;-;-;-;-;-;0;6.9;-;-
CHM;19001214;-;-;-;-;-;-;0;2.4;-;-
CHM;19001215;-;-;-;-;-;-;0;2.6;-;-
CHM;19001216;-;-;-;-;-;-;0;0.6;-;-
CHM;19001217;-;-;-;-;-;-;0;6.5;-;-
CHM;19001218;-;-;-;-;-;-;0;5.3;-;-
CHM;19001219;-;-;-;-;-;-;0;1.8;-;-
CHM;19001220;-;-;-;-;-;-;0;2;-;-
CHM;19001221;-;-;-;-;-;-;2;1.1;-;-
CHM;19001222;-;-;-;-;-;-;4.2;0.3;-;-
CHM;19001223;-;-;-;-;-;-;2.8;2.1;-;-
CHM;19001224;-;-;-;-;-;-;0;3.3;-;-
CHM;19001225;-;-;-;-;-;-;0;2.3;-;-
CHM;19001226;-;-;-;-;-;-;0;0.1;-;-
CHM;19001227;-;-;-;-;-;-;0;2;-;-
CHM;19001228;-;-;-;-;-;-;19.2;0.8;-;-
CHM;19001229;-;-;-;-;-;-;2;-1.4;-;-
CHM;19001230;-;-;-;-;-;-;4.8;2;-;-
CHM;19001231;-;-;-;-;-;-;0.3;-0.4;-;-
CHM;19010101;-;-;-;-;-;-;0;-1.4;-;-
CHM;19010102;-;-;-;-;-;-;0;-2.3;-;-
CHM;19010103;-;-;-;-;-;-;0;-7.9;-;-
CHM;19010104;-;-;-;-;-;-;0;-12.4;-;-
CHM;19010105;-;-;-;-;-;-;0;-15.3;-;-
CHM;19010106;-;-;-;-;-;-;0;-12;-;-
CHM;19010107;-;-;-;-;-;-;0;-6.3;-;-
CHM;19010108;-;-;-;-;-;-;0;-1.2;-;-
CHM;19010109;-;-;-;-;-;-;0;2.5;-;-
CHM;19010110;-;-;-;-;-;-;0;1.8;-;-
CHM;19010111;-;-;-;-;-;-;0;1.5;-;-
CHM;19010112;-;-;-;-;-;-;0;0.9;-;-
CHM;19010113;-;-;-;-;-;-;0;-4.6;-;-
CHM;19010114;-;-;-;-;-;-;0;-4.8;-;-
CHM;19010115;-;-;-;-;-;-;0;-0.8;-;-
CHM;19010116;-;-;-;-;-;-;0;0.8;-;-
CHM;19010117;-;-;-;-;-;-;0;-0.3;-;-
CHM;19010118;-;-;-;-;-;-;0;1.1;-;-
CHM;19010119;-;-;-;-;-;-;0;2.9;-;-
CHM;19010120;-;-;-;-;-;-;1.8;0.1;-;-
CHM;19010121;-;-;-;-;-;-;2.8;0;-;-
CHM;19010122;-;-;-;-;-;-;0;4.9;-;-
CHM;19010123;-;-;-;-;-;-;0;1.9;-;-
CHM;19010124;-;-;-;-;-;-;0;6.7;-;-
CHM;19010125;-;-;-;-;-;-;0;3.9;-;-
CHM;19010126;-;-;-;-;-;-;25.3;-2.8;-;-
CHM;19010127;-;-;-;-;-;-;10.5;-1.3;-;-
CHM;19010128;-;-;-;-;-;-;9.5;-1.6;-;-
CHM;19010129;-;-;-;-;-;-;4.5;-6.6;-;-
CHM;19010130;-;-;-;-;-;-;0;-8.4;-;-
CHM;19010131;-;-;-;-;-;-;0;-7.5;-;-
CHM;19010201;-;-;-;-;-;-;0.5;-5.6;-;-
CHM;19010202;-;-;-;-;-;-;0;-5.2;-;-
CHM;19010203;-;-;-;-;-;-;5;-5.3;-;-
CHM;19010204;-;-;-;-;-;-;23.3;-3.4;-;-
CHM;19010205;-;-;-;-;-;-;3.5;-2.8;-;-
CHM;19010206;-;-;-;-;-;-;15;-5;-;-
CHM;19010207;-;-;-;-;-;-;0;-5.8;-;-
CHM;19010208;-;-;-;-;-;-;0;-6.5;-;-
CHM;19010209;-;-;-;-;-;-;0;-5.9;-;-
CHM;19010210;-;-;-;-;-;-;0;-4.8;-;-
CHM;19010211;-;-;-;-;-;-;0;-6.3;-;-
CHM;19010212;-;-;-;-;-;-;0;-11.1;-;-
CHM;19010213;-;-;-;-;-;-;5.2;-9.4;-;-
CHM;19010214;-;-;-;-;-;-;0;-13.8;-;-
CHM;19010215;-;-;-;-;-;-;0;-15;-;-
CHM;19010216;-;-;-;-;-;-;9.8;-11.9;-;-
CHM;19010217;-;-;-;-;-;-;3.8;-8.1;-;-
CHM;19010218;-;-;-;-;-;-;0;-10.2;-;-
CHM;19010219;-;-;-;-;-;-;0;-12.3;-;-
CHM;19010220;-;-;-;-;-;-;0;-12.5;-;-
CHM;19010221;-;-;-;-;-;-;0;-12.1;-;-
CHM;19010222;-;-;-;-;-;-;0;-9.5;-;-
CHM;19010223;-;-;-;-;-;-;0;-5.5;-;-
CHM;19010224;-;-;-;-;-;-;0;-3.8;-;-
CHM;19010225;-;-;-;-;-;-;0;-3;-;-
CHM;19010226;-;-;-;-;-;-;0;-0.7;-;-
CHM;19010227;-;-;-;-;-;-;0;0.1;-;-
CHM;19010228;-;-;-;-;-;-;9.6;0.6;-;-
CHM;19010301;-;-;-;-;-;-;6.8;1.2;-;-
CHM;19010302;-;-;-;-;-;-;2.3;1.8;-;-
CHM;19010303;-;-;-;-;-;-;20;0.1;-;-
CHM;19010304;-;-;-;-;-;-;11.5;-1.5;-;-
CHM;19010305;-;-;-;-;-;-;2.2;1;-;-
CHM;19010306;-;-;-;-;-;-;2.4;0.8;-;-
CHM;19010307;-;-;-;-;-;-;0;-3;-;-
CHM;19010308;-;-;-;-;-;-;0;-1.9;-;-
CHM;19010309;-;-;-;-;-;-;0;-2.8;-;-
CHM;19010310;-;-;-;-;-;-;0.9;-2.8;-;-
CHM;19010311;-;-;-;-;-;-;0;-3;-;-
CHM;19010312;-;-;-;-;-;-;6.2;-5.8;-;-
CHM;19010313;-;-;-;-;-;-;0;-2.3;-;-
CHM;19010314;-;-;-;-;-;-;0;0.9;-;-
CHM;19010315;-;-;-;-;-;-;3;3.3;-;-
CHM;19010316;-;-;-;-;-;-;0.1;0.6;-;-
CHM;19010317;-;-;-;-;-;-;2.6;2.7;-;-
CHM;19010318;-;-;-;-;-;-;0;2.5;-;-
CHM;19010319;-;-;-;-;-;-;0;4.9;-;-
CHM;19010320;-;-;-;-;-;-;16.2;0.9;-;-
CHM;19010321;-;-;-;-;-;-;0;-2.8;-;-
CHM;19010322;-;-;-;-;-;-;0;-6.4;-;-
CHM;19010323;-;-;-;-;-;-;0;-7.3;-;-
CHM;19010324;-;-;-;-;-;-;0;-5.5;-;-
CHM;19010325;-;-;-;-;-;-;0;-3.6;-;-
CHM;19010326;-;-;-;-;-;-;0;-5.2;-;-
CHM;19010327;-;-;-;-;-;-;0.4;-7.8;-;-
CHM;19010328;-;-;-;-;-;-;7.4;-8;-;-
CHM;19010329;-;-;-;-;-;-;0;-8.6;-;-
CHM;19010330;-;-;-;-;-;-;0;-0.6;-;-
CHM;19010331;-;-;-;-;-;-;0;5.9;-;-
CHM;19010401;-;-;-;-;-;-;10;3.8;-;-
CHM;19010402;-;-;-;-;-;-;4;5.3;-;-
CHM;19010403;-;-;-;-;-;-;0;6.7;-;-
CHM;19010404;-;-;-;-;-;-;8.2;7.8;-;-
CHM;19010405;-;-;-;-;-;-;9.2;7.4;-;-
CHM;19010406;-;-;-;-;-;-;20.5;6.3;-;-
CHM;19010407;-;-;-;-;-;-;26;7.6;-;-
CHM;19010408;-;-;-;-;-;-;0;10.1;-;-
CHM;19010409;-;-;-;-;-;-;22.8;7.6;-;-
CHM;19010410;-;-;-;-;-;-;12.5;0.9;-;-
CHM;19010411;-;-;-;-;-;-;2.5;4.3;-;-
CHM;19010412;-;-;-;-;-;-;7.5;0.6;-;-
CHM;19010413;-;-;-;-;-;-;9;-0.7;-;-
CHM;19010414;-;-;-;-;-;-;11;1.8;-;-
CHM;19010415;-;-;-;-;-;-;3.9;4;-;-
CHM;19010416;-;-;-;-;-;-;4;-0.6;-;-
CHM;19010417;-;-;-;-;-;-;1.8;1.1;-;-
CHM;19010418;-;-;-;-;-;-;0;-1.7;-;-
CHM;19010419;-;-;-;-;-;-;0;1.8;-;-
CHM;19010420;-;-;-;-;-;-;0;6.7;-;-
CHM;19010421;-;-;-;-;-;-;0;8.8;-;-
CHM;19010422;-;-;-;-;-;-;0;9.6;-;-
CHM;19010423;-;-;-;-;-;-;0;10.4;-;-
CHM;19010424;-;-;-;-;-;-;0;7.8;-;-
CHM;19010425;-;-;-;-;-;-;0;8.8;-;-
CHM;19010426;-;-;-;-;-;-;8.4;8.2;-;-
CHM;19010427;-;-;-;-;-;-;1.5;5.6;-;-
CHM;19010428;-;-;-;-;-;-;3;3.4;-;-
CHM;19010429;-;-;-;-;-;-;9.9;1.7;-;-
CHM;19010430;-;-;-;-;-;-;0.4;0.3;-;-
CHM;19010501;-;-;-;-;-;-;0;3.5;-;-
CHM;19010502;-;-;-;-;-;-;0;8.1;-;-
CHM;19010503;-;-;-;-;-;-;1.5;7.8;-;-
CHM;19010504;-;-;-;-;-;-;0;9.4;-;-
CHM;19010505;-;-;-;-;-;-;0;10;-;-
CHM;19010506;-;-;-;-;-;-;15;7.3;-;-
CHM;19010507;-;-;-;-;-;-;3;4;-;-
CHM;19010508;-;-;-;-;-;-;1.5;2.5;-;-
CHM;19010509;-;-;-;-;-;-;0;4.6;-;-
CHM;19010510;-;-;-;-;-;-;0;4.3;-;-
CHM;19010511;-;-;-;-;-;-;0.4;4.8;-;-
CHM;19010512;-;-;-;-;-;-;0;8.3;-;-
CHM;19010513;-;-;-;-;-;-;0;12.8;-;-
CHM;19010514;-;-;-;-;-;-;0;12.1;-;-
CHM;19010515;-;-;-;-;-;-;0;12.2;-;-
CHM;19010516;-;-;-;-;-;-;0;8.3;-;-
CHM;19010517;-;-;-;-;-;-;0;7.8;-;-
CHM;19010518;-;-;-;-;-;-;0;8.9;-;-
CHM;19010519;-;-;-;-;-;-;0;10.1;-;-
CHM;19010520;-;-;-;-;-;-;0;11.8;-;-
CHM;19010521;-;-;-;-;-;-;0;12.5;-;-
CHM;19010522;-;-;-;-;-;-;7.8;12.5;-;-
CHM;19010523;-;-;-;-;-;-;0;10.9;-;-
CHM;19010524;-;-;-;-;-;-;0;11.1;-;-
CHM;19010525;-;-;-;-;-;-;0;12.6;-;-
CHM;19010526;-;-;-;-;-;-;0;12.6;-;-
CHM;19010527;-;-;-;-;-;-;0;12.8;-;-
CHM;19010528;-;-;-;-;-;-;0;14.4;-;-
CHM;19010529;-;-;-;-;-;-;0;14.6;-;-
CHM;19010530;-;-;-;-;-;-;0;15.7;-;-
CHM;19010531;-;-;-;-;-;-;0;16.6;-;-
CHM;19010601;-;-;-;-;-;-;0;19;-;-
CHM;19010602;-;-;-;-;-;-;64.4;18.6;-;-
CHM;19010603;-;-;-;-;-;-;2;13.1;-;-
CHM;19010604;-;-;-;-;-;-;7.2;14.8;-;-
CHM;19010605;-;-;-;-;-;-;0;16.4;-;-
CHM;19010606;-;-;-;-;-;-;0;16.2;-;-
CHM;19010607;-;-;-;-;-;-;0;16.7;-;-
CHM;19010608;-;-;-;-;-;-;3.8;18.1;-;-
CHM;19010609;-;-;-;-;-;-;49.5;12.5;-;-
CHM;19010610;-;-;-;-;-;-;19.9;12.1;-;-
CHM;19010611;-;-;-;-;-;-;0;11.9;-;-
CHM;19010612;-;-;-;-;-;-;0;11.9;-;-
CHM;19010613;-;-;-;-;-;-;0.1;8.5;-;-
CHM;19010614;-;-;-;-;-;-;36.6;10.1;-;-
CHM;19010615;-;-;-;-;-;-;16.6;5.3;-;-
CHM;19010616;-;-;-;-;-;-;0.2;5.4;-;-
CHM;19010617;-;-;-;-;-;-;7.5;8;-;-
CHM;19010618;-;-;-;-;-;-;3.5;2.7;-;-
CHM;19010619;-;-;-;-;-;-;0.2;4;-;-
CHM;19010620;-;-;-;-;-;-;0;10.1;-;-
CHM;19010621;-;-;-;-;-;-;0;14;-;-
CHM;19010622;-;-;-;-;-;-;0;16.4;-;-
CHM;19010623;-;-;-;-;-;-;0;17.2;-;-
CHM;19010624;-;-;-;-;-;-;1.6;11.7;-;-
CHM;19010625;-;-;-;-;-;-;0;11.2;-;-
CHM;19010626;-;-;-;-;-;-;0;12.6;-;-
CHM;19010627;-;-;-;-;-;-;0;13.6;-;-
CHM;19010628;-;-;-;-;-;-;0.2;14.8;-;-
CHM;19010629;-;-;-;-;-;-;9.2;14.8;-;-
CHM;19010630;-;-;-;-;-;-;18;17;-;-
CHM;19010701;-;-;-;-;-;-;2;11.6;-;-
CHM;19010702;-;-;-;-;-;-;7.5;10.2;-;-
CHM;19010703;-;-;-;-;-;-;0;11.5;-;-
CHM;19010704;-;-;-;-;-;-;0.4;10;-;-
CHM;19010705;-;-;-;-;-;-;0;13.7;-;-
CHM;19010706;-;-;-;-;-;-;0;13.4;-;-
CHM;19010707;-;-;-;-;-;-;0;14.2;-;-
CHM;19010708;-;-;-;-;-;-;0;16;-;-
CHM;19010709;-;-;-;-;-;-;0;17.5;-;-
CHM;19010710;-;-;-;-;-;-;0;17.5;-;-
CHM;19010711;-;-;-;-;-;-;0;15.9;-;-
CHM;19010712;-;-;-;-;-;-;0;16.9;-;-
CHM;19010713;-;-;-;-;-;-;0;17.9;-;-
CHM;19010714;-;-;-;-;-;-;0.2;17.1;-;-
CHM;19010715;-;-;-;-;-;-;10;15.4;-;-
CHM;19010716;-;-;-;-;-;-;0;16.3;-;-
CHM;19010717;-;-;-;-;-;-;0;17;-;-
CHM;19010718;-;-;-;-;-;-;0;18;-;-
CHM;19010719;-;-;-;-;-;-;0;18.3;-;-
CHM;19010720;-;-;-;-;-;-;0;16.8;-;-
CHM;19010721;-;-;-;-;-;-;5.5;17.8;-;-
CHM;19010722;-;-;-;-;-;-;0.5;14.8;-;-
CHM;19010723;-;-;-;-;-;-;2.4;14;-;-
CHM;19010724;-;-;-;-;-;-;4.4;14.3;-;-
CHM;19010725;-;-;-;-;-;-;0.8;14.6;-;-
CHM;19010726;-;-;-;-;-;-;0;16.6;-;-
CHM;19010727;-;-;-;-;-;-;6.6;15.2;-;-
CHM;19010728;-;-;-;-;-;-;31.3;12.2;-;-
CHM;19010729;-;-;-;-;-;-;29.8;16.2;-;-
CHM;19010730;-;-;-;-;-;-;0;15.9;-;-
CHM;19010731;-;-;-;-;-;-;90.5;15.8;-;-
CHM;19010801;-;-;-;-;-;-;30;10.9;-;-
CHM;19010802;-;-;-;-;-;-;14.6;10.6;-;-
CHM;19010803;-;-;-;-;-;-;0;13.6;-;-
CHM;19010804;-;-;-;-;-;-;0;14.1;-;-
CHM;19010805;-;-;-;-;-;-;0;15.4;-;-
CHM;19010806;-;-;-;-;-;-;2.2;13.7;-;-
CHM;19010807;-;-;-;-;-;-;0;14.1;-;-
CHM;19010808;-;-;-;-;-;-;0;15.9;-;-
CHM;19010809;-;-;-;-;-;-;0;18.8;-;-
CHM;19010810;-;-;-;-;-;-;2.8;16.7;-;-
CHM;19010811;-;-;-;-;-;-;2.6;16.5;-;-
CHM;19010812;-;-;-;-;-;-;12.6;14.1;-;-
CHM;19010813;-;-;-;-;-;-;0.2;11.6;-;-
CHM;19010814;-;-;-;-;-;-;0;14.6;-;-
CHM;19010815;-;-;-;-;-;-;9;12.9;-;-
CHM;19010816;-;-;-;-;-;-;0;12.5;-;-
CHM;19010817;-;-;-;-;-;-;0;13.4;-;-
CHM;19010818;-;-;-;-;-;-;0;15.1;-;-
CHM;19010819;-;-;-;-;-;-;0;17.5;-;-
CHM;19010820;-;-;-;-;-;-;0;16.9;-;-
CHM;19010821;-;-;-;-;-;-;0;14.3;-;-
CHM;19010822;-;-;-;-;-;-;0;14.5;-;-
CHM;19010823;-;-;-;-;-;-;0;15.6;-;-
CHM;19010824;-;-;-;-;-;-;0;16.6;-;-
CHM;19010825;-;-;-;-;-;-;25.5;16.3;-;-
CHM;19010826;-;-;-;-;-;-;2.5;10.1;-;-
CHM;19010827;-;-;-;-;-;-;5;8.4;-;-
CHM;19010828;-;-;-;-;-;-;9;7.5;-;-
CHM;19010829;-;-;-;-;-;-;0;8.4;-;-
CHM;19010830;-;-;-;-;-;-;0;9.5;-;-
CHM;19010831;-;-;-;-;-;-;0;14.4;-;-
CHM;19010901;-;-;-;-;-;-;30.8;12.5;-;-
CHM;19010902;-;-;-;-;-;-;1.5;13;-;-
CHM;19010903;-;-;-;-;-;-;12.2;13.3;-;-
CHM;19010904;-;-;-;-;-;-;2.5;11.1;-;-
CHM;19010905;-;-;-;-;-;-;0.2;8.6;-;-
CHM;19010906;-;-;-;-;-;-;5.3;9.7;-;-
CHM;19010907;-;-;-;-;-;-;0;12.1;-;-
CHM;19010908;-;-;-;-;-;-;0;15.5;-;-
CHM;19010909;-;-;-;-;-;-;5.8;15.7;-;-
CHM;19010910;-;-;-;-;-;-;17.5;13.1;-;-
CHM;19010911;-;-;-;-;-;-;28.4;10.9;-;-
CHM;19010912;-;-;-;-;-;-;12.8;7.6;-;-
CHM;19010913;-;-;-;-;-;-;5.4;7.1;-;-
CHM;19010914;-;-;-;-;-;-;5.6;5.9;-;-
CHM;19010915;-;-;-;-;-;-;5.2;6.7;-;-
CHM;19010916;-;-;-;-;-;-;0;6.4;-;-
CHM;19010917;-;-;-;-;-;-;22;8.3;-;-
CHM;19010918;-;-;-;-;-;-;0;10.1;-;-
CHM;19010919;-;-;-;-;-;-;0;9.9;-;-
CHM;19010920;-;-;-;-;-;-;0;12.2;-;-
CHM;19010921;-;-;-;-;-;-;0;14.3;-;-
CHM;19010922;-;-;-;-;-;-;0;12.9;-;-
CHM;19010923;-;-;-;-;-;-;0;13.5;-;-
CHM;19010924;-;-;-;-;-;-;6.4;10.3;-;-
CHM;19010925;-;-;-;-;-;-;5.4;8.6;-;-
CHM;19010926;-;-;-;-;-;-;4.8;9.6;-;-
CHM;19010927;-;-;-;-;-;-;0;10;-;-
CHM;19010928;-;-;-;-;-;-;0;11;-;-
CHM;19010929;-;-;-;-;-;-;0;11.1;-;-
CHM;19010930;-;-;-;-;-;-;0;11.6;-;-
CHM;19011001;-;-;-;-;-;-;2.4;12.7;-;-
CHM;19011002;-;-;-;-;-;-;0.4;11.1;-;-
CHM;19011003;-;-;-;-;-;-;4.5;10;-;-
CHM;19011004;-;-;-;-;-;-;0.2;8.1;-;-
CHM;19011005;-;-;-;-;-;-;0;7.6;-;-
CHM;19011006;-;-;-;-;-;-;18.5;7.3;-;-
CHM;19011007;-;-;-;-;-;-;5;0.3;-;-
CHM;19011008;-;-;-;-;-;-;13;1.4;-;-
CHM;19011009;-;-;-;-;-;-;24;4.4;-;-
CHM;19011010;-;-;-;-;-;-;0;3.5;-;-
CHM;19011011;-;-;-;-;-;-;0;3.2;-;-
CHM;19011012;-;-;-;-;-;-;0;3.8;-;-
CHM;19011013;-;-;-;-;-;-;0;3;-;-
CHM;19011014;-;-;-;-;-;-;0;4.7;-;-
CHM;19011015;-;-;-;-;-;-;0;7.3;-;-
CHM;19011016;-;-;-;-;-;-;0;7.7;-;-
CHM;19011017;-;-;-;-;-;-;0.2;8.3;-;-
CHM;19011018;-;-;-;-;-;-;0;9.4;-;-
CHM;19011019;-;-;-;-;-;-;0;9.4;-;-
CHM;19011020;-;-;-;-;-;-;0;9.5;-;-
CHM;19011021;-;-;-;-;-;-;0;7.7;-;-
CHM;19011022;-;-;-;-;-;-;10;5.4;-;-
CHM;19011023;-;-;-;-;-;-;0.1;4.1;-;-
CHM;19011024;-;-;-;-;-;-;0;4.3;-;-
CHM;19011025;-;-;-;-;-;-;0;4.8;-;-
CHM;19011026;-;-;-;-;-;-;0;4.3;-;-
CHM;19011027;-;-;-;-;-;-;0;2.5;-;-
CHM;19011028;-;-;-;-;-;-;0;2;-;-
CHM;19011029;-;-;-;-;-;-;0;3.8;-;-
CHM;19011030;-;-;-;-;-;-;0;1.5;-;-
CHM;19011031;-;-;-;-;-;-;0;1.8;-;-
CHM;19011101;-;-;-;-;-;-;0;-0.3;-;-
CHM;19011102;-;-;-;-;-;-;0;-0.1;-;-
CHM;19011103;-;-;-;-;-;-;0;3.2;-;-
CHM;19011104;-;-;-;-;-;-;0;1.6;-;-
CHM;19011105;-;-;-;-;-;-;0;1.7;-;-
CHM;19011106;-;-;-;-;-;-;0;3.3;-;-
CHM;19011107;-;-;-;-;-;-;0;4.3;-;-
CHM;19011108;-;-;-;-;-;-;0;2.2;-;-
CHM;19011109;-;-;-;-;-;-;0;-0.4;-;-
CHM;19011110;-;-;-;-;-;-;0;1.5;-;-
CHM;19011111;-;-;-;-;-;-;0;-1;-;-
CHM;19011112;-;-;-;-;-;-;0;4.9;-;-
CHM;19011113;-;-;-;-;-;-;10.8;5;-;-
CHM;19011114;-;-;-;-;-;-;0;1.1;-;-
CHM;19011115;-;-;-;-;-;-;15.6;1.4;-;-
CHM;19011116;-;-;-;-;-;-;11;-2.4;-;-
CHM;19011117;-;-;-;-;-;-;0;-3.8;-;-
CHM;19011118;-;-;-;-;-;-;0;-4.3;-;-
CHM;19011119;-;-;-;-;-;-;0;-2.2;-;-
CHM;19011120;-;-;-;-;-;-;0;-1.5;-;-
CHM;19011121;-;-;-;-;-;-;0;0.4;-;-
CHM;19011122;-;-;-;-;-;-;0;1.6;-;-
CHM;19011123;-;-;-;-;-;-;0;-2.8;-;-
CHM;19011124;-;-;-;-;-;-;0;-7.8;-;-
CHM;19011125;-;-;-;-;-;-;0;-8;-;-
CHM;19011126;-;-;-;-;-;-;0;-7.9;-;-
CHM;19011127;-;-;-;-;-;-;0;-6.7;-;-
CHM;19011128;-;-;-;-;-;-;0;-4.3;-;-
CHM;19011129;-;-;-;-;-;-;0;-4.9;-;-
CHM;19011130;-;-;-;-;-;-;0;-3.8;-;-
CHM;19011201;-;-;-;-;-;-;0;-2.8;-;-
CHM;19011202;-;-;-;-;-;-;0;-0.4;-;-
CHM;19011203;-;-;-;-;-;-;0;-1.8;-;-
CHM;19011204;-;-;-;-;-;-;0;-2.2;-;-
CHM;19011205;-;-;-;-;-;-;0;-4.1;-;-
CHM;19011206;-;-;-;-;-;-;0;-2.3;-;-
CHM;19011207;-;-;-;-;-;-;0;-0.6;-;-
CHM;19011208;-;-;-;-;-;-;28;1.8;-;-
CHM;19011209;-;-;-;-;-;-;11;2.3;-;-
CHM;19011210;-;-;-;-;-;-;2.2;-2.8;-;-
CHM;19011211;-;-;-;-;-;-;9;-4.5;-;-
CHM;19011212;-;-;-;-;-;-;13;-3.8;-;-
CHM;19011213;-;-;-;-;-;-;9.6;-2.3;-;-
CHM;19011214;-;-;-;-;-;-;3.5;-4.2;-;-
CHM;19011215;-;-;-;-;-;-;3.2;-4.4;-;-
CHM;19011216;-;-;-;-;-;-;0;-5.2;-;-
CHM;19011217;-;-;-;-;-;-;0;-4;-;-
CHM;19011218;-;-;-;-;-;-;0;-1.6;-;-
CHM;19011219;-;-;-;-;-;-;0;0;-;-
CHM;19011220;-;-;-;-;-;-;0;-2.3;-;-
CHM;19011221;-;-;-;-;-;-;0;-2.8;-;-
CHM;19011222;-;-;-;-;-;-;0;-4.3;-;-
CHM;19011223;-;-;-;-;-;-;0;-5;-;-
CHM;19011224;-;-;-;-;-;-;6.2;-1.4;-;-
CHM;19011225;-;-;-;-;-;-;2;-0.1;-;-
CHM;19011226;-;-;-;-;-;-;0;-2.3;-;-
CHM;19011227;-;-;-;-;-;-;3.5;-3.9;-;-
CHM;19011228;-;-;-;-;-;-;3.5;-4;-;-
CHM;19011229;-;-;-;-;-;-;8;-1.4;-;-
CHM;19011230;-;-;-;-;-;-;3.8;2.5;-;-
CHM;19011231;-;-;-;-;-;-;0;3;-;-
CHM;19020101;-;-;-;-;-;-;0;5.5;-;-
CHM;19020102;-;-;-;-;-;-;16.5;3;-;-
CHM;19020103;-;-;-;-;-;-;0;2.7;-;-
CHM;19020104;-;-;-;-;-;-;0;5.7;-;-
CHM;19020105;-;-;-;-;-;-;0;0;-;-
CHM;19020106;-;-;-;-;-;-;0;-1.6;-;-
CHM;19020107;-;-;-;-;-;-;0;-0.2;-;-
CHM;19020108;-;-;-;-;-;-;0;3.9;-;-
CHM;19020109;-;-;-;-;-;-;0;6;-;-
CHM;19020110;-;-;-;-;-;-;0;5.1;-;-
CHM;19020111;-;-;-;-;-;-;0;3.1;-;-
CHM;19020112;-;-;-;-;-;-;0;1.5;-;-
CHM;19020113;-;-;-;-;-;-;0;0.4;-;-
CHM;19020114;-;-;-;-;-;-;0;-2.4;-;-
CHM;19020115;-;-;-;-;-;-;0;-7.9;-;-
CHM;19020116;-;-;-;-;-;-;0;-3;-;-
