stn;time;" Globalstrahlung (W/m); Tagesmittel";Gesamtschneehoehe (cm);Gesamtbewoelkung (min);Luftdruck auf Stationshoehe (hpa);Niederschlag (mm);Durchschnittstemperatur (¡C);Sonnenscheindauer (min);Tiefsttemperatur (¡C);Maximaltemperatur (¡C);Relative Luftfeuchtigkeit (%)
DAV;18790322;-;-;-;826.6;3;1.6;-;-;-;-
DAV;18790323;-;-;-;825.2;0;0.3;-;-;-;-
DAV;18790324;-;-;-;826.3;0;-0.4;-;-4;4;-
DAV;18790325;-;-;-;829.5;3.4;-0.2;-;-;-;-
DAV;18790326;-;-;-;829.9;3.2;0.3;-;-2;5;-
DAV;18790327;-;-;-;828.2;0;-0.9;-;-8;6;-
DAV;18790328;-;-;-;830.4;8.7;0.8;-;-4;7.5;-
DAV;18790329;-;-;-;839.8;0.1;-0.4;-;-2.5;5.5;-
DAV;18790330;-;-;-;840.1;0;2.8;-;-3;9;-
DAV;18790331;-;-;-;841.2;0;4.2;-;1;10;-
DAV;18790401;-;-;-;840.9;0;4.6;-;0;11;-
DAV;18790402;-;-;-;829.9;8.1;3.7;-;-3;10.5;-
DAV;18790403;-;-;-;824.9;3.5;-1.6;-;-3;2;-
DAV;18790404;-;-;-;831.8;0;-1.6;-;-4;2;-
DAV;18790405;-;-;-;835.7;0;-0.6;-;-4;3;-
DAV;18790406;-;-;-;834.7;0;-0.2;-;-6;8;-
DAV;18790407;-;-;-;828.3;0;3.2;-;-0.5;9;-
DAV;18790408;-;-;-;822.6;0;3.3;-;0;8;-
DAV;18790409;-;-;-;824.8;8.5;0.2;-;-5.5;8;-
DAV;18790410;-;-;-;828.1;0;1.1;-;-1;9;-
DAV;18790411;-;-;-;828.4;1;1.1;-;-3;9;-
DAV;18790412;-;-;-;825.5;0.9;-4.1;-;-6.5;2;-
DAV;18790413;-;-;-;826.9;0;-2.8;-;-8.5;5;-
DAV;18790414;-;-;-;828.9;0.7;3.7;-;-4.5;10;-
DAV;18790415;-;-;-;828.5;16.7;3.4;-;1.5;10;-
DAV;18790416;-;-;-;827;2;1.9;-;0;9;-
DAV;18790417;-;-;-;824.7;8.1;-2;-;-3.3;1.5;-
DAV;18790418;-;-;-;831;0.7;-2.4;-;-5;4;-
DAV;18790419;-;-;-;836;0;-2;-;-4.5;8;-
DAV;18790420;-;-;-;835.2;0;1.9;-;-4.1;10;-
DAV;18790421;-;-;-;826.2;4.4;2.9;-;0;9;-
DAV;18790422;-;-;-;828.3;0;1.6;-;-0.5;7.5;-
DAV;18790423;-;-;-;829.4;0;0.9;-;-1;9.5;-
DAV;18790424;-;-;-;832.5;5.3;1.7;-;-2;10;-
DAV;18790425;-;-;-;839.8;7.3;1.1;-;-0.5;7;-
DAV;18790426;-;-;-;836.4;1.6;1.4;-;-2;8.5;-
DAV;18790427;-;-;-;830.5;1.6;1.8;-;-2.5;9;-
DAV;18790428;-;-;-;829.2;0.9;0.4;-;-1.5;5;-
DAV;18790429;-;-;-;836.6;0.3;0.2;-;-1.3;6;-
DAV;18790430;-;-;-;839.2;0;-1.6;-;-3;5.5;-
DAV;18790501;-;-;-;838.1;0.1;-2.3;-;-6;2;-
DAV;18790502;-;-;-;836;0;0.8;-;-3;6;-
DAV;18790503;-;-;-;839;0.1;-0.4;-;-3;2;-
DAV;18790504;-;-;-;840.1;1.1;-0.7;-;-4;2;-
DAV;18790505;-;-;-;842.8;0;2.5;-;-0.7;9;-
DAV;18790506;-;-;-;838.5;0;2.8;-;-3;9;-
DAV;18790507;-;-;-;830;15.4;1.8;-;-2;7;-
DAV;18790508;-;-;-;832.6;0.1;2.8;-;-1;10;-
DAV;18790509;-;-;-;827.6;4.6;5.4;-;-1;11;-
DAV;18790510;-;-;-;829.9;0.7;-0.5;-;-3;1;-
DAV;18790511;-;-;-;836.7;0.2;-0.9;-;-4;1.7;-
DAV;18790512;-;-;-;841;0.1;-0.8;-;-3;2;-
DAV;18790513;-;-;-;844.8;0;0.8;-;-5;3.7;-
DAV;18790514;-;-;-;843.6;0;4.3;-;0;9;-
DAV;18790515;-;-;-;842.3;12;4.3;-;-1;9;-
DAV;18790516;-;-;-;841.3;8.5;0.2;-;-2;2.1;-
DAV;18790517;-;-;-;839.1;0.5;0.7;-;-1;3;-
DAV;18790518;-;-;-;834.4;0;3;-;-2;9;-
DAV;18790519;-;-;-;835.1;0;4.4;-;-2;10;-
DAV;18790520;-;-;-;840.2;2.7;7;-;-3;12;-
DAV;18790521;-;-;-;844.6;0;6.8;-;0;11;-
DAV;18790522;-;-;-;846.1;0;8;-;0.5;15;-
DAV;18790523;-;-;-;845.7;0;7.8;-;-2;13.3;-
DAV;18790524;-;-;-;841.8;0;4.7;-;1;10.5;-
DAV;18790525;-;-;-;838.7;0;8.8;-;3;13;-
DAV;18790526;-;-;-;834.9;0;8.9;-;5;15.1;-
DAV;18790527;-;-;-;830.9;0.1;7.8;-;-1;14;-
DAV;18790528;-;-;-;833.9;25.4;9.1;-;-1;13;-
DAV;18790529;-;-;-;840.5;0;4.8;-;1.3;11;-
DAV;18790530;-;-;-;844.7;8.6;9.9;-;-1;14;-
DAV;18790531;-;-;-;841.7;2;8.7;-;5;16;-
DAV;18790601;-;-;-;841.6;6.1;7.2;-;3.5;13;-
DAV;18790602;-;-;-;844.3;0;6.3;-;2;14;-
DAV;18790603;-;-;-;842.8;0.6;10.5;-;1;16;-
DAV;18790604;-;-;-;844.2;0;8.3;-;3;16;-
DAV;18790605;-;-;-;843.3;0;11.6;-;6.5;19;-
DAV;18790606;-;-;-;840.9;10;10.3;-;3;15;-
DAV;18790607;-;-;-;841.3;0.3;11.4;-;8;18;-
DAV;18790608;-;-;-;840.1;0;12.9;-;7;17;-
DAV;18790609;-;-;-;843.2;0;10.5;-;3;15;-
DAV;18790610;-;-;-;846.4;0.6;10.1;-;2;18;-
DAV;18790611;-;-;-;848.7;0;11.3;-;4;20;-
DAV;18790612;-;-;-;848;10.6;8;-;4;17;-
DAV;18790613;-;-;-;848.1;2;6.2;-;3;11;-
DAV;18790614;-;-;-;847.9;0.3;5.2;-;-1;11;-
DAV;18790615;-;-;-;844.7;0;9.5;-;2;16.7;-
DAV;18790616;-;-;-;840.5;2.5;14.1;-;6;20;-
DAV;18790617;-;-;-;836;6.9;7.9;-;2;12;-
DAV;18790618;-;-;-;840.3;1;7.8;-;5;11;-
DAV;18790619;-;-;-;844.6;0;9.6;-;2;16.7;-
DAV;18790620;-;-;-;844.4;0.3;13.4;-;8;20;-
DAV;18790621;-;-;-;845.7;0.5;12.3;-;5;21;-
DAV;18790622;-;-;-;844.8;0;13;-;8;21;-
DAV;18790623;-;-;-;842.2;4.8;12.9;-;9;20;-
DAV;18790624;-;-;-;840.4;4.7;13.2;-;6;19;-
DAV;18790625;-;-;-;838.7;29.4;7.1;-;0;8;-
DAV;18790626;-;-;-;846.5;0;9.5;-;3;20;-
DAV;18790627;-;-;-;850.1;0;13.4;-;5;21;-
DAV;18790628;-;-;-;850;0;16.7;-;8;27;-
DAV;18790629;-;-;-;848.9;0;17.8;-;10;27;-
DAV;18790630;-;-;-;848.2;4.8;13.9;-;7;20;-
DAV;18790701;-;-;-;843.5;2.5;15.7;-;10;22;-
DAV;18790702;-;-;-;840.8;18.2;6.2;-;-1;16;-
DAV;18790703;-;-;-;841.1;0;9.5;-;-1;18;-
DAV;18790704;-;-;-;840.3;11.8;7.4;-;2;18;-
DAV;18790705;-;-;-;841.2;2;4.6;-;2;7;-
DAV;18790706;-;-;-;842.9;4.6;5;-;3;15;-
DAV;18790707;-;-;-;844.4;1.3;8.5;-;4.3;16;-
DAV;18790708;-;-;-;842.1;11.5;15.1;-;7;21;-
DAV;18790709;-;-;-;837.7;24.8;7.8;-;2;10;-
DAV;18790710;-;-;-;839.5;3.6;4.4;-;3;8;-
DAV;18790711;-;-;-;842.9;1.8;4.8;-;0;9;-
DAV;18790712;-;-;-;843.6;9.1;9.4;-;4;17;-
DAV;18790713;-;-;-;840.4;0;11;-;4;17;-
DAV;18790714;-;-;-;838.4;12;5.4;-;1;11;-
DAV;18790715;-;-;-;839.4;8.7;5.8;-;3;10;-
DAV;18790716;-;-;-;842.2;0;6;-;0;14;-
DAV;18790717;-;-;-;841.3;5.1;8.7;-;4.1;16;-
DAV;18790718;-;-;-;841.1;2.6;10;-;7;13;-
DAV;18790719;-;-;-;843.8;2.8;11.2;-;7;17;-
DAV;18790720;-;-;-;842.6;6.1;13.1;-;9;19;-
DAV;18790721;-;-;-;835.6;5.7;9.3;-;4;15;-
DAV;18790722;-;-;-;836.3;2.2;7;-;4;11;-
DAV;18790723;-;-;-;842.9;8.7;6.1;-;5;9;-
DAV;18790724;-;-;-;849.5;0;8.5;-;6;16;-
DAV;18790725;-;-;-;848.8;0;12.3;-;5;21;-
DAV;18790726;-;-;-;846.3;0;13.9;-;7;23;-
DAV;18790727;-;-;-;846.8;17.8;8;-;3;12;-
DAV;18790728;-;-;-;851;0;10.1;-;2;16;-
DAV;18790729;-;-;-;849.4;0;13.2;-;5;22;-
DAV;18790730;-;-;-;847.6;6.8;14.9;-;7;21;-
DAV;18790731;-;-;-;847.3;0;15.6;-;8;24;-
DAV;18790801;-;-;-;843.8;0;17.5;-;10;25;-
DAV;18790802;-;-;-;848.9;0;17.7;-;11;26;-
DAV;18790803;-;-;-;849;0;18.4;-;9;27;-
DAV;18790804;-;-;-;849.7;12.1;16.2;-;9;24;-
DAV;18790805;-;-;-;847.4;1.1;16.3;-;10;24;-
DAV;18790806;-;-;-;844.4;22.1;13.1;-;5;21;-
DAV;18790807;-;-;-;844.9;0;10.3;-;8;14;-
DAV;18790808;-;-;-;845.8;2.4;12.8;-;9;18;-
DAV;18790809;-;-;-;843.8;10.1;11.2;-;8;15;-
DAV;18790810;-;-;-;845.4;5.3;9.8;-;3;14;-
DAV;18790811;-;-;-;845;0;10.9;-;4;18;-
DAV;18790812;-;-;-;843.1;0;13.1;-;6;26;-
DAV;18790813;-;-;-;844.6;0;13.1;-;5;21;-
DAV;18790814;-;-;-;847.4;0;14.1;-;8;22;-
DAV;18790815;-;-;-;844.4;0;15.2;-;9;24;-
DAV;18790816;-;-;-;841.4;23.2;12.2;-;8;17;-
DAV;18790817;-;-;-;841.8;7;10.6;-;7;14;-
DAV;18790818;-;-;-;840.6;1.7;9.5;-;7;14;-
DAV;18790819;-;-;-;843.9;0.5;11.7;-;7;17;-
DAV;18790820;-;-;-;847.2;0;14.1;-;8;22;-
DAV;18790821;-;-;-;846.4;0;15.7;-;8;26;-
DAV;18790822;-;-;-;845.6;19.6;13.3;-;8;22;-
DAV;18790823;-;-;-;846.9;0.5;12.7;-;9;20;-
DAV;18790824;-;-;-;846.8;1.1;14.4;-;10;20;-
DAV;18790825;-;-;-;846.4;0;13.9;-;8;19;-
DAV;18790826;-;-;-;844.1;11;11;-;5;20;-
DAV;18790827;-;-;-;845.9;0;11.8;-;5;17;-
DAV;18790828;-;-;-;847.6;0;13.8;-;5;24;-
DAV;18790829;-;-;-;848.3;0;14.6;-;7;25;-
DAV;18790830;-;-;-;846.7;0;15.4;-;7;26;-
DAV;18790831;-;-;-;848.2;5.6;15;-;10;24;-
DAV;18790901;-;-;-;851.8;0;12.4;-;9;18;-
DAV;18790902;-;-;-;853.5;0;12.8;-;8;18;-
DAV;18790903;-;-;-;851.9;0;13.6;-;7;23;-
DAV;18790904;-;-;-;847.6;0;15;-;7;24;-
DAV;18790905;-;-;-;843.7;0;14.5;-;7;22;-
DAV;18790906;-;-;-;841.3;0.7;13.9;-;8;21;-
DAV;18790907;-;-;-;843.2;0;11.8;-;4;17;-
DAV;18790908;-;-;-;843.6;0.2;12.9;-;4;19;-
DAV;18790909;-;-;-;840.6;30.5;4.8;-;-2;11;-
DAV;18790910;-;-;-;843.2;0;5.2;-;0;10;-
DAV;18790911;-;-;-;845.4;0;5.1;-;-1;13;-
DAV;18790912;-;-;-;844.2;0;6.5;-;2;16;-
DAV;18790913;-;-;-;844.1;0;8.9;-;1;17;-
DAV;18790914;-;-;-;844.1;0;11.9;-;4;19;-
DAV;18790915;-;-;-;843.6;0;13.1;-;6;20;-
DAV;18790916;-;-;-;843.1;0;10.7;-;5;20;-
DAV;18790917;-;-;-;842.7;1.2;9.3;-;5;14;-
DAV;18790918;-;-;-;844.4;0;10.8;-;6;17;-
DAV;18790919;-;-;-;846.7;0;9.7;-;2;16;-
DAV;18790920;-;-;-;845.7;2.9;9.8;-;4;15;-
DAV;18790921;-;-;-;845.2;2.1;9.4;-;6;12;-
DAV;18790922;-;-;-;842;4.7;8.4;-;3;12;-
DAV;18790923;-;-;-;841.8;0;6.6;-;3;12;-
DAV;18790924;-;-;-;842.7;0;10.7;-;3;17;-
DAV;18790925;-;-;-;844.8;4.5;4.6;-;0;9;-
DAV;18790926;-;-;-;843.2;4.7;0.7;-;0;2;-
DAV;18790927;-;-;-;843.8;3.2;1.4;-;0;4;-
DAV;18790928;-;-;-;845.5;0;4.6;-;-2;12;-
DAV;18790929;-;-;-;845.8;0;3.9;-;-2;8;-
DAV;18790930;-;-;-;847;0;6.1;-;0;15;-
DAV;18791001;-;-;-;846.6;0;6.8;-;1;16;-
DAV;18791002;-;-;-;845.5;5.1;8.8;-;3.5;19;-
DAV;18791003;-;-;-;849.3;0;7.6;-;1;12;-
DAV;18791004;-;-;-;850;0;6.9;-;0.5;15;-
DAV;18791005;-;-;-;849.6;0;5.8;-;0;15;-
DAV;18791006;-;-;-;849.7;0;6.3;-;-1;15;-
DAV;18791007;-;-;-;850.3;0;6;-;-1;19;-
DAV;18791008;-;-;-;850.9;0;5.3;-;-1;15;-
DAV;18791009;-;-;-;849.4;0;5.6;-;-2;14;-
DAV;18791010;-;-;-;848.3;0;5.3;-;-2;14;-
DAV;18791011;-;-;-;851.1;0;4.6;-;-2;15;-
DAV;18791012;-;-;-;854.1;0;4.6;-;-2;14;-
DAV;18791013;-;-;-;851.8;0;5.1;-;-1;16;-
DAV;18791014;-;-;-;845.8;0;4.5;-;-3;15;-
DAV;18791015;-;-;-;837.1;1.4;2.6;-;-3;9;-
DAV;18791016;-;-;-;832.5;0.6;-2.5;-;-6;-2;-
DAV;18791017;-;-;-;837.8;3.4;-3.4;-;-8;3;-
DAV;18791018;-;-;-;836.5;7;0.7;-;-10;3;-
DAV;18791019;-;-;-;842.7;8;-0.3;-;-8.5;5;-
DAV;18791020;-;-;-;832.6;2.5;5.5;-;-6;11;-
DAV;18791021;-;-;-;834.1;1.8;-0.5;-;-4;2;-
DAV;18791022;-;-;-;839.5;0.5;-2.4;-;-10;0;-
DAV;18791023;-;-;-;842.9;0;-4.5;-;-10;2;-
DAV;18791024;-;-;-;840.6;0;-0.5;-;-7;9;-
DAV;18791025;-;-;-;838.3;0;0.1;-;-5;8;-
DAV;18791026;-;-;-;842.4;0;1;-;-4;9;-
DAV;18791027;-;-;-;845.5;0;1.2;-;-4;11;-
DAV;18791028;-;-;-;846.4;0;2.2;-;-3;12;-
DAV;18791029;-;-;-;844.3;0;3.3;-;-3;14;-
DAV;18791030;-;-;-;844.9;0;2.4;-;-3;12;-
DAV;18791031;-;-;-;842.3;0.3;4.6;-;0;11;-
DAV;18791101;-;-;-;839.2;0;2;-;-3;10;-
DAV;18791102;-;-;-;834.5;10.8;-0.4;-;-7;6;-
DAV;18791103;-;-;-;839.4;0.1;-3.1;-;-12;7;-
DAV;18791104;-;-;-;849.5;0;-5.1;-;-12;1;-
DAV;18791105;-;-;-;852.1;0;-5.3;-;-10;2;-
DAV;18791106;-;-;-;850.6;23.9;-2.8;-;-7;1;-
DAV;18791107;-;-;-;848.4;12.5;-5.2;-;-15;0;-
DAV;18791108;-;-;-;855.2;0;-8.2;-;-14;0;-
DAV;18791109;-;-;-;853.2;0;-4;-;-10;5;-
DAV;18791110;-;-;-;849.6;0;-4.5;-;-10;5;-
DAV;18791111;-;-;-;842.8;0;-1.5;-;-9;4;-
DAV;18791112;-;-;-;834.5;16.7;-3.5;-;-8;1;-
DAV;18791113;-;-;-;835.3;2.9;-7.4;-;-12;-5;-
DAV;18791114;-;-;-;837.9;4.9;-8.4;-;-14;-5;-
DAV;18791115;-;-;-;840.6;0.2;-13.3;-;-20;-7;-
DAV;18791116;-;-;-;843.6;6.4;-11.1;-;-17.5;-7;-
DAV;18791117;-;-;-;843.2;13.4;-6.1;-;-10.5;-3;-
DAV;18791118;-;-;-;840.6;10.2;-2.1;-;-6;0;-
DAV;18791119;-;-;-;836.9;8.7;-5;-;-9;0;-
DAV;18791120;-;-;-;832.6;2.8;-3.2;-;-9;0;-
DAV;18791121;-;-;-;842.7;0;2;-;-8;6;-
DAV;18791122;-;-;-;849.4;0;2.8;-;-1;7;-
DAV;18791123;-;-;-;843.8;0;0.8;-;-3.5;9;-
DAV;18791124;-;-;-;837.2;11.3;0;-;-7;5;-
DAV;18791125;-;-;-;837.7;0;-7.7;-;-16;-2;-
DAV;18791126;-;-;-;831;0.5;-7.3;-;-20;-5;-
DAV;18791127;-;-;-;831.8;0;-13.1;-;-19;-9;-
DAV;18791128;-;-;-;831.8;0;-13.1;-;-19;-7;-
DAV;18791129;-;-;-;829;0;-11.2;-;-15;-1;-
DAV;18791130;-;-;-;822.7;0.6;-10.2;-;-13;-8;-
DAV;18791201;-;-;-;822.4;0.7;-11.9;-;-;-;-
DAV;18791202;-;-;-;828.7;0;-14;-;-;-;-
DAV;18791203;-;-;-;832.4;0;-11.7;-;-;-;-
DAV;18791204;-;-;-;821.8;3.5;-1.4;-;-;-;-
DAV;18791205;-;-;-;821.6;0.6;-6.1;-;-;-;-
DAV;18791206;-;-;-;829.9;2.3;-9.6;-;-;-;-
DAV;18791207;-;-;-;840.1;0;-17.9;-;-;-;-
DAV;18791208;-;-;-;844.2;0;-21.2;-;-;-;-
DAV;18791209;-;-;-;843.9;0;-22.8;-;-;-;-
DAV;18791210;-;-;-;843.2;0;-16.6;-;-;-;-
DAV;18791211;-;-;-;846.8;1.4;-15.4;-;-;-;-
DAV;18791212;-;-;-;849.6;1.6;-9.3;-;-;-;-
DAV;18791213;-;-;-;849.9;0;-12.4;-;-;-;-
DAV;18791214;-;-;-;847.9;0;-18.5;-;-;-;-
DAV;18791215;-;-;-;847.5;0;-14.9;-;-;-;-
DAV;18791216;-;-;-;851;0;-9.8;-;-;-;-
DAV;18791217;-;-;-;846.8;0;-6.1;-;-;-;-
DAV;18791218;-;-;-;849.5;0;-7.4;-;-;-;-
DAV;18791219;-;-;-;850;0;-6.2;-;-;-;-
DAV;18791220;-;-;-;850.9;0;-4.5;-;-;-;-
DAV;18791221;-;-;-;853.5;0;-5.4;-;-;-;-
DAV;18791222;-;-;-;857.3;0;-5.4;-;-;-;-
DAV;18791223;-;-;-;859.7;0;-5.6;-;-;-;-
DAV;18791224;-;-;-;856.2;0;-6.1;-;-;-;-
DAV;18791225;-;-;-;854.1;0;-7.4;-;-;-;-
DAV;18791226;-;-;-;851.6;0;-6.9;-;-;-;-
DAV;18791227;-;-;-;852.8;0;-7.3;-;-;-;-
DAV;18791228;-;-;-;855.9;0;-6.7;-;-;-;-
DAV;18791229;-;-;-;850.5;0;-0.8;-;-;-;-
DAV;18791230;-;-;-;844.6;1;-3.1;-;-;-;-
DAV;18791231;-;-;-;844.4;19.8;-4.6;-;-;-;-
DAV;18800101;-;-;-;847.9;6.1;1.5;-;-;-;-
DAV;18800102;-;-;-;852.9;0;-4.4;-;-;-;-
DAV;18800103;-;-;-;853.8;0;-7.6;-;-;-;-
DAV;18800104;-;-;-;853.3;0;-8.7;-;-;-;-
DAV;18800105;-;-;-;851.8;0;-6.4;-;-;-;-
DAV;18800106;-;-;-;853;0;-6.7;-;-;-;-
DAV;18800107;-;-;-;854.8;0;-7.4;-;-;-;-
DAV;18800108;-;-;-;852.3;0;-8.3;-;-;-;-
DAV;18800109;-;-;-;849.6;0;-8.3;-;-;-;-
DAV;18800110;-;-;-;848;0;-9.3;-;-;-;-
DAV;18800111;-;-;-;850.3;0;-10.1;-;-;-;-
DAV;18800112;-;-;-;851.5;0;-10.2;-;-;-;-
DAV;18800113;-;-;-;850.7;0;-11;-;-;-;-
DAV;18800114;-;-;-;841.7;1;-8.7;-;-;-;-
DAV;18800115;-;-;-;839.2;2;-8.3;-;-;-;-
DAV;18800116;-;-;-;837.5;0.8;-12.1;-;-;-;-
DAV;18800117;-;-;-;833.8;8.5;-9;-;-;-;-
DAV;18800118;-;-;-;833.5;0.8;-9.7;-;-;-;-
DAV;18800119;-;-;-;838.3;0;-17.8;-;-;-;-
DAV;18800120;-;-;-;846;0;-18.5;-;-;-;-
DAV;18800121;-;-;-;847.6;0.2;-13.3;-;-;-;-
DAV;18800122;-;-;-;842.4;0;-13.7;-;-;-;-
DAV;18800123;-;-;-;842.2;0;-16.2;-;-;-;-
DAV;18800124;-;-;-;844.6;0;-15;-;-;-;-
DAV;18800125;-;-;-;843;0;-11.4;-;-;-;-
DAV;18800126;-;-;-;845;0;-10.1;-;-;-;-
DAV;18800127;-;-;-;845.9;0;-8.4;-;-;-;-
DAV;18800128;-;-;-;849.1;0;-7.7;-;-;-;-
DAV;18800129;-;-;-;851;0;-4.2;-;-;-;-
DAV;18800130;-;-;-;850.8;0;-3;-;-;-;-
DAV;18800131;-;-;-;851.8;0;-4.6;-;-;-;-
DAV;18800201;-;-;-;851.8;0;-4.6;-;-;-;-
DAV;18800202;-;-;-;851.4;0;-4.6;-;-;-;-
DAV;18800203;-;-;-;852.4;0;-5.3;-;-;-;-
DAV;18800204;-;-;-;851.1;0;-5.6;-;-;-;-
DAV;18800205;-;-;-;846.8;0;-5.9;-;-;-;-
DAV;18800206;-;-;-;844.2;0;-7;-;-;-;-
DAV;18800207;-;-;-;841.9;0;-5;-;-;-;-
DAV;18800208;-;-;-;837.2;0;-5.8;-;-;-;-
DAV;18800209;-;-;-;835.7;0;-5.9;-;-;-;-
DAV;18800210;-;-;-;831.7;0;-1.1;-;-;-;-
DAV;18800211;-;-;-;834.4;0;-0.3;-;-;-;-
DAV;18800212;-;-;-;840.5;1.1;-1.2;-;-;-;-
DAV;18800213;-;-;-;844.3;0;-4.5;-;-;-;-
DAV;18800214;-;-;-;843.4;0;-7;-;-;-;-
DAV;18800215;-;-;-;840.3;0;-4.4;-;-;-;-
DAV;18800216;-;-;-;834.6;0.2;-3.4;-;-;-;-
DAV;18800217;-;-;-;833.5;2;2.4;-;-;-;-
DAV;18800218;-;-;-;835.1;3.2;-0.5;-;-;-;-
DAV;18800219;-;-;-;840.8;0;-0.7;-;-;-;-
DAV;18800220;-;-;-;839.9;0.3;-0.1;-;-;-;-
DAV;18800221;-;-;-;842.3;0;-0.6;-;-;-;-
DAV;18800222;-;-;-;836.3;15.7;-0.8;-;-;-;-
DAV;18800223;-;-;-;832.1;9.8;-2.2;-;-;-;-
DAV;18800224;-;-;-;835.9;0.2;-2.9;-;-;-;-
DAV;18800225;-;-;-;845.7;0;-4.7;-;-;-;-
DAV;18800226;-;-;-;840.3;0.6;-5.6;-;-;-;-
DAV;18800227;-;-;-;833.6;0.6;-5.3;-;-;-;-
DAV;18800228;-;-;-;834.8;0;-4.1;-;-;-;-
DAV;18800229;-;-;-;837.3;0;-3.9;-;-;-;-
DAV;18800301;-;-;-;835.2;0;-2.4;-;-11;8;-
DAV;18800302;-;-;-;837.8;0;-3.8;-;-11;9;-
DAV;18800303;-;-;-;840.1;0;-0.9;-;-8;8;-
DAV;18800304;-;-;-;841.7;21.9;1.8;-;-1;8;-
DAV;18800305;-;-;-;848.6;0;3.8;-;0;9;-
DAV;18800306;-;-;-;850.5;0;3.3;-;-3;13;-
DAV;18800307;-;-;-;849.6;0;2.8;-;-4;12;-
DAV;18800308;-;-;-;850.9;0;2;-;-3;11;-
DAV;18800309;-;-;-;854.2;0;2.4;-;-5;10;-
DAV;18800310;-;-;-;852.8;0;1.6;-;-5;11;-
DAV;18800311;-;-;-;853.2;0;1.7;-;-4;10;-
DAV;18800312;-;-;-;851.9;0;2.6;-;-5;11;-
DAV;18800313;-;-;-;849.2;0;-0.1;-;-8;8;-
DAV;18800314;-;-;-;847.1;1.5;1.3;-;-6;9;-
DAV;18800315;-;-;-;845.3;0;-0.4;-;-7;9;-
DAV;18800316;-;-;-;842.9;10;-0.1;-;-4.5;9;-
DAV;18800317;-;-;-;840.3;6.8;-1.1;-;-12;4;-
DAV;18800318;-;-;-;844;0;-3.2;-;-13;9;-
DAV;18800319;-;-;-;846.5;0;-3.5;-;-10.5;6;-
DAV;18800320;-;-;-;842.3;0;-1.2;-;-10;7;-
DAV;18800321;-;-;-;839.1;0;-2.8;-;-12;7;-
DAV;18800322;-;-;-;839.2;0;-5.1;-;-12;2;-
DAV;18800323;-;-;-;844.4;0;-3.1;-;-12;4;-
DAV;18800324;-;-;-;847.3;0;-2.9;-;-10;7;-
DAV;18800325;-;-;-;845.5;0;-1.5;-;-7.5;8;-
DAV;18800326;-;-;-;841.8;0;2.2;-;-5.5;11;-
DAV;18800327;-;-;-;841.3;0;1.7;-;-6;10;-
DAV;18800328;-;-;-;842.1;0;2.1;-;-3.5;9;-
DAV;18800329;-;-;-;839.3;0;1.3;-;-2;7.5;-
DAV;18800330;-;-;-;835.4;1;1.7;-;-3;10;-
DAV;18800331;-;-;-;834.7;0.5;-1.4;-;-8;4;-
DAV;18800401;-;-;-;832.5;10;1.8;-;-3.5;11;-
DAV;18800402;-;-;-;835.5;0.3;0.2;-;-2.5;7;-
DAV;18800403;-;-;-;836.6;0;1.4;-;-2;5;-
DAV;18800404;-;-;-;833.1;1.5;3.2;-;-1.5;6.5;-
DAV;18800405;-;-;-;832.6;0.5;1.3;-;-5;6;-
DAV;18800406;-;-;-;827.9;1.3;-1;-;-4;6;-
DAV;18800407;-;-;-;825.9;2.5;-0.4;-;-3;4.2;-
DAV;18800408;-;-;-;828;0.2;-0.7;-;-5;2;-
DAV;18800409;-;-;-;832.6;0;0.2;-;-2;4;-
DAV;18800410;-;-;-;834.3;0;0.6;-;-5;6;-
DAV;18800411;-;-;-;833.4;0;1;-;-3.5;9;-
DAV;18800412;-;-;-;835.4;0;0.8;-;-6.5;7;-
DAV;18800413;-;-;-;841.5;0;2.4;-;-2.5;11;-
DAV;18800414;-;-;-;844.2;0;5.4;-;1;12;-
DAV;18800415;-;-;-;843.7;0;6.9;-;0;13;-
DAV;18800416;-;-;-;839.9;0;7.7;-;0;15;-
DAV;18800417;-;-;-;838.9;8.5;5.2;-;2;12;-
DAV;18800418;-;-;-;844.8;3;3.8;-;-1;6;-
DAV;18800419;-;-;-;845.5;0;5.1;-;-1.5;14;-
DAV;18800420;-;-;-;843.3;0;6.1;-;-0.5;15;-
DAV;18800421;-;-;-;845.6;0;6.8;-;-0.5;13;-
DAV;18800422;-;-;-;842.6;0;6.2;-;0;15;-
DAV;18800423;-;-;-;842;4;8.2;-;3;14;-
DAV;18800424;-;-;-;844.7;0;7.3;-;1;14;-
DAV;18800425;-;-;-;841.3;3;8.5;-;4;14;-
DAV;18800426;-;-;-;834.7;0;8;-;2;13;-
DAV;18800427;-;-;-;832.4;0;8;-;1;13;-
DAV;18800428;-;-;-;833.8;6.2;5.6;-;2;11;-
DAV;18800429;-;-;-;837.5;1.7;4.2;-;0;11;-
DAV;18800430;-;-;-;839.3;8;4.1;-;0;12;-
DAV;18800501;-;-;-;838.1;0;5.2;-;-1;10.7;-
DAV;18800502;-;-;-;832.3;6.8;5.4;-;0;11;-
DAV;18800503;-;-;-;831.5;2.2;6;-;3;12;-
DAV;18800504;-;-;-;835.4;0;7.6;-;0;12.4;-
DAV;18800505;-;-;-;837.2;6.5;6.3;-;0;14;-
DAV;18800506;-;-;-;834.6;0;6.4;-;-1;15;-
