stn;time;" Globalstrahlung (W/m); Tagesmittel";Sonnenscheindauer (min);Gesamtschneehoehe (cm);Gesamtbewoelkung (min);Luftdruck auf Stationshoehe (hpa);Niederschlag (mm);Durchschnittstemperatur (¡C);Tiefsttemperatur (¡C);Maximaltemperatur (¡C);Relative Luftfeuchtigkeit (%)
RAG;19580329;-;-;-;30;945.8;0;9.3;1.3;17.3;68
RAG;19580330;-;-;-;17;946.9;0;10;2.6;15.8;68.3
RAG;19580331;-;-;-;87;951.3;0;7.3;2.8;11.4;83
RAG;19580401;-;-;-;57;949.7;0;5.3;2.8;8.2;78.7
RAG;19580402;-;-;-;53;952.5;0;5.6;3;10.5;71
RAG;19580403;-;-;-;83;947;3.9;12.4;2.4;16.2;41.3
RAG;19580404;-;-;-;90;944.2;0;8.9;5;12.7;65
RAG;19580405;-;-;-;77;946.5;1.2;5.2;3.2;10.7;72.7
RAG;19580406;-;-;-;100;949.2;4.3;2.8;2.1;4.3;88.7
RAG;19580407;-;-;-;100;954.1;4.8;2.6;0.7;4.8;96
RAG;19580408;-;-;-;97;956.2;0.4;2.5;1.7;4.7;75.3
RAG;19580409;-;-;-;97;958.9;3;1.9;0.4;4.5;78
RAG;19580410;-;-;-;100;957.7;10.8;0.1;-0.5;1.7;90
RAG;19580411;-;-;-;97;954.1;0;0.2;-2.4;1.4;79
RAG;19580412;-;-;-;20;952.9;0;2.8;-1.7;8.3;69.7
RAG;19580413;-;-;-;70;950.6;0;4.7;1;8.8;75
RAG;19580414;-;-;-;47;943.6;0;10.1;3.3;17.9;61
RAG;19580415;-;-;-;100;942.1;32.2;6.7;5.2;9.1;78.7
RAG;19580416;-;-;-;100;945.2;15.5;3.6;2.2;5.6;87
RAG;19580417;-;-;-;83;956.4;0.8;1.9;0.9;4.6;76
RAG;19580418;-;-;-;57;959.8;0;3.2;0.1;7.7;70
RAG;19580419;-;-;-;60;964.4;0;6.1;-0.9;11.6;58
RAG;19580420;-;-;-;3;965.5;0;10.4;1.7;18.6;54.3
RAG;19580421;-;-;-;23;962.8;0;12.3;3.2;19.2;55.3
RAG;19580422;-;-;-;57;953.8;3.6;11.4;6.4;18.5;62
RAG;19580423;-;-;-;50;953.3;0;8;5.2;12.2;68
RAG;19580424;-;-;-;3;957.5;0;9.9;0.9;15.8;64.3
RAG;19580425;-;-;-;63;958.9;3.1;9.7;3.1;17.2;56.7
RAG;19580426;-;-;-;40;958.8;0;10.9;2.1;16.2;57.3
RAG;19580427;-;-;-;100;954.8;15;6.9;4.6;12.5;73
RAG;19580428;-;-;-;87;960.6;16.2;4.7;0.6;9.8;80
RAG;19580429;-;-;-;93;964.6;0.8;7.1;1.7;10.8;77.7
RAG;19580430;-;-;-;7;968.6;0;10.2;3.5;15.8;63.3
RAG;19580501;-;-;-;3;968.4;0;12.5;3.7;18.7;60.3
RAG;19580502;-;-;-;7;964.8;0;14.4;5.7;21.1;55.3
RAG;19580503;-;-;-;47;960.9;0.5;15.1;7.2;21.9;51.7
RAG;19580504;-;-;-;77;960.9;0;15.6;9.4;26;66.7
RAG;19580505;-;-;-;53;961.2;0.5;17.6;8;24.8;56
RAG;19580506;-;-;-;93;962.1;1.2;17.2;10.8;22.4;77.7
RAG;19580507;-;-;-;63;963.5;0;15.1;10.7;20.1;71
RAG;19580508;-;-;-;57;962.2;0;20.6;9.8;27.5;45.3
RAG;19580509;-;-;-;33;962.4;0;21.3;13.6;28.3;48
RAG;19580510;-;-;-;53;959.4;0;21.6;15.5;26.2;55
RAG;19580511;-;-;-;37;957.6;0;23;16.3;27.8;44.7
RAG;19580512;-;-;-;87;956.3;0;20;17.4;26.2;51
RAG;19580513;-;-;-;83;958.8;0;15.1;11.4;20.5;81
RAG;19580514;-;-;-;73;953.9;0.7;21;12.4;28.8;43
RAG;19580515;-;-;-;90;951.1;6.6;12.6;10;20.2;75.7
RAG;19580516;-;-;-;100;943.3;9.9;7.9;6;16.2;79.7
RAG;19580517;-;-;-;67;961.5;3;7.1;5.6;10.1;83.3
RAG;19580518;-;-;-;83;966.5;0;12.1;3;18.4;72.3
RAG;19580519;-;-;-;7;963.8;0;16.1;8.5;22.2;59.3
RAG;19580520;-;-;-;7;955.8;0;18.9;9.6;26.6;48
RAG;19580521;-;-;-;67;957.5;2.2;14.6;10.6;22.2;72.7
RAG;19580522;-;-;-;100;958.2;0;10.7;9;13.5;82.7
RAG;19580523;-;-;-;63;955.1;0;16;10;21.8;71.3
RAG;19580524;-;-;-;20;953.1;0;18.7;12.4;26.3;42
RAG;19580525;-;-;-;60;954.2;0;20.9;15.2;25.8;41.3
RAG;19580526;-;-;-;37;956.2;1.2;16.9;14.2;21.8;70
RAG;19580527;-;-;-;100;957.3;29.3;14.6;12.1;19.6;90
RAG;19580528;-;-;-;90;960.5;4.4;9.6;8.7;14.3;88.7
RAG;19580529;-;-;-;20;957.9;0;14;5.3;20.3;71.3
RAG;19580530;-;-;-;100;956.7;3.1;12.6;10.6;16.5;81.3
RAG;19580531;-;-;-;7;958.5;0;15.3;8.8;20.7;63.7
RAG;19580601;-;-;-;13;957.8;0;17.8;9.5;25.4;58.3
RAG;19580602;-;-;-;47;956.3;0;21.7;12.7;28.7;47
RAG;19580603;-;-;-;90;958.6;8.1;14.7;11.3;21.8;79.7
RAG;19580604;-;-;-;60;960.5;0;15.1;8.1;18.6;63.3
RAG;19580605;-;-;-;20;959.1;0;15.1;7.5;20.6;59.3
RAG;19580606;-;-;-;63;956;0;17.9;8.5;23.1;56
RAG;19580607;-;-;-;87;961.8;0.2;14.9;13.2;18.7;84.7
RAG;19580608;-;-;-;23;961.6;0;17.7;11.7;22.2;63.7
RAG;19580609;-;-;-;77;955.4;7.6;17.2;13.2;22.8;70.7
RAG;19580610;-;-;-;100;950.5;35.8;14.1;12.1;18.2;85
RAG;19580611;-;-;-;100;955.1;18.8;10.9;10.6;13.7;91.3
RAG;19580612;-;-;-;47;959.5;0;12.9;10.6;16.8;62
RAG;19580613;-;-;-;83;960.6;0;13;5.3;16.1;66
RAG;19580614;-;-;-;17;963.5;0;14.9;5.6;19.7;58.3
RAG;19580615;-;-;-;3;963.4;0;16.4;6.9;22.8;62.7
RAG;19580616;-;-;-;40;960.8;0;18.5;10.2;24.2;60.3
RAG;19580617;-;-;-;67;958.2;0;18.8;11.9;23.7;65.3
RAG;19580618;-;-;-;70;960.5;4.6;19.4;14.1;24.8;62.7
RAG;19580619;-;-;-;97;959.4;5.7;17.2;14;22;76.7
RAG;19580620;-;-;-;93;950.9;5.1;16.8;15;20.9;80.7
RAG;19580621;-;-;-;97;948.4;4.5;14;11.9;18.7;86
RAG;19580622;-;-;-;90;950.4;15.8;12.8;10.5;18.2;78.7
RAG;19580623;-;-;-;93;953.5;0.8;13.4;10.1;17.7;73
RAG;19580624;-;-;-;83;953.8;7.4;13.2;10.1;18.3;81
RAG;19580625;-;-;-;17;956.2;0;17.4;10.1;21.9;51.3
RAG;19580626;-;-;-;100;946;5.9;18.6;16;22;47
RAG;19580627;-;-;-;100;945.9;4;9.2;8.2;17.8;82
RAG;19580628;-;-;-;100;955.2;0;12.2;7.7;14.7;66.3
RAG;19580629;-;-;-;7;953.1;0;16.7;8.1;21.7;60
RAG;19580630;-;-;-;40;950.2;0.6;20.3;11.5;25.1;61
RAG;19580701;-;-;-;87;948.7;9;19;15.2;24.3;69
RAG;19580702;-;-;-;70;950.7;7.6;15.3;12.9;20.8;79.7
RAG;19580703;-;-;-;60;953.5;16.2;11.6;8.8;17.2;76.3
RAG;19580704;-;-;-;100;955.1;4.5;12.9;9;16.2;78.7
RAG;19580705;-;-;-;83;957.5;0;14.7;10.9;19.2;78
RAG;19580706;-;-;-;80;960.3;0;14.6;10.9;19.2;79.7
RAG;19580707;-;-;-;67;962.5;2.5;17.1;10.6;23.1;72.7
RAG;19580708;-;-;-;47;964.6;0;19.2;10.3;23.7;66.3
RAG;19580709;-;-;-;67;961;0;19.2;13;23.4;70
RAG;19580710;-;-;-;87;957.3;0.3;18.5;15.1;24.1;78
RAG;19580711;-;-;-;43;954.8;4.8;19.6;13.3;25.9;71.3
RAG;19580712;-;-;-;60;957.8;0;20.9;16.7;26.9;68.3
RAG;19580713;-;-;-;23;958.4;1.3;23.5;16.6;31.7;51
RAG;19580714;-;-;-;53;960.1;0.4;19.7;16.8;24.1;79.7
RAG;19580715;-;-;-;40;957.2;0;23.7;16.6;32.7;61
RAG;19580716;-;-;-;93;955.1;9.7;21.6;18.4;29.7;62.3
RAG;19580717;-;-;-;97;965.8;1.3;15.2;13.1;19.1;71
RAG;19580718;-;-;-;7;963.4;0;17.3;9.1;22.4;68
RAG;19580719;-;-;-;7;959.5;0;20.8;12.5;26;63.7
RAG;19580720;-;-;-;77;957.4;4.5;19;15.8;25.2;75.3
RAG;19580721;-;-;-;67;953.3;0.4;18.2;13.2;22.6;69.7
RAG;19580722;-;-;-;100;947.7;34.3;13.7;12.3;18;91.7
RAG;19580723;-;-;-;83;952.5;1;13.4;10.6;16.9;78.3
RAG;19580724;-;-;-;100;956.6;8.7;13;11.1;17.1;86.3
RAG;19580725;-;-;-;20;963.1;0;15.9;9.8;20.8;69.7
RAG;19580726;-;-;-;63;959.6;0.4;18.7;11.5;24.9;70.3
RAG;19580727;-;-;-;70;958.9;0.1;19.9;15.5;24.3;73
RAG;19580728;-;-;-;80;956.9;0;21.4;17;26.6;77
RAG;19580729;-;-;-;73;958.4;8;21.1;18.5;27.7;77
RAG;19580730;-;-;-;50;962.3;0;21.4;17.8;27.2;80.3
RAG;19580731;-;-;-;40;963.6;0;21.6;18.5;27.2;76.7
RAG;19580801;-;-;-;43;960.8;0;26.3;19.1;31.2;58.7
RAG;19580802;-;-;-;80;962.7;4.1;19.7;17.6;27.3;76.3
RAG;19580803;-;-;-;100;965.3;0.3;15.4;13.7;18.4;80.7
RAG;19580804;-;-;-;23;966.2;0;16.7;12.7;21.3;68
RAG;19580805;-;-;-;13;962.1;0;18.7;10.2;24.7;67.3
RAG;19580806;-;-;-;87;956.1;4.3;18.3;14.6;25.2;78.7
RAG;19580807;-;-;-;93;955;10.2;14.4;12.8;16.7;88.7
RAG;19580808;-;-;-;73;959.1;0;16.6;11.6;21.4;69.3
RAG;19580809;-;-;-;40;961.4;3.3;20.3;14.8;26.4;68.3
RAG;19580810;-;-;-;37;960.8;5;23.6;17.5;29.4;62
RAG;19580811;-;-;-;43;956.8;20.2;22.3;16.7;28.8;67.7
RAG;19580812;-;-;-;100;958.3;8.5;14.9;13.7;21.9;87.3
RAG;19580813;-;-;-;63;959.9;0;15.6;12.8;20.7;74.7
RAG;19580814;-;-;-;67;960.5;0;18.1;9.6;24.4;71.3
RAG;19580815;-;-;-;20;958.7;10.7;20.5;16.1;26.2;72.7
RAG;19580816;-;-;-;80;958.3;4.3;17.7;17;22.2;89.7
RAG;19580817;-;-;-;3;957.3;0;19.5;13.5;25.2;74.3
RAG;19580818;-;-;-;27;953.2;0;23;17;28.7;50
RAG;19580819;-;-;-;73;950.1;20.6;20.3;15.1;29.4;56.3
RAG;19580820;-;-;-;77;951;3.7;15.2;12.1;21.2;77
RAG;19580821;-;-;-;100;946.2;8.6;14.2;12.7;21.1;79.7
RAG;19580822;-;-;-;97;946.8;1.9;13.8;12;19.3;83.7
RAG;19580823;-;-;-;87;956.6;11.5;13.4;10.6;19.8;82.3
RAG;19580824;-;-;-;90;959;1.1;14.1;11.5;17.7;82
RAG;19580825;-;-;-;73;957.3;5.5;14.5;12.6;18.4;81
RAG;19580826;-;-;-;70;961.5;0.1;12.3;10.6;18.3;83.3
RAG;19580827;-;-;-;13;959.2;0;15.1;8.6;22.7;67.3
RAG;19580828;-;-;-;7;957.3;0;19.1;9.8;27.7;62.7
RAG;19580829;-;-;-;57;956.2;0;21;14.1;27.2;67.3
RAG;19580830;-;-;-;57;954.8;0;21.9;15.7;28.3;69
RAG;19580831;-;-;-;83;952.2;0;20.7;15.3;24.7;71.7
RAG;19580901;-;-;-;100;953.2;0.2;16.7;14.7;21.5;83
RAG;19580902;-;-;-;17;954.4;0;17.5;12.2;22.7;77.3
RAG;19580903;-;-;-;20;956.8;0;18;12;22.8;71
RAG;19580904;-;-;-;47;960.8;0;15.7;12.1;19.2;86
RAG;19580905;-;-;-;3;963.6;0;18.8;11.9;25.2;71.3
RAG;19580906;-;-;-;3;962.4;0;19.7;13.6;26.4;67
RAG;19580907;-;-;-;47;964.6;6.7;18.7;14.6;26.2;76.3
RAG;19580908;-;-;-;20;963.2;3.3;18.2;15.3;24.2;77
RAG;19580909;-;-;-;67;961.5;3.8;17.9;14.6;23.4;83
RAG;19580910;-;-;-;93;960.2;2.8;14.6;13.4;18.1;83
RAG;19580911;-;-;-;23;962;0;15.5;10.1;19.4;69
RAG;19580912;-;-;-;7;962.8;0;14;8.4;19.7;76.3
RAG;19580913;-;-;-;0;965.9;0;14.9;8.5;21.8;75.7
RAG;19580914;-;-;-;0;964.4;0;17;9.6;24.3;69
RAG;19580915;-;-;-;3;960.3;0;17.6;10.3;25.1;68.7
RAG;19580916;-;-;-;37;959.5;0;18;11.1;24.8;73.7
RAG;19580917;-;-;-;97;960;17.5;15.6;14.2;17.5;88.3
RAG;19580918;-;-;-;90;960.7;0.1;15.4;14;16.9;83.3
RAG;19580919;-;-;-;53;960.7;0;14.9;12.2;19.7;78
RAG;19580920;-;-;-;77;959.3;0;16.2;11.6;21.3;75
RAG;19580921;-;-;-;77;957.8;17.8;17.1;13.3;24.3;79
RAG;19580922;-;-;-;93;959;8;11.9;10.1;16.4;88.3
RAG;19580923;-;-;-;37;963.6;0;12;8.6;17.8;73.7
RAG;19580924;-;-;-;87;960.8;0;13.5;7.2;19.6;76.3
RAG;19580925;-;-;-;37;956.3;0;17;7.8;21.8;66
RAG;19580926;-;-;-;70;960.2;0;12.6;10.2;18;58.7
RAG;19580927;-;-;-;0;962.6;0;9.8;3.6;16.7;75
RAG;19580928;-;-;-;3;960.6;0;12.4;6.1;19.2;63.7
RAG;19580929;-;-;-;23;955.4;0;17;7.5;22.7;53.7
RAG;19580930;-;-;-;67;948.4;0.6;19.8;14.1;22.2;44.7
RAG;19581001;-;-;-;93;942.7;22.6;13;10.6;21.2;83.3
RAG;19581002;-;-;-;73;950.9;2;12.1;9.6;16.6;81
RAG;19581003;-;-;-;27;956.4;0;15.4;7.7;18.7;65
RAG;19581004;-;-;-;77;955.2;1.3;16.8;14.2;22.9;52.3
RAG;19581005;-;-;-;80;957;0.6;11.8;10;17.1;82
RAG;19581006;-;-;-;100;959.1;3.1;10.8;9.7;12.3;88.7
RAG;19581007;-;-;-;100;963.7;1.6;10.7;9.9;11.7;89.3
RAG;19581008;-;-;-;60;967;0;11.6;10.3;14;84.3
RAG;19581009;-;-;-;3;966.7;0;12.2;6.2;17.8;84.7
RAG;19581010;-;-;-;17;961;5.1;16.1;8.3;25.8;72
RAG;19581011;-;-;-;100;961.2;5.5;13.6;12.1;17.2;86.3
RAG;19581012;-;-;-;97;959.8;34.8;10.9;8.7;14.2;86
RAG;19581013;-;-;-;77;962.1;5.4;8.9;7.6;11.9;78.7
RAG;19581014;-;-;-;97;959.4;5;9.2;5.7;10.2;82.7
RAG;19581015;-;-;-;97;960.5;0.1;14.2;9.1;17.2;76
RAG;19581016;-;-;-;100;953.4;12.3;7.4;3.6;15.8;75.7
RAG;19581017;-;-;-;100;956.1;27.4;1.8;0.7;4.8;95.7
RAG;19581018;-;-;-;100;962.7;1.5;5.5;1.9;7.9;81.3
RAG;19581019;-;-;-;93;966.8;7.6;4.1;3.2;6.7;91.3
RAG;19581020;-;-;-;100;963.9;35.6;1.3;0.4;3.9;95.3
RAG;19581021;-;-;-;100;963.8;19.1;3.5;1;4.5;92.7
RAG;19581022;-;-;-;70;969.2;0;5.7;2.1;10.2;74
RAG;19581023;-;-;-;3;973.4;0;3.9;0.6;10.7;72.7
RAG;19581024;-;-;-;3;973.4;0;4.9;-1;12.8;77.7
RAG;19581025;-;-;-;83;971.5;0;3.5;-0.7;7.2;89.3
RAG;19581026;-;-;-;77;972.7;0;3.8;1.9;6.2;89
RAG;19581027;-;-;-;67;969.7;0;3.3;0.7;6.4;87.7
RAG;19581028;-;-;-;33;966.1;0;1.9;-1.9;5.6;89.7
RAG;19581029;-;-;-;33;963.6;0;2.3;-0.9;7.2;87
RAG;19581030;-;-;-;60;961.1;0;4.6;-0.4;12.1;73.3
RAG;19581031;-;-;-;47;957.5;11.2;5.8;-0.2;13.2;71.3
RAG;19581101;-;-;0;100;962.9;5;4.8;3.7;9.3;80.3
RAG;19581102;-;-;0;73;962.1;0.2;5.3;3.2;8.7;68.7
RAG;19581103;-;-;0;100;954.2;8.3;6.9;4.5;8.3;82.7
RAG;19581104;-;-;0;100;955.5;5.6;6.2;5.1;8.3;92.7
RAG;19581105;-;-;0;50;956.7;0;6.3;2.7;10.8;81.7
RAG;19581106;-;-;0;83;960.8;0.4;5.1;1.6;7.2;92.3
RAG;19581107;-;-;0;57;959.6;0;5.8;3.8;10.6;77.3
RAG;19581108;-;-;0;67;953.4;0;5.4;0.6;11.3;74.3
RAG;19581109;-;-;0;100;952.9;5.7;6.4;3.3;7.7;84.3
RAG;19581110;-;-;0;100;949.6;5.9;5.7;5;6.9;88
RAG;19581111;-;-;0;100;949.4;8.7;5.1;4;6.6;83.7
RAG;19581112;-;-;0;100;949.3;0.8;4.1;3.7;4.9;88.3
RAG;19581113;-;-;0;97;945.6;0.2;4;3.6;4.9;89.7
RAG;19581114;-;-;0;100;953.8;0;4.1;1.6;5.2;89
RAG;19581115;-;-;0;100;961.5;0;5;4;6.8;82
RAG;19581116;-;-;0;67;964;0;3.6;1.1;7.4;78
RAG;19581117;-;-;0;27;964.2;0;1.7;-0.4;7.3;85.3
RAG;19581118;-;-;0;3;965.2;0;3.8;-0.7;8.2;79.3
RAG;19581119;-;-;0;0;969.5;0;1.5;-1.3;9.9;77.3
RAG;19581120;-;-;0;43;973.4;0;-0.8;-3;4.6;88.7
RAG;19581121;-;-;0;67;970.6;0;0.7;-3.5;4.3;84.7
RAG;19581122;-;-;0;63;967;0;2.2;-0.4;6.2;87
RAG;19581123;-;-;0;100;965.3;0;3;0.9;3.6;92
RAG;19581124;-;-;0;100;964;0;2.5;0.6;4.7;95.3
RAG;19581125;-;-;0;100;959.3;0.2;1.2;-0.4;2.3;95.7
RAG;19581126;-;-;0;100;957.8;0;1.5;1.1;1.7;92.3
RAG;19581127;-;-;0;100;961.8;0;1.7;1.1;2;87.3
RAG;19581128;-;-;0;100;962.4;0;1.3;0.7;1.8;87.7
RAG;19581129;-;-;0;83;959.5;0;0.6;0.3;1.3;85.7
RAG;19581130;-;-;0;100;957.5;0;0.1;-2.8;3.2;90.7
RAG;19581201;-;-;0;100;961.9;0;1.9;0.6;2.3;78
RAG;19581202;-;-;0;97;963;0;-0.3;-0.9;2.3;75.7
RAG;19581203;-;-;0;3;961.5;0;-4.4;-6;-0.7;82.7
RAG;19581204;-;-;0;77;962.2;0;-6;-8.8;-4.6;85
RAG;19581205;-;-;0;17;958;0;-7;-9.4;-2.4;82
RAG;19581206;-;-;0;33;954.4;0;-6.6;-9.9;-2.2;85.7
RAG;19581207;-;-;0;0;953;0;-5.8;-8.9;-0.1;75.7
RAG;19581208;-;-;0;20;955.1;0;-5.5;-9.9;0.3;76
RAG;19581209;-;-;0;97;953.2;1.7;1.8;-6.2;6.2;67.3
RAG;19581210;-;-;0;90;949.1;0.6;2.6;1.1;5.3;82.7
RAG;19581211;-;-;0;83;937.7;5.4;3.1;0.2;7.4;67.3
RAG;19581212;-;-;0;100;942.8;0.2;3.5;0.8;5.7;77.3
RAG;19581213;-;-;0;90;931;8.1;6.7;3.7;11.1;66.7
RAG;19581214;-;-;0;67;931.4;4.6;2.9;0.1;5.4;80.3
RAG;19581215;-;-;0;80;931.7;0;5.7;0.1;8.7;46
RAG;19581216;-;-;0;57;931.1;0;7.4;3.4;11.4;53.7
RAG;19581217;-;-;0;63;936.4;1.2;6.4;3.1;10.2;61
RAG;19581218;-;-;0;10;946.5;0;5;2.2;9.2;65.7
RAG;19581219;-;-;0;90;945;0;11.9;4.2;13.4;39
RAG;19581220;-;-;0;53;940.1;10.3;10.7;6.9;14.1;52.3
RAG;19581221;-;-;0;70;943.5;3;7.5;5.5;11.3;66
RAG;19581222;-;-;0;67;947.3;0;7.8;4.2;9.8;65.3
RAG;19581223;-;-;0;100;946.5;8.1;6.5;3.4;12.2;65
RAG;19581224;-;-;0;100;948.9;11.7;0.7;0.4;3.4;93
RAG;19581225;-;-;7;100;954.3;7.6;0.6;0.4;1;94.3
RAG;19581226;-;-;5;100;960.6;0;1;0.6;1.6;95.3
RAG;19581227;-;-;4;70;957.4;7.4;1.3;-1.9;3.4;75.3
RAG;19581228;-;-;0;97;959.3;12;5.7;2.1;10.6;79.7
RAG;19581229;-;-;0;70;965.5;1;4.9;3.8;5.8;90.3
RAG;19581230;-;-;0;20;964.8;0;2.7;0.7;6.6;83
RAG;19581231;-;-;0;17;959.4;0;1.8;-0.7;8;65.7
RAG;19590101;-;30;0;73;962.5;0;0.8;-2;3.8;79
RAG;19590102;-;192;0;63;950.6;0.1;2.5;-1.8;6.3;74
RAG;19590103;-;0;0;97;946.5;4.4;-0.1;-1.4;4.7;93
RAG;19590104;-;0;5;100;946.2;4.5;-1.7;-2.7;1.1;80
RAG;19590105;-;90;12;47;958.9;0;-4.1;-6.9;-0.2;70
RAG;19590106;-;0;11;100;954.2;11.9;0.5;-5.1;1.3;83.7
RAG;19590107;-;126;9;90;946.5;4.9;2.7;0.8;6.7;89.3
RAG;19590108;-;0;8;100;943.7;11;-0.3;-1.9;4.7;86.7
RAG;19590109;-;12;26;93;948.4;1.9;-1.8;-2.8;-0.4;71
RAG;19590110;-;0;28;100;948;9.7;-3.7;-4.2;-1.8;91.7
RAG;19590111;-;0;39;83;950.3;1.4;-4.7;-6.9;-2.3;74
RAG;19590112;-;42;40;67;946.8;0.1;-6.4;-9.4;-1.8;70.3
RAG;19590113;-;0;35;93;948.2;0.1;-4.7;-7.7;-2.2;80.3
RAG;19590114;-;156;32;100;944.7;0.6;0.5;-5.8;4.8;76.3
RAG;19590115;-;12;25;100;945.3;1.3;2.8;0.4;5.7;83.7
RAG;19590116;-;0;22;97;953.9;1.3;-2.1;-3.1;2.2;85
RAG;19590117;-;330;26;33;969.1;0;-6.2;-8.4;-1.8;70
RAG;19590118;-;294;25;37;964.4;0;-3;-10.6;1.3;66.7
RAG;19590119;-;258;24;77;958.7;0;6.5;-1.9;11.9;50.7
RAG;19590120;-;210;9;37;952.8;0;10.4;7.3;11.8;42.3
RAG;19590121;-;342;0;43;949.2;0;8.9;4.6;12.1;54.3
RAG;19590122;-;222;0;73;950.2;0;11.4;8;14.7;44.3
RAG;19590123;-;0;0;97;956;2.9;6.3;2.7;11.8;75
RAG;19590124;-;42;0;97;961;7.7;0.8;-0.7;6.1;87.7
RAG;19590125;-;252;0;70;969;0;-0.7;-2.8;2.2;75
RAG;19590126;-;396;0;3;973.7;0;-1.9;-5.2;2.8;62.7
RAG;19590127;-;408;0;0;972.3;0;-1.7;-6.1;3.4;66.7
RAG;19590128;-;312;0;0;969.1;0;-2;-5.9;3.7;79.3
RAG;19590129;-;306;0;30;967;0;-4.4;-5.9;-0.7;89.3
RAG;19590130;-;342;0;33;962.2;0;-3.2;-7;2.2;91
RAG;19590131;-;0;0;100;961;0;-3.8;-6.6;-2.7;95
RAG;19590201;-;150;0;77;959.8;0;-1.2;-3.2;0.6;64
RAG;19590202;-;402;0;20;960.7;0;-2.1;-5.5;1.5;67.3
RAG;19590203;-;366;0;7;966;0;-3.7;-5.9;0.3;79.7
RAG;19590204;-;210;0;40;966.6;0;3.5;-6.1;10.8;64.3
RAG;19590205;-;366;0;20;967.3;0;7.4;-0.2;14.7;51.3
RAG;19590206;-;408;0;0;966.5;0;2.2;-0.8;10.1;73
RAG;19590207;-;396;0;0;962;0;0.9;-1.4;8.2;77
RAG;19590208;-;420;0;0;964.8;0;1.5;-2.4;10.8;70.7
RAG;19590209;-;378;0;37;970.4;0;3;-2.2;9.9;63.3
RAG;19590210;-;282;0;50;971.8;0;3.5;0;10.6;71
RAG;19590211;-;324;0;37;969.2;0;-0.2;-3.6;2.2;82.3
RAG;19590212;-;360;0;33;969.8;0;-1.3;-6.9;4.8;78.7
RAG;19590213;-;408;0;3;975.9;0;-0.6;-7.7;7.2;68.7
RAG;19590214;-;270;0;33;979.7;0;-3.3;-6.6;1.8;88.7
RAG;19590215;-;294;0;7;982.2;0;-1.9;-7.4;2.8;84
RAG;19590216;-;192;0;53;982;0;-2.5;-6.6;0.7;86.7
RAG;19590217;-;432;0;17;979.9;0;1.3;-3.2;6.7;66.3
RAG;19590218;-;456;0;17;976.9;0;2.8;-1.9;9.5;59.3
RAG;19590219;-;486;0;0;974;0;2.9;-1.4;10.2;63
RAG;19590220;-;492;0;3;969.4;0;3.9;-1.5;13.2;60
RAG;19590221;-;48;0;87;965.2;24.3;3.6;-1;8.9;72.3
RAG;19590222;-;0;1;100;965.2;1.9;2.1;0.4;3.2;92.7
RAG;19590223;-;420;0;37;968.7;0;4.2;0.8;10.7;75.3
RAG;19590224;-;432;0;37;966.1;0;4.9;-0.4;12.2;70.7
RAG;19590225;-;498;0;0;967.4;0;4.9;1.3;10.8;67
RAG;19590226;-;468;0;0;969.6;0;5;-0.8;12.2;64
RAG;19590227;-;480;0;0;970.2;0;5.9;-0.3;14.6;61
RAG;19590228;-;510;0;23;966.8;0;6.8;-0.2;14.4;55.7
RAG;19590301;-;504;0;0;964;0;7.8;2.9;15.2;57
RAG;19590302;-;498;0;3;962.1;0;11.8;4.6;18.3;41
RAG;19590303;-;270;0;43;958.7;0;13.7;8.9;16.9;36.3
RAG;19590304;-;156;0;83;949.6;0;12.6;10.6;18.4;48.3
RAG;19590305;-;162;0;57;949.5;0;10.9;4.9;18.2;62.3
RAG;19590306;-;114;0;87;948;0;14.7;11.1;18.8;41
RAG;19590307;-;6;0;100;945.4;17.9;8.1;6.4;14.3;79.7
RAG;19590308;-;306;0;47;954.3;0;5.8;3.7;11.2;76.7
RAG;19590309;-;120;0;73;955;0;10.1;2.7;15.2;47.7
RAG;19590310;-;78;0;90;953;0.6;10.7;8.5;15.4;47.7
RAG;19590311;-;306;0;93;948.8;0;8.3;4.7;13.2;73.3
RAG;19590312;-;0;0;83;949.8;4.7;5.7;4.4;8.3;78.7
RAG;19590313;-;0;0;100;960.2;3.3;4.1;3.2;5.7;86.7
RAG;19590314;-;234;0;77;963.5;0;7.1;3.3;13.5;69.3
RAG;19590315;-;516;0;23;962.5;0;4;-0.5;9.4;71
RAG;19590316;-;0;0;100;955.9;0;4.4;0.4;6.7;80
RAG;19590317;-;510;0;0;953.1;0;8.6;2.5;15.2;44
RAG;19590318;-;216;0;77;955.4;0;10.5;5.4;14.9;40
RAG;19590319;-;264;0;53;958.3;0;8.6;6.2;14.7;59.7
RAG;19590320;-;528;0;27;961;0;12.4;4.9;18.7;44.7
RAG;19590321;-;528;0;23;964.8;0;14;9.3;18.3;40.3
RAG;19590322;-;180;0;80;965.9;0;13.2;11.1;18.2;49.7
RAG;19590323;-;348;0;50;966.6;0;11.8;8.9;17.4;67.7
RAG;19590324;-;522;0;37;962.6;0;11.9;5.2;18.7;61.3
RAG;19590325;-;186;0;90;955;9.8;10.4;8.6;14.7;67
RAG;19590326;-;0;0;100;957.2;0.2;7.1;4.9;8.7;82.3
RAG;19590327;-;492;0;17;955;0;8.4;1.8;15.7;64.7
RAG;19590328;-;12;0;100;954.6;2;7.6;5.6;12.2;83.3
RAG;19590329;-;126;0;47;952.5;0.8;6.7;4.7;11.7;79
