stn;time;" Globalstrahlung (W/m); Tagesmittel";Sonnenscheindauer (min);Gesamtschneehoehe (cm);Gesamtbewoelkung (min);Luftdruck auf Stationshoehe (hpa);Tiefsttemperatur;Maximaltemperatur;Relative Luftfeuchtigkeit (%);Niederschlag (mm);Durchschnittstemperatur
MER;19260117;-;-;-;-;-;-;-;-;7;-3.4
MER;19260118;-;-;-;-;-;-;-;-;1;-1.1
MER;19260119;-;-;-;-;-;-;-;-;9;-2
MER;19260120;-;-;-;-;-;-;-;-;1.2;0.4
MER;19260121;-;-;-;-;-;-;-;-;0.8;-1.7
MER;19260122;-;-;-;-;-;-;-;-;0;-2.7
MER;19260123;-;-;-;-;-;-;-;-;0;-6
MER;19260124;-;-;-;-;-;-;-;-;2.8;-1.1
MER;19260125;-;-;-;-;-;-;-;-;0;-2.8
MER;19260126;-;-;-;-;-;-;-;-;0;0.6
MER;19260127;-;-;-;-;-;-;-;-;0;0.3
MER;19260128;-;-;-;-;-;-;-;-;0;0.8
MER;19260129;-;-;-;-;-;-;-;-;5.4;2.1
MER;19260130;-;-;-;-;-;-;-;-;0;1.1
MER;19260131;-;-;-;-;-;-;-;-;0;1.1
MER;19260201;-;-;-;-;-;-;-;-;0.5;3.9
MER;19260202;-;-;-;-;-;-;-;-;0;7.3
MER;19260203;-;-;-;-;-;-;-;-;1.8;10.3
MER;19260204;-;-;-;-;-;-;-;-;0;4.6
MER;19260205;-;-;-;-;-;-;-;-;0;6
MER;19260206;-;-;-;-;-;-;-;-;0;10.8
MER;19260207;-;-;-;-;-;-;-;-;5;6.9
MER;19260208;-;-;-;-;-;-;-;-;0;4.2
MER;19260209;-;-;-;-;-;-;-;-;0;4.2
MER;19260210;-;-;-;-;-;-;-;-;0;4.4
MER;19260211;-;-;-;-;-;-;-;-;0;5.7
MER;19260212;-;-;-;-;-;-;-;-;6.2;4.1
MER;19260213;-;-;-;-;-;-;-;-;0;2.5
MER;19260214;-;-;-;-;-;-;-;-;0;3.1
MER;19260215;-;-;-;-;-;-;-;-;0;1.1
MER;19260216;-;-;-;-;-;-;-;-;0.8;3.5
MER;19260217;-;-;-;-;-;-;-;-;10.5;2.5
MER;19260218;-;-;-;-;-;-;-;-;11;4.3
MER;19260219;-;-;-;-;-;-;-;-;13.5;6.4
MER;19260220;-;-;-;-;-;-;-;-;0;5
MER;19260221;-;-;-;-;-;-;-;-;0;4.4
MER;19260222;-;-;-;-;-;-;-;-;8;5.9
MER;19260223;-;-;-;-;-;-;-;-;0;5.6
MER;19260224;-;-;-;-;-;-;-;-;0;6.9
MER;19260225;-;-;-;-;-;-;-;-;0;6.1
MER;19260226;-;-;-;-;-;-;-;-;0;3.3
MER;19260227;-;-;-;-;-;-;-;-;0;3.7
MER;19260228;-;-;-;-;-;-;-;-;5;5.2
MER;19260301;-;-;-;-;-;-;-;-;0;5.5
MER;19260302;-;-;-;-;-;-;-;-;0;7.3
MER;19260303;-;-;-;-;-;-;-;-;0;6.7
MER;19260304;-;-;-;-;-;-;-;-;13;7.3
MER;19260305;-;-;-;-;-;-;-;-;13.5;-0.9
MER;19260306;-;-;-;-;-;-;-;-;21;-2.5
MER;19260307;-;-;-;-;-;-;-;-;28.8;4.1
MER;19260308;-;-;-;-;-;-;-;-;1.2;5.4
MER;19260309;-;-;-;-;-;-;-;-;0;6.2
MER;19260310;-;-;-;-;-;-;-;-;5;3.9
MER;19260311;-;-;-;-;-;-;-;-;2.2;2.8
MER;19260312;-;-;-;-;-;-;-;-;2.8;2.9
MER;19260313;-;-;-;-;-;-;-;-;0;4.8
MER;19260314;-;-;-;-;-;-;-;-;0;5
MER;19260315;-;-;-;-;-;-;-;-;0;5.5
MER;19260316;-;-;-;-;-;-;-;-;0;5.8
MER;19260317;-;-;-;-;-;-;-;-;0;5.4
MER;19260318;-;-;-;-;-;-;-;-;0;5.7
MER;19260319;-;-;-;-;-;-;-;-;0;6.4
MER;19260320;-;-;-;-;-;-;-;-;0;4.8
MER;19260321;-;-;-;-;-;-;-;-;3;1.1
MER;19260322;-;-;-;-;-;-;-;-;0;2.2
MER;19260323;-;-;-;-;-;-;-;-;0;2.6
MER;19260324;-;-;-;-;-;-;-;-;0;5
MER;19260325;-;-;-;-;-;-;-;-;0;7.9
MER;19260326;-;-;-;-;-;-;-;-;4;6.1
MER;19260327;-;-;-;-;-;-;-;-;0;4.6
MER;19260328;-;-;-;-;-;-;-;-;2.2;8.3
MER;19260329;-;-;-;-;-;-;-;-;0;9.4
MER;19260330;-;-;-;-;-;-;-;-;0;12.3
MER;19260331;-;-;-;-;-;-;-;-;0;10.8
MER;19260401;-;-;-;-;-;-;-;-;0;11.3
MER;19260402;-;-;-;-;-;-;-;-;0;11.2
MER;19260403;-;-;-;-;-;-;-;-;0;12.9
MER;19260404;-;-;-;-;-;-;-;-;16;12.9
MER;19260405;-;-;-;-;-;-;-;-;1;12.1
MER;19260406;-;-;-;-;-;-;-;-;0;11.4
MER;19260407;-;-;-;-;-;-;-;-;1.2;11.8
MER;19260408;-;-;-;-;-;-;-;-;5.4;10.8
MER;19260409;-;-;-;-;-;-;-;-;10.5;2.9
MER;19260410;-;-;-;-;-;-;-;-;0;7.2
MER;19260411;-;-;-;-;-;-;-;-;0;7.9
MER;19260412;-;-;-;-;-;-;-;-;0;9.9
MER;19260413;-;-;-;-;-;-;-;-;0;9.1
MER;19260414;-;-;-;-;-;-;-;-;0;10.9
MER;19260415;-;-;-;-;-;-;-;-;0;11.5
MER;19260416;-;-;-;-;-;-;-;-;17;11.6
MER;19260417;-;-;-;-;-;-;-;-;0.5;5.2
MER;19260418;-;-;-;-;-;-;-;-;1.3;7.1
MER;19260419;-;-;-;-;-;-;-;-;3.2;7.2
MER;19260420;-;-;-;-;-;-;-;-;2.2;6.6
MER;19260421;-;-;-;-;-;-;-;-;0;6.9
MER;19260422;-;-;-;-;-;-;-;-;0;5.6
MER;19260423;-;-;-;-;-;-;-;-;3.5;8.6
MER;19260424;-;-;-;-;-;-;-;-;10.5;10.4
MER;19260425;-;-;-;-;-;-;-;-;0.8;12.6
MER;19260426;-;-;-;-;-;-;-;-;3;7.9
MER;19260427;-;-;-;-;-;-;-;-;0;6.8
MER;19260428;-;-;-;-;-;-;-;-;0;10.1
MER;19260429;-;-;-;-;-;-;-;-;0;12.7
MER;19260430;-;-;-;-;-;-;-;-;0;17.7
MER;19260501;-;-;-;-;-;-;-;-;0;18.8
MER;19260502;-;-;-;-;-;-;-;-;0;16.5
MER;19260503;-;-;-;-;-;-;-;-;3.2;13.1
MER;19260504;-;-;-;-;-;-;-;-;6.2;10
MER;19260505;-;-;-;-;-;-;-;-;8.1;10.2
MER;19260506;-;-;-;-;-;-;-;-;11.6;6.4
MER;19260507;-;-;-;-;-;-;-;-;5.4;4.2
MER;19260508;-;-;-;-;-;-;-;-;5.2;3.4
MER;19260509;-;-;-;-;-;-;-;-;0;4.4
MER;19260510;-;-;-;-;-;-;-;-;0;7.6
MER;19260511;-;-;-;-;-;-;-;-;0;9.9
MER;19260512;-;-;-;-;-;-;-;-;0;12.5
MER;19260513;-;-;-;-;-;-;-;-;19;10
MER;19260514;-;-;-;-;-;-;-;-;4;8.5
MER;19260515;-;-;-;-;-;-;-;-;41.3;9.1
MER;19260516;-;-;-;-;-;-;-;-;20;11.1
MER;19260517;-;-;-;-;-;-;-;-;3.5;6.6
MER;19260518;-;-;-;-;-;-;-;-;7;7.1
MER;19260519;-;-;-;-;-;-;-;-;0;7.6
MER;19260520;-;-;-;-;-;-;-;-;0;9.9
MER;19260521;-;-;-;-;-;-;-;-;3;11.4
MER;19260522;-;-;-;-;-;-;-;-;1.5;10.8
MER;19260523;-;-;-;-;-;-;-;-;3.6;10.3
MER;19260524;-;-;-;-;-;-;-;-;0;11.6
MER;19260525;-;-;-;-;-;-;-;-;0;12.7
MER;19260526;-;-;-;-;-;-;-;-;0;14.2
MER;19260527;-;-;-;-;-;-;-;-;11;15.1
MER;19260528;-;-;-;-;-;-;-;-;6.8;14.6
MER;19260529;-;-;-;-;-;-;-;-;25.5;12.5
MER;19260530;-;-;-;-;-;-;-;-;14;14.8
MER;19260531;-;-;-;-;-;-;-;-;10;12.8
MER;19260601;-;-;-;-;-;-;-;-;0;10.5
MER;19260602;-;-;-;-;-;-;-;-;16;11.1
MER;19260603;-;-;-;-;-;-;-;-;9;7.9
MER;19260604;-;-;-;-;-;-;-;-;17;6.6
MER;19260605;-;-;-;-;-;-;-;-;9;10.9
MER;19260606;-;-;-;-;-;-;-;-;7;10.2
MER;19260607;-;-;-;-;-;-;-;-;5;11.6
MER;19260608;-;-;-;-;-;-;-;-;7.8;12.9
MER;19260609;-;-;-;-;-;-;-;-;0;14.4
MER;19260610;-;-;-;-;-;-;-;-;3;11.8
MER;19260611;-;-;-;-;-;-;-;-;0;13.7
MER;19260612;-;-;-;-;-;-;-;-;1;15.9
MER;19260613;-;-;-;-;-;-;-;-;14;13
MER;19260614;-;-;-;-;-;-;-;-;10;10.8
MER;19260615;-;-;-;-;-;-;-;-;6;10.9
MER;19260616;-;-;-;-;-;-;-;-;2.8;11.6
MER;19260617;-;-;-;-;-;-;-;-;7.4;13.6
MER;19260618;-;-;-;-;-;-;-;-;24.5;11.4
MER;19260619;-;-;-;-;-;-;-;-;42;8.1
MER;19260620;-;-;-;-;-;-;-;-;0;13.2
MER;19260621;-;-;-;-;-;-;-;-;0;16
MER;19260622;-;-;-;-;-;-;-;-;34;15.8
MER;19260623;-;-;-;-;-;-;-;-;3.8;15.8
MER;19260624;-;-;-;-;-;-;-;-;28.4;15.4
MER;19260625;-;-;-;-;-;-;-;-;11;9.2
MER;19260626;-;-;-;-;-;-;-;-;0;11.5
MER;19260627;-;-;-;-;-;-;-;-;2;12.7
MER;19260628;-;-;-;-;-;-;-;-;0.8;12.9
MER;19260629;-;-;-;-;-;-;-;-;0;14
MER;19260630;-;-;-;-;-;-;-;-;0;15
MER;19260701;-;-;-;-;-;-;-;-;0;14.4
MER;19260702;-;-;-;-;-;-;-;-;0;16.1
MER;19260703;-;-;-;-;-;-;-;-;0;17.4
MER;19260704;-;-;-;-;-;-;-;-;1;15.7
MER;19260705;-;-;-;-;-;-;-;-;0.5;16.4
MER;19260706;-;-;-;-;-;-;-;-;6;16
MER;19260707;-;-;-;-;-;-;-;-;34.8;12.7
MER;19260708;-;-;-;-;-;-;-;-;3;13.5
MER;19260709;-;-;-;-;-;-;-;-;13.2;13.7
MER;19260710;-;-;-;-;-;-;-;-;2.8;13.4
MER;19260711;-;-;-;-;-;-;-;-;2.5;13.9
MER;19260712;-;-;-;-;-;-;-;-;0;14
MER;19260713;-;-;-;-;-;-;-;-;0;17.7
MER;19260714;-;-;-;-;-;-;-;-;3.6;17.8
MER;19260715;-;-;-;-;-;-;-;-;7.5;17.2
MER;19260716;-;-;-;-;-;-;-;-;3.5;17
MER;19260717;-;-;-;-;-;-;-;-;0;18.5
MER;19260718;-;-;-;-;-;-;-;-;0;20
MER;19260719;-;-;-;-;-;-;-;-;15.5;20.3
MER;19260720;-;-;-;-;-;-;-;-;2.5;16.5
MER;19260721;-;-;-;-;-;-;-;-;0;16.5
MER;19260722;-;-;-;-;-;-;-;-;2;16.8
MER;19260723;-;-;-;-;-;-;-;-;0;17.6
MER;19260724;-;-;-;-;-;-;-;-;0;19.2
MER;19260725;-;-;-;-;-;-;-;-;5;17.3
MER;19260726;-;-;-;-;-;-;-;-;0;17.4
MER;19260727;-;-;-;-;-;-;-;-;30;12
MER;19260728;-;-;-;-;-;-;-;-;14;8.5
MER;19260729;-;-;-;-;-;-;-;-;15.8;9.6
MER;19260730;-;-;-;-;-;-;-;-;8;10.7
MER;19260731;-;-;-;-;-;-;-;-;0;12.9
MER;19260801;-;-;-;-;-;-;-;-;0;14.8
MER;19260802;-;-;-;-;-;-;-;-;0;15.4
MER;19260803;-;-;-;-;-;-;-;-;22.5;14.6
MER;19260804;-;-;-;-;-;-;-;-;2.8;14
MER;19260805;-;-;-;-;-;-;-;-;0.8;14.8
MER;19260806;-;-;-;-;-;-;-;-;8;15.7
MER;19260807;-;-;-;-;-;-;-;-;23.4;13.1
MER;19260808;-;-;-;-;-;-;-;-;3;9.1
MER;19260809;-;-;-;-;-;-;-;-;0;12.8
MER;19260810;-;-;-;-;-;-;-;-;0;14.9
MER;19260811;-;-;-;-;-;-;-;-;32;14.9
MER;19260812;-;-;-;-;-;-;-;-;2.5;13.4
MER;19260813;-;-;-;-;-;-;-;-;0;14
MER;19260814;-;-;-;-;-;-;-;-;0;16.3
MER;19260815;-;-;-;-;-;-;-;-;0;18.5
MER;19260816;-;-;-;-;-;-;-;-;1;18.7
MER;19260817;-;-;-;-;-;-;-;-;3.3;16.5
MER;19260818;-;-;-;-;-;-;-;-;0;18
MER;19260819;-;-;-;-;-;-;-;-;0;18.4
MER;19260820;-;-;-;-;-;-;-;-;0;18.7
MER;19260821;-;-;-;-;-;-;-;-;0;19
MER;19260822;-;-;-;-;-;-;-;-;0;19.1
MER;19260823;-;-;-;-;-;-;-;-;0;16.8
MER;19260824;-;-;-;-;-;-;-;-;0;15.7
MER;19260825;-;-;-;-;-;-;-;-;0;16.5
MER;19260826;-;-;-;-;-;-;-;-;0;17.9
MER;19260827;-;-;-;-;-;-;-;-;0;17.1
MER;19260828;-;-;-;-;-;-;-;-;0;16.3
MER;19260829;-;-;-;-;-;-;-;-;0;16.9
MER;19260830;-;-;-;-;-;-;-;-;0;16.9
MER;19260831;-;-;-;-;-;-;-;-;0;18.9
MER;19260901;-;-;-;-;-;-;-;-;0;18.3
MER;19260902;-;-;-;-;-;-;-;-;0;17.4
MER;19260903;-;-;-;-;-;-;-;-;11.5;17.4
MER;19260904;-;-;-;-;-;-;-;-;0;16.7
MER;19260905;-;-;-;-;-;-;-;-;3.2;17.3
MER;19260906;-;-;-;-;-;-;-;-;0;17.1
MER;19260907;-;-;-;-;-;-;-;-;0;18.4
MER;19260908;-;-;-;-;-;-;-;-;0;17.7
MER;19260909;-;-;-;-;-;-;-;-;0;16.4
MER;19260910;-;-;-;-;-;-;-;-;3.2;17.3
MER;19260911;-;-;-;-;-;-;-;-;0;17.5
MER;19260912;-;-;-;-;-;-;-;-;15.5;17.1
MER;19260913;-;-;-;-;-;-;-;-;0.8;15
MER;19260914;-;-;-;-;-;-;-;-;0;13.5
MER;19260915;-;-;-;-;-;-;-;-;0;13.3
MER;19260916;-;-;-;-;-;-;-;-;0;15.3
MER;19260917;-;-;-;-;-;-;-;-;0;16
MER;19260918;-;-;-;-;-;-;-;-;0;16.3
MER;19260919;-;-;-;-;-;-;-;-;0;17.1
MER;19260920;-;-;-;-;-;-;-;-;0;17
MER;19260921;-;-;-;-;-;-;-;-;0;17.3
MER;19260922;-;-;-;-;-;-;-;-;0;15.1
MER;19260923;-;-;-;-;-;-;-;-;0;15.4
MER;19260924;-;-;-;-;-;-;-;-;1;13
MER;19260925;-;-;-;-;-;-;-;-;0;13.2
MER;19260926;-;-;-;-;-;-;-;-;4.5;13.1
MER;19260927;-;-;-;-;-;-;-;-;8.5;11.5
MER;19260928;-;-;-;-;-;-;-;-;7;9.9
MER;19260929;-;-;-;-;-;-;-;-;0;9.1
MER;19260930;-;-;-;-;-;-;-;-;0;8.8
MER;19261001;-;-;-;-;-;-;-;-;0;7.7
MER;19261002;-;-;-;-;-;-;-;-;0;8.4
MER;19261003;-;-;-;-;-;-;-;-;0;9.7
MER;19261004;-;-;-;-;-;-;-;-;0;10.9
MER;19261005;-;-;-;-;-;-;-;-;0;9.4
MER;19261006;-;-;-;-;-;-;-;-;0;9.4
MER;19261007;-;-;-;-;-;-;-;-;0;12.6
MER;19261008;-;-;-;-;-;-;-;-;0;12.3
MER;19261009;-;-;-;-;-;-;-;-;0.3;11.8
MER;19261010;-;-;-;-;-;-;-;-;13.2;9.7
MER;19261011;-;-;-;-;-;-;-;-;0;8.9
MER;19261012;-;-;-;-;-;-;-;-;0;11.5
MER;19261013;-;-;-;-;-;-;-;-;0;12.7
MER;19261014;-;-;-;-;-;-;-;-;0;13.1
MER;19261015;-;-;-;-;-;-;-;-;0;12.7
MER;19261016;-;-;-;-;-;-;-;-;0;12.6
MER;19261017;-;-;-;-;-;-;-;-;1.8;12
MER;19261018;-;-;-;-;-;-;-;-;10;7.7
MER;19261019;-;-;-;-;-;-;-;-;0;5.6
MER;19261020;-;-;-;-;-;-;-;-;6.5;5.1
MER;19261021;-;-;-;-;-;-;-;-;8.5;8.5
MER;19261022;-;-;-;-;-;-;-;-;0;9.3
MER;19261023;-;-;-;-;-;-;-;-;21.5;8.1
MER;19261024;-;-;-;-;-;-;-;-;4;4.8
MER;19261025;-;-;-;-;-;-;-;-;9.5;6.7
MER;19261026;-;-;-;-;-;-;-;-;15.2;3.5
MER;19261027;-;-;-;-;-;-;-;-;0;4.6
MER;19261028;-;-;-;-;-;-;-;-;0;10.8
MER;19261029;-;-;-;-;-;-;-;-;7;9.4
MER;19261030;-;-;-;-;-;-;-;-;0;11.7
MER;19261031;-;-;-;-;-;-;-;-;9.5;17.5
MER;19261101;-;-;-;-;-;-;-;-;0.4;7.2
MER;19261102;-;-;-;-;-;-;-;-;0.8;6.1
MER;19261103;-;-;-;-;-;-;-;-;0;6.7
MER;19261104;-;-;-;-;-;-;-;-;0;7.2
MER;19261105;-;-;-;-;-;-;-;-;0;6.9
MER;19261106;-;-;-;-;-;-;-;-;0;9.9
MER;19261107;-;-;-;-;-;-;-;-;1.3;8.4
MER;19261108;-;-;-;-;-;-;-;-;10;11.6
MER;19261109;-;-;-;-;-;-;-;-;0.5;7.1
MER;19261110;-;-;-;-;-;-;-;-;0;6.1
MER;19261111;-;-;-;-;-;-;-;-;0;5.5
MER;19261112;-;-;-;-;-;-;-;-;0;8.5
MER;19261113;-;-;-;-;-;-;-;-;0;13.4
MER;19261114;-;-;-;-;-;-;-;-;0;10.9
MER;19261115;-;-;-;-;-;-;-;-;0;9.9
MER;19261116;-;-;-;-;-;-;-;-;0;7.2
MER;19261117;-;-;-;-;-;-;-;-;0;9.5
MER;19261118;-;-;-;-;-;-;-;-;0;14.5
MER;19261119;-;-;-;-;-;-;-;-;31;10.7
MER;19261120;-;-;-;-;-;-;-;-;0;10.5
MER;19261121;-;-;-;-;-;-;-;-;13.5;6.5
MER;19261122;-;-;-;-;-;-;-;-;4.5;3.8
MER;19261123;-;-;-;-;-;-;-;-;0;3.7
MER;19261124;-;-;-;-;-;-;-;-;0;3.1
MER;19261125;-;-;-;-;-;-;-;-;0;2.8
MER;19261126;-;-;-;-;-;-;-;-;0;0
MER;19261127;-;-;-;-;-;-;-;-;0;-0.6
MER;19261128;-;-;-;-;-;-;-;-;0;-0.9
MER;19261129;-;-;-;-;-;-;-;-;0;6.8
MER;19261130;-;-;-;-;-;-;-;-;0;6.8
MER;19261201;-;-;-;-;-;-;-;-;0;3.2
MER;19261202;-;-;-;-;-;-;-;-;1.5;1.6
MER;19261203;-;-;-;-;-;-;-;-;7;0.7
MER;19261204;-;-;-;-;-;-;-;-;27;0
MER;19261205;-;-;-;-;-;-;-;-;7;-1.2
MER;19261206;-;-;-;-;-;-;-;-;0;-1.3
MER;19261207;-;-;-;-;-;-;-;-;0;-0.8
MER;19261208;-;-;-;-;-;-;-;-;0;-3.8
MER;19261209;-;-;-;-;-;-;-;-;0;-1
MER;19261210;-;-;-;-;-;-;-;-;0;0.1
MER;19261211;-;-;-;-;-;-;-;-;0;-4.8
MER;19261212;-;-;-;-;-;-;-;-;0;-4.4
MER;19261213;-;-;-;-;-;-;-;-;0;-7.2
MER;19261214;-;-;-;-;-;-;-;-;0;-5.7
MER;19261215;-;-;-;-;-;-;-;-;3;0.4
MER;19261216;-;-;-;-;-;-;-;-;0;0.9
MER;19261217;-;-;-;-;-;-;-;-;0;-0.9
MER;19261218;-;-;-;-;-;-;-;-;14.5;0.5
MER;19261219;-;-;-;-;-;-;-;-;2.8;-0.3
MER;19261220;-;-;-;-;-;-;-;-;8.5;1.7
MER;19261221;-;-;-;-;-;-;-;-;8;-1.1
MER;19261222;-;-;-;-;-;-;-;-;0;-3.6
MER;19261223;-;-;-;-;-;-;-;-;0;-6.6
MER;19261224;-;-;-;-;-;-;-;-;0;-6.6
MER;19261225;-;-;-;-;-;-;-;-;0;-9.5
MER;19261226;-;-;-;-;-;-;-;-;0;-9.8
MER;19261227;-;-;-;-;-;-;-;-;0;-6.3
MER;19261228;-;-;-;-;-;-;-;-;5.2;-3.8
MER;19261229;-;-;-;-;-;-;-;-;17.5;1.5
MER;19261230;-;-;-;-;-;-;-;-;0;0
MER;19261231;-;-;-;-;-;-;-;-;0;-3
MER;19270101;-;-;-;-;-;-;-;-;0;-2.8
MER;19270102;-;-;-;-;-;-;-;-;0;-2.8
MER;19270103;-;-;-;-;-;-;-;-;0;-0.8
MER;19270104;-;-;-;-;-;-;-;-;8.5;0.4
MER;19270105;-;-;-;-;-;-;-;-;0;-0.7
MER;19270106;-;-;-;-;-;-;-;-;3.2;-1
MER;19270107;-;-;-;-;-;-;-;-;12;1.6
MER;19270108;-;-;-;-;-;-;-;-;0;1
MER;19270109;-;-;-;-;-;-;-;-;7;-0.9
MER;19270110;-;-;-;-;-;-;-;-;1.8;1.1
MER;19270111;-;-;-;-;-;-;-;-;0;1.8
MER;19270112;-;-;-;-;-;-;-;-;0;2.1
MER;19270113;-;-;-;-;-;-;-;-;5.3;1.1
MER;19270114;-;-;-;-;-;-;-;-;0;-0.1
MER;19270115;-;-;-;-;-;-;-;-;0;-0.6
MER;19270116;-;-;-;-;-;-;-;-;38.8;-0.5
MER;19270117;-;-;-;-;-;-;-;-;3.2;-0.6
MER;19270118;-;-;-;-;-;-;-;-;0.5;-2.4
MER;19270119;-;-;-;-;-;-;-;-;0;-2.5
MER;19270120;-;-;-;-;-;-;-;-;0;-2.3
MER;19270121;-;-;-;-;-;-;-;-;4;-2.6
MER;19270122;-;-;-;-;-;-;-;-;5;-2.5
MER;19270123;-;-;-;-;-;-;-;-;11.5;0.3
MER;19270124;-;-;-;-;-;-;-;-;0;1
MER;19270125;-;-;-;-;-;-;-;-;0;-4.3
MER;19270126;-;-;-;-;-;-;-;-;0;-6.3
MER;19270127;-;-;-;-;-;-;-;-;0;-2.6
MER;19270128;-;-;-;-;-;-;-;-;0;-3.6
MER;19270129;-;-;-;-;-;-;-;-;3.6;-3.7
MER;19270130;-;-;-;-;-;-;-;-;0;-2.6
MER;19270131;-;-;-;-;-;-;-;-;1.2;-1.8
MER;19270201;-;-;-;-;-;-;-;-;5;-0.6
MER;19270202;-;-;-;-;-;-;-;-;6;-2.7
MER;19270203;-;-;-;-;-;-;-;-;0;-2.1
MER;19270204;-;-;-;-;-;-;-;-;0;-3.5
MER;19270205;-;-;-;-;-;-;-;-;0;-2.3
MER;19270206;-;-;-;-;-;-;-;-;4.6;-1.1
MER;19270207;-;-;-;-;-;-;-;-;0;-1.5
MER;19270208;-;-;-;-;-;-;-;-;0;-4.2
MER;19270209;-;-;-;-;-;-;-;-;0;-5.7
MER;19270210;-;-;-;-;-;-;-;-;0;-5.6
MER;19270211;-;-;-;-;-;-;-;-;0;-5.1
MER;19270212;-;-;-;-;-;-;-;-;0;-5
MER;19270213;-;-;-;-;-;-;-;-;0;-3.9
MER;19270214;-;-;-;-;-;-;-;-;0;-3.2
MER;19270215;-;-;-;-;-;-;-;-;0;0.2
MER;19270216;-;-;-;-;-;-;-;-;0;-1.9
MER;19270217;-;-;-;-;-;-;-;-;11;1.8
MER;19270218;-;-;-;-;-;-;-;-;29;0.9
MER;19270219;-;-;-;-;-;-;-;-;0.5;-0.9
MER;19270220;-;-;-;-;-;-;-;-;9.5;-2.4
MER;19270221;-;-;-;-;-;-;-;-;12;-0.3
MER;19270222;-;-;-;-;-;-;-;-;0;2.5
MER;19270223;-;-;-;-;-;-;-;-;1.5;4.7
MER;19270224;-;-;-;-;-;-;-;-;0;4
MER;19270225;-;-;-;-;-;-;-;-;0;3.2
MER;19270226;-;-;-;-;-;-;-;-;7;2.9
MER;19270227;-;-;-;-;-;-;-;-;0;5.9
MER;19270228;-;-;-;-;-;-;-;-;0;3.8
MER;19270301;-;-;-;-;-;-;-;-;11.8;9.4
MER;19270302;-;-;-;-;-;-;-;-;4.8;3.1
MER;19270303;-;-;-;-;-;-;-;-;1.2;4.1
MER;19270304;-;-;-;-;-;-;-;-;0;5.2
MER;19270305;-;-;-;-;-;-;-;-;0;7.9
MER;19270306;-;-;-;-;-;-;-;-;0;4.2
MER;19270307;-;-;-;-;-;-;-;-;10.8;4.8
MER;19270308;-;-;-;-;-;-;-;-;17;4.4
MER;19270309;-;-;-;-;-;-;-;-;8;4.9
MER;19270310;-;-;-;-;-;-;-;-;5;3.1
MER;19270311;-;-;-;-;-;-;-;-;0;3.7
MER;19270312;-;-;-;-;-;-;-;-;0;4.2
MER;19270313;-;-;-;-;-;-;-;-;6.2;6.8
MER;19270314;-;-;-;-;-;-;-;-;9;4.6
MER;19270315;-;-;-;-;-;-;-;-;1.2;2.2
MER;19270316;-;-;-;-;-;-;-;-;0;2.2
MER;19270317;-;-;-;-;-;-;-;-;0;4.7
MER;19270318;-;-;-;-;-;-;-;-;0;5.9
MER;19270319;-;-;-;-;-;-;-;-;0;7
MER;19270320;-;-;-;-;-;-;-;-;0;7.5
MER;19270321;-;-;-;-;-;-;-;-;0;9.8
MER;19270322;-;-;-;-;-;-;-;-;0;7.8
MER;19270323;-;-;-;-;-;-;-;-;4.8;11.3
MER;19270324;-;-;-;-;-;-;-;-;0;5.4
MER;19270325;-;-;-;-;-;-;-;-;11.5;6.6
MER;19270326;-;-;-;-;-;-;-;-;0;6.3
MER;19270327;-;-;-;-;-;-;-;-;32.2;2.7
MER;19270328;-;-;-;-;-;-;-;-;33.2;0.9
MER;19270329;-;-;-;-;-;-;-;-;0;3.3
MER;19270330;-;-;-;-;-;-;-;-;16.5;4.9
MER;19270331;-;-;-;-;-;-;-;-;2.8;2.3
MER;19270401;-;-;-;-;-;-;-;-;15;3.3
MER;19270402;-;-;-;-;-;-;-;-;0.8;3.7
MER;19270403;-;-;-;-;-;-;-;-;2.8;5.6
MER;19270404;-;-;-;-;-;-;-;-;1;8.1
MER;19270405;-;-;-;-;-;-;-;-;16;6.5
MER;19270406;-;-;-;-;-;-;-;-;7.2;8.5
MER;19270407;-;-;-;-;-;-;-;-;13.5;10.1
MER;19270408;-;-;-;-;-;-;-;-;0.8;6.6
MER;19270409;-;-;-;-;-;-;-;-;6;7.8
MER;19270410;-;-;-;-;-;-;-;-;16.8;3.2
MER;19270411;-;-;-;-;-;-;-;-;1;6.7
MER;19270412;-;-;-;-;-;-;-;-;0;6.2
MER;19270413;-;-;-;-;-;-;-;-;0;5.8
MER;19270414;-;-;-;-;-;-;-;-;5;8.6
MER;19270415;-;-;-;-;-;-;-;-;26;7
MER;19270416;-;-;-;-;-;-;-;-;6.5;5
MER;19270417;-;-;-;-;-;-;-;-;1;2.5
MER;19270418;-;-;-;-;-;-;-;-;0;5.4
MER;19270419;-;-;-;-;-;-;-;-;0;8.4
MER;19270420;-;-;-;-;-;-;-;-;0;11
MER;19270421;-;-;-;-;-;-;-;-;0;11.8
MER;19270422;-;-;-;-;-;-;-;-;0;13
MER;19270423;-;-;-;-;-;-;-;-;0;14.3
MER;19270424;-;-;-;-;-;-;-;-;21.5;7.1
MER;19270425;-;-;-;-;-;-;-;-;0.8;8.5
MER;19270426;-;-;-;-;-;-;-;-;1.2;11.9
MER;19270427;-;-;-;-;-;-;-;-;1;10.7
MER;19270428;-;-;-;-;-;-;-;-;0;12
MER;19270429;-;-;-;-;-;-;-;-;0;15.9
MER;19270430;-;-;-;-;-;-;-;-;6.2;13.8
