stn;time;" Globalstrahlung (W/m); Tagesmittel";Gesamtschneehoehe (cm);Gesamtbewoelkung (min);Luftdruck auf Stationshoehe (hpa);Niederschlag (mm);Durchschnittstemperatur (¡C);Relative Luftfeuchtigkeit (%);Sonnenscheindauer (min);Tiefsttemperatur (¡C);Maximaltemperatur (¡C)
LUG;19190326;-;-;73;977.2;0;8.7;71;216;2;15.5
LUG;19190327;-;-;100;973.8;6.2;9.2;70;126;4.5;16.5
LUG;19190328;-;-;67;968.6;4.2;6.7;40.7;258;4;13.5
LUG;19190329;-;-;33;977;0;6.4;33;414;0.5;14
LUG;19190330;-;-;93;970.1;0;6.7;53.7;0;2;9.5
LUG;19190331;-;-;53;971.6;31.2;8.6;44.3;276;3;16.5
LUG;19190401;-;-;100;969.8;45.2;7.9;91.7;0;5.2;9.5
LUG;19190402;-;-;100;974.5;40.2;8.3;91.7;0;5;9.8
LUG;19190403;-;-;100;983.7;22.2;10.4;79;0;5;16.5
LUG;19190404;-;-;67;983.6;0;10.9;76;174;6;18.5
LUG;19190405;-;-;100;985.2;3.2;11.1;74;6;5.2;14.5
LUG;19190406;-;-;53;981.4;10.2;10.6;67;216;5;19
LUG;19190407;-;-;100;978;26.5;9.7;84.3;0;7;13
LUG;19190408;-;-;100;961;0;10.1;78.3;0;7;12.4
LUG;19190409;-;-;0;971.5;9.5;13.8;21;600;6.5;23
LUG;19190410;-;-;33;980.7;0;12.2;55.3;222;6;18.2
LUG;19190411;-;-;0;986.8;0;11.6;44.3;660;6.5;20
LUG;19190412;-;-;0;988.1;0;13.8;60.3;612;6;19
LUG;19190413;-;-;67;979.1;14.2;13.9;65.7;180;6;20.5
LUG;19190414;-;-;33;973.1;3.2;11.1;72.3;378;6;18.2
LUG;19190415;-;-;67;968.9;1.8;11;66.7;90;7.2;15.5
LUG;19190416;-;-;100;973.9;0;9.7;36;0;3;16
LUG;19190417;-;-;0;981.5;0;14.4;17.7;720;4.5;19.5
LUG;19190418;-;-;47;983.8;0;14.1;17.7;174;7;20
LUG;19190419;-;-;0;984.9;0;11;48;636;5;18.5
LUG;19190420;-;-;0;983.8;0;12.9;59.3;720;5;19.5
LUG;19190421;-;-;0;984.2;0;16.5;18.3;726;7;21.5
LUG;19190422;-;-;0;984.6;0;8.2;33.3;720;5.8;16
LUG;19190423;-;-;0;982.9;0;6.6;37.3;636;0.5;14
LUG;19190424;-;-;0;976.1;0;9;34.3;702;0.6;16
LUG;19190425;-;-;0;973.5;0;10.4;34.3;642;1.8;18.2
LUG;19190426;-;-;0;977.9;0;10.3;31.3;708;2;18.8
LUG;19190427;-;-;0;974.7;0;10.2;31.3;690;5;18.5
LUG;19190428;-;-;73;972.3;40.4;5.8;71.7;0;3;10.2
LUG;19190429;-;-;10;971.5;0;5.9;32.3;510;0.8;14.9
LUG;19190430;-;-;53;974.4;3.2;6.2;38.7;486;0;15.5
LUG;19190501;-;-;0;974.9;0;8.2;34;558;0.5;16
LUG;19190502;-;-;0;974.7;0;15;17.7;738;3;23
LUG;19190503;-;-;0;975.8;0;17.4;18;738;8;25.5
LUG;19190504;-;-;0;980.4;0;17.5;30;750;7.8;24.5
LUG;19190505;-;-;0;978.6;0;11.2;62;480;9.2;18.4
LUG;19190506;-;-;33;978.3;2.2;11.5;60.3;552;4;19.5
LUG;19190507;-;-;7;982.7;1.5;12.7;51;468;4;22
LUG;19190508;-;-;67;988.5;0;14.4;54;366;8;21
LUG;19190509;-;-;93;988.2;0;13.9;47;60;10.2;18.4
LUG;19190510;-;-;100;988.9;0;13.7;52;0;10;19.5
LUG;19190511;-;-;0;990.5;0;15.5;47.7;702;8;23.5
LUG;19190512;-;-;0;990;0;19.5;32.3;480;8;27.5
LUG;19190513;-;-;0;988.2;0;18.6;44.3;696;13;25.6
LUG;19190514;-;-;0;982.7;0;19.6;46.7;756;11;28
LUG;19190515;-;-;67;980.4;0;18.4;48;618;14.5;24
LUG;19190516;-;-;27;981;0;16.5;49;606;13.8;21.5
LUG;19190517;-;-;7;980;0;16.3;61.3;510;8.8;22.4
LUG;19190518;-;-;40;976.5;0;18.1;31.3;354;10;26
LUG;19190519;-;-;100;982.1;4.4;12.1;66.3;0;10.2;18
LUG;19190520;-;-;33;987.1;0;13.4;50.7;714;7.5;19
LUG;19190521;-;-;0;988.9;0;14.5;43.3;762;7.5;26
LUG;19190522;-;-;7;991.3;0;15.9;50;696;7.6;23.2
LUG;19190523;-;-;0;989.6;0;19;34.3;762;7.8;28.5
LUG;19190524;-;-;20;987;0;17.3;47.7;588;11.2;27.5
LUG;19190525;-;-;40;990;0;17.5;36.3;618;11;25.2
LUG;19190526;-;-;80;989;0;16.1;52.3;270;11.4;23
LUG;19190527;-;-;30;985;0;17.9;45;630;8.5;25.5
LUG;19190528;-;-;33;984.5;0;18.4;55;738;11.5;23
LUG;19190529;-;-;33;985.4;0;17.7;47.7;648;10;24.5
LUG;19190530;-;-;33;983.5;0;18.3;45;738;10;25.5
LUG;19190531;-;-;0;984.9;0;18.1;46.3;732;11;26.5
LUG;19190601;-;-;30;985.7;3.8;18.1;60;528;10.6;27.5
LUG;19190602;-;-;67;980.9;1;18.7;57.3;558;11.2;26.5
LUG;19190603;-;-;20;978.4;0;19;62;504;13;26.5
LUG;19190604;-;-;53;980.9;0;14.4;60;384;12;19.8
LUG;19190605;-;-;20;980.3;0;17.8;52;354;7.5;24.2
LUG;19190606;-;-;7;983.8;0;23.2;16.3;762;10.2;31
LUG;19190607;-;-;0;988.5;0;20;41.3;786;12;27.5
LUG;19190608;-;-;0;988;0;20.3;48;786;11;29.5
LUG;19190609;-;-;0;990.9;0;24.4;38;426;11.8;33.3
LUG;19190610;-;-;0;992.6;0;26.6;27.7;630;18;33.8
LUG;19190611;-;-;53;994.4;0;24.2;42.3;444;16;32.5
LUG;19190612;-;-;0;991.8;0;23.6;48.3;636;18.5;32
LUG;19190613;-;-;60;988.3;8;20.9;64.7;354;15.2;31.5
LUG;19190614;-;-;0;986.7;0;22.5;52;774;13;30
LUG;19190615;-;-;0;986.8;0;22.6;46;732;14.5;30
LUG;19190616;-;-;33;988.5;0;23.2;57;624;16;30.2
LUG;19190617;-;-;7;989;0;23.6;49.7;702;16;31.5
LUG;19190618;-;-;0;988;0;23;50.7;624;16.2;33
LUG;19190619;-;-;40;987.5;7.4;24.3;55;456;16.8;32.2
LUG;19190620;-;-;0;988.7;0;23;42.3;696;15;32
LUG;19190621;-;-;7;987.4;0;24.2;43.3;732;16;32.5
LUG;19190622;-;-;0;986.1;8.4;24.4;30;726;17;33
LUG;19190623;-;-;93;985.8;0;20.1;59.3;108;17;26
LUG;19190624;-;-;33;977.8;0;19;44.7;0;15;25.6
LUG;19190625;-;-;67;979.1;15.2;17.7;26;432;11;26
LUG;19190626;-;-;100;971.1;12.4;11.5;67;0;10.5;18
LUG;19190627;-;-;27;981.4;0;16.9;17;588;10.8;23
LUG;19190628;-;-;0;987.7;0;17.3;35.7;798;9.2;27
LUG;19190629;-;-;0;984.8;0;19;45;708;10;26.5
LUG;19190630;-;-;93;977.2;7.5;18.5;55.7;282;12.6;26
LUG;19190701;-;-;100;978.2;4.6;16.5;76.7;0;14.6;21.8
LUG;19190702;-;-;67;978.6;0;17;52.7;276;13.5;24
LUG;19190703;-;-;0;981.5;0;19;36.7;804;9;27.6
LUG;19190704;-;-;80;985.9;21.2;19.8;48.7;270;13;28
LUG;19190705;-;-;100;985.7;13.2;16.7;69;0;13;22
LUG;19190706;-;-;67;985.5;28.5;19.8;62.3;504;13;29
LUG;19190707;-;-;67;986;30.6;21.4;57.3;594;13.2;29
LUG;19190708;-;-;93;980.6;2.9;19;58.3;0;16;26.6
LUG;19190709;-;-;0;982.8;0;21.1;29.7;798;10.5;28.2
LUG;19190710;-;-;33;981.3;0;21.5;23.3;750;12.5;29.5
LUG;19190711;-;-;67;981.6;0;20.4;26;414;12.5;28
LUG;19190712;-;-;7;979.9;0;21.5;32.3;708;12.6;29.5
LUG;19190713;-;-;27;980.8;0.4;20;32.3;414;14;28.5
LUG;19190714;-;-;33;984.6;2.8;20.6;28.7;774;16.5;28.8
LUG;19190715;-;-;67;978.7;28;17.6;57.3;246;14;21.2
LUG;19190716;-;-;0;979.6;0;18.7;17.7;720;13.5;23.5
LUG;19190717;-;-;0;984.6;0;20.6;31;738;10;29
LUG;19190718;-;-;0;984.7;0;20.6;48.7;558;11;30
LUG;19190719;-;-;7;984.1;0;20.7;46.7;510;12.8;29.2
LUG;19190720;-;-;100;985;6.6;19.8;67.3;0;16;24.5
LUG;19190721;-;-;60;984.6;0;19.8;49.7;600;14.4;28.2
LUG;19190722;-;-;0;985;0;18.1;27.3;600;14.8;29.2
LUG;19190723;-;-;33;979.9;0;19.3;47.3;600;11;28
LUG;19190724;-;-;87;979.3;3;15;58;90;12.2;24
LUG;19190725;-;-;33;982.3;0;18.8;45;726;8;27.8
LUG;19190726;-;-;0;984.1;0;19;44.3;702;10;28.5
LUG;19190727;-;-;7;983.7;0;21.6;48.7;732;10.5;29
LUG;19190728;-;-;93;982.9;3.2;19.5;61.3;216;10.5;28
LUG;19190729;-;-;87;982.8;4;18.5;61.7;462;13.5;28
LUG;19190730;-;-;93;984.4;0;17.4;63.3;204;13.5;24.5
LUG;19190731;-;-;0;987.6;0;19.7;56;750;12.5;28.3
LUG;19190801;-;-;0;989;0;20.1;52;660;13.4;30
LUG;19190802;-;-;33;986.1;0;22.4;39.3;624;13.8;32
LUG;19190803;-;-;0;981.5;0;23.5;41.3;708;13.5;32
LUG;19190804;-;-;20;983.7;1.2;22.1;38;516;13.3;30.6
LUG;19190805;-;-;100;984.3;2.2;18.2;71.3;120;16.5;27
LUG;19190806;-;-;0;983;0;19.6;58.3;594;13.5;27.5
LUG;19190807;-;-;0;981.8;0;24;33.3;744;12.5;31.8
LUG;19190808;-;-;0;985.9;0;20.5;45.3;744;13.4;31
LUG;19190809;-;-;27;991.3;0;22.1;57.7;558;13.2;30.6
LUG;19190810;-;-;0;990.5;0;23.5;58.7;738;16;31.5
LUG;19190811;-;-;0;988;0;25.3;56.7;726;17.2;32.8
LUG;19190812;-;-;0;987.7;0;25;53.7;726;16.4;34
LUG;19190813;-;-;20;989.2;0;25.8;58.3;594;18;33
LUG;19190814;-;-;0;986.2;0;25.4;59.3;726;19;33.5
LUG;19190815;-;-;0;984.6;0;25.5;52.3;714;17;33.3
LUG;19190816;-;-;0;986.3;0;25.5;61.7;624;19;32.4
LUG;19190817;-;-;0;988.1;1;22;56;414;18.2;30.2
LUG;19190818;-;-;0;990.7;0;22.9;53;0;17.8;32
LUG;19190819;-;-;0;990.3;0;24;53;732;20.2;32.6
LUG;19190820;-;-;0;989;0;24.6;55.3;714;17;32
LUG;19190821;-;-;0;986.3;0;24.9;63.3;534;17.5;34
LUG;19190822;-;-;0;985.5;0;25;45;672;16.8;33.4
LUG;19190823;-;-;0;986.4;0;22.5;53;690;16;31
LUG;19190824;-;-;10;982.6;0;21.1;47.7;636;15.5;30.4
LUG;19190825;-;-;33;977.4;10.2;22.7;50.3;588;14;31
LUG;19190826;-;-;100;977.1;2.8;20;64.7;156;14;26.5
LUG;19190827;-;-;53;979.6;0;19;68.7;204;16.5;27
LUG;19190828;-;-;87;986.7;0;20.7;65.7;606;14;27
LUG;19190829;-;-;60;985.2;13.2;22.7;58.7;678;18;30.5
LUG;19190830;-;-;67;978.5;5.2;18.5;52.7;198;17;26.2
LUG;19190831;-;-;7;981.1;0;16.2;33.7;522;9;25.2
LUG;19190901;-;-;0;981.8;0;16.9;54.7;714;10;27.5
LUG;19190902;-;-;0;983.7;0;18;48.7;684;10.5;27.6
LUG;19190903;-;-;0;984;0;18.5;56.7;678;11;28
LUG;19190904;-;-;0;985.5;0;19.5;55.3;690;12.2;28.8
LUG;19190905;-;-;0;988.7;0;21;56;702;12.6;29.5
LUG;19190906;-;-;20;988.3;0;21.3;55.7;672;12.4;29.5
LUG;19190907;-;-;0;988.9;0;21.2;60.7;642;12.6;29
LUG;19190908;-;-;0;990.7;0;21.4;57.3;654;15;29.5
LUG;19190909;-;-;0;992.9;0;22.2;53.3;678;15.5;30.2
LUG;19190910;-;-;0;996.2;0;22.3;56.7;690;15.6;30.8
LUG;19190911;-;-;0;996.1;0;22.3;60.7;660;15.2;30.2
LUG;19190912;-;-;0;993;0;21.6;53.3;636;15.4;30.4
LUG;19190913;-;-;0;990.3;0;21;51.7;552;14.5;29.8
LUG;19190914;-;-;0;988.6;0;20.5;50.7;576;15.2;31
LUG;19190915;-;-;40;988.3;0;20.6;53.3;234;13.2;30
LUG;19190916;-;-;47;992.1;0;19.4;64;84;15;27
LUG;19190917;-;-;33;991.1;0;21.6;58.7;0;16;31
LUG;19190918;-;-;40;985.1;48.2;20.9;66.7;426;14.6;30
LUG;19190919;-;-;100;974.3;64;15.1;89.3;0;14;25
LUG;19190920;-;-;33;969;4;17;43;534;10.2;27
LUG;19190921;-;-;100;968.3;1.8;12;51;0;9;21.5
LUG;19190922;-;-;20;974.2;0;13.7;22.3;534;10;20.5
LUG;19190923;-;-;47;985.9;0;12.9;45;372;5.5;21
LUG;19190924;-;-;87;990.1;0;13.7;59.3;0;10;19.5
LUG;19190925;-;-;33;992.3;0;17.1;63.7;582;10.2;27.5
LUG;19190926;-;-;0;990.3;0;17.6;66.7;594;11.8;27.2
LUG;19190927;-;-;33;984.7;62.2;17.8;73.7;342;9;24.5
LUG;19190928;-;-;100;978.2;24.8;16;90;0;12;21
LUG;19190929;-;-;33;986;2;17.5;75.3;282;12;25
LUG;19190930;-;-;97;989.4;10.3;16.3;81.7;0;11.5;22.2
LUG;19191001;-;-;100;981.1;0;19.9;45.3;72;15;23
LUG;19191002;-;-;73;977.8;19.2;16.9;52;126;13.5;25
LUG;19191003;-;-;100;978.7;2.7;12;54.3;0;10.4;20.2
LUG;19191004;-;-;53;990.9;0;15.3;63.3;384;8;21.6
LUG;19191005;-;-;77;996;0;16.6;69.3;0;8;21.5
LUG;19191006;-;-;0;993.6;0;15.7;68.3;594;10;25
LUG;19191007;-;-;20;988.1;0;15.9;71.7;600;10;25
LUG;19191008;-;-;33;987.8;0;14.4;73.7;36;11;19
LUG;19191009;-;-;33;977.1;0;13.1;51.7;402;9.8;23.5
LUG;19191010;-;-;0;978.9;13.2;8.9;19.3;504;5;17
LUG;19191011;-;-;67;978.8;4.2;4.7;80;126;3.8;11
LUG;19191012;-;-;0;980.9;1.5;7.4;66.7;540;1.2;15
LUG;19191013;-;-;100;981.9;7.8;5.9;81.7;0;0.5;10
LUG;19191014;-;-;7;981.9;0;8.4;76.7;438;2;15.5
LUG;19191015;-;-;47;981.5;3;10.2;66.3;408;2.5;16
LUG;19191016;-;-;27;981.9;0;9.1;17;480;3.4;19
LUG;19191017;-;-;0;991.5;0;8.3;16.3;570;4.5;14.5
LUG;19191018;-;-;0;998.1;0;6.9;41.7;546;0.5;15.5
LUG;19191019;-;-;0;998.1;0;7.9;55.3;546;0.4;16
LUG;19191020;-;-;47;995.5;0;7.8;63.7;486;2.5;14.5
LUG;19191021;-;-;53;997;0;6.6;62.3;300;2.6;11.5
LUG;19191022;-;-;7;992.3;0;6.7;69.7;384;1;13.6
LUG;19191023;-;-;60;984;0;8.6;66.3;306;2.5;15.5
LUG;19191024;-;-;100;982.4;27;8.1;88;0;5.2;12
LUG;19191025;-;-;100;980.6;6.8;8.4;87.3;0;7;10.2
LUG;19191026;-;-;60;978.1;0;10.5;71;408;6.8;15.5
LUG;19191027;-;-;100;973.3;0.8;7.9;51.7;0;5;11
LUG;19191028;-;-;100;970.8;0;7;31.7;0;3.8;9.4
LUG;19191029;-;-;33;975.6;0;4.2;43.3;246;-1.2;10.2
LUG;19191030;-;-;0;980;0;3.3;44.3;414;-2;10
LUG;19191031;-;-;0;981;0;4.3;39.3;426;-2.2;10.5
LUG;19191101;-;-;100;978.6;29.5;5.2;66;0;-1;9.2
LUG;19191102;-;-;100;975.7;7.2;5.3;87.3;0;3.5;7
LUG;19191103;-;-;23;978;0;7.1;75.7;348;3.5;12
LUG;19191104;-;-;67;984.1;3.4;6.9;72;96;3;10.4
LUG;19191105;-;-;100;984.6;38;5.7;89.3;0;2;6.8
LUG;19191106;-;-;100;967.8;3.4;5.9;88.7;0;3.4;8.6
LUG;19191107;-;-;60;968.5;15.2;8.4;80;246;3.6;13
LUG;19191108;-;-;100;972.8;2.2;7.5;90.7;0;3.8;10.5
LUG;19191109;-;-;40;976.5;1;7.7;80;126;3.5;10.5
LUG;19191110;-;-;100;971.6;15.2;4;88.3;0;1.8;7.8
LUG;19191111;-;-;0;971.1;0;3.3;52.3;384;-2.8;9.6
LUG;19191112;-;-;20;970.9;0;4;37.3;378;-1.8;7.8
LUG;19191113;-;-;0;976.9;0;2.2;19.3;492;-2;9.2
LUG;19191114;-;-;100;984.2;5;1.4;56;0;-2.4;5.2
LUG;19191115;-;-;100;975.3;7.4;1.6;85.7;0;0.2;2.4
LUG;19191116;-;-;33;973.7;0;5.7;41;264;1.8;10.5
LUG;19191117;-;-;0;991.7;0;3.9;17;462;1.5;7.2
LUG;19191118;-;-;33;989.3;0;2.2;38.3;246;-3.4;8.5
LUG;19191119;-;-;0;990.1;0;2.8;55;420;-4;8
LUG;19191120;-;-;100;981.4;0;3.2;65;0;0.5;6
LUG;19191121;-;-;0;976.1;0;3.4;36.7;438;-0.8;10
LUG;19191122;-;-;7;983.2;0;4.8;28.3;444;-0.5;9.8
LUG;19191123;-;-;13;983.3;0;5.1;50;402;2.5;11.6
LUG;19191124;-;-;0;986.3;0;3.5;66.7;372;0.4;9
LUG;19191125;-;-;100;979;28;3.3;86.7;0;1.5;7
LUG;19191126;-;-;67;968.2;6.4;0.3;93;0;0;4.5
LUG;19191127;-;-;100;973.8;24.8;0.9;76.7;0;-1;3.5
LUG;19191128;-;-;0;978.8;0;2;75;408;-1.8;6
LUG;19191129;-;-;33;988.3;22;1.9;78.3;270;-2;8
LUG;19191130;-;-;100;991.9;24.5;2.6;90;0;0.5;5
LUG;19191201;-;-;53;996.3;0;4.8;72;402;2.8;10
LUG;19191202;-;-;7;991.8;0;3.2;77;318;0.5;9
LUG;19191203;-;-;27;992.1;0;4.2;77.3;402;0.5;8.6
LUG;19191204;-;-;0;991.5;0;3.7;75.7;426;1.2;9
LUG;19191205;-;-;13;989.3;0;7.5;21.3;426;2.4;11.5
LUG;19191206;-;-;73;979;0;4;58.7;0;1.6;8.2
LUG;19191207;-;-;0;966.4;0;4.6;25.7;330;1.4;9.8
LUG;19191208;-;-;0;970;0;3.6;33.3;306;-0.8;9.5
LUG;19191209;-;-;0;977.1;0;3.6;18;414;-1.5;9.4
LUG;19191210;-;-;0;978.8;0;1.9;21.3;420;-1.5;8
LUG;19191211;-;-;0;981.4;0;-1.5;36;414;-6;5.5
LUG;19191212;-;-;0;984.7;0;-0.5;50.3;342;-6;6.5
LUG;19191213;-;-;7;988.3;0;0.3;54.3;270;-5.5;6.2
LUG;19191214;-;-;0;990.2;0;0.9;58.7;408;-3.5;5.8
LUG;19191215;-;-;0;987.1;0;0.2;60.3;366;-3.8;5.2
LUG;19191216;-;-;0;984.3;0;1.2;66.7;312;-3.5;4.5
LUG;19191217;-;-;100;987.8;0;1.3;71.3;0;-2.5;4.5
LUG;19191218;-;-;100;995.4;0;1.5;76.7;0;0;4
LUG;19191219;-;-;67;984.9;0;3.2;58.3;216;-1.5;9.8
LUG;19191220;-;-;0;984.4;0;3.8;47;414;0.5;12.2
LUG;19191221;-;-;67;983.4;1;2.7;59.7;0;-1.5;8.2
LUG;19191222;-;-;53;974.8;5;5;48.3;342;3;10
LUG;19191223;-;-;43;973.2;1;2.7;76.7;300;0;8.5
LUG;19191224;-;-;20;974;0;3.5;69.3;396;0;8.2
LUG;19191225;-;-;67;974.1;0;4.4;81.7;114;0.5;9
LUG;19191226;-;-;10;980;0;4.9;58;414;0;10
LUG;19191227;-;-;7;982.4;0;3;47.7;312;-3.5;7.5
LUG;19191228;-;-;27;978.4;0;3.1;45.3;174;-1.5;8.5
LUG;19191229;-;-;67;983.3;0.4;2.2;68;0;-1.8;6.5
LUG;19191230;-;-;100;986.6;6.2;4;84;0;1.5;5
LUG;19191231;-;-;100;978.1;18.6;4;91.3;0;2;6
LUG;19200101;-;-;100;966.3;21.4;3.8;97;0;1.8;5.8
LUG;19200102;-;-;73;961.6;3.5;4.2;81.7;0;2;8.2
LUG;19200103;-;-;87;971.8;8.5;2.7;85.7;0;0.4;9
LUG;19200104;-;-;100;973.9;5.8;2.3;96.7;0;0.4;5.5
LUG;19200105;-;-;100;982.1;35.8;4.3;97;0;0.4;5.4
LUG;19200106;-;-;100;983.5;68.2;4.5;97;0;2;6
LUG;19200107;-;-;100;981.9;9;3.9;95.7;0;2;5.2
LUG;19200108;-;-;100;980.7;0;4.2;92.7;0;1.5;7
LUG;19200109;-;-;33;975.5;0;6;56.3;276;1.5;11
LUG;19200110;-;-;0;983.2;0;2.2;74.7;414;0;8
LUG;19200111;-;-;20;981.6;0;3.5;77.7;294;-1.5;8
LUG;19200112;-;-;67;979.6;3.2;7.9;78;0;-1;12.4
LUG;19200113;-;-;0;984.9;0;10.2;57;372;4;21
LUG;19200114;-;-;0;980.9;0;9.2;39.7;426;2;19.4
LUG;19200115;-;-;0;999.4;0;5.6;44.7;432;2.4;12
LUG;19200116;-;-;0;1000.9;0;2.9;73.3;318;-1.2;12
LUG;19200117;-;-;10;995.2;0;3.7;72.7;276;-1;10.5
LUG;19200118;-;-;0;989;0;5.8;67;438;-2;13.2
LUG;19200119;-;-;0;984;0;5.7;66.3;390;-1.5;10.5
LUG;19200120;-;-;3;980.4;0;7.1;36.7;444;5;15
LUG;19200121;-;-;53;983.4;0;5.6;61.7;294;1;12
LUG;19200122;-;-;0;985.3;0;7.1;43.3;444;4.2;16.4
LUG;19200123;-;-;27;992.4;0;2.6;68;198;-0.5;9
LUG;19200124;-;-;0;991.6;0;2;74.3;432;-2.5;5.8
LUG;19200125;-;-;0;992.2;0;2.2;81;438;-2.6;6.8
LUG;19200126;-;-;20;990.2;0;3;79.3;450;-0.4;7.8
LUG;19200127;-;-;20;986.3;0;3.2;75.3;420;-0.6;8
LUG;19200128;-;-;87;985.9;0;5.6;75.7;6;1.4;9.8
LUG;19200129;-;-;100;985.6;5;5.2;88.7;0;2.2;9.8
LUG;19200130;-;-;73;992;0;5.4;86.7;48;1.5;10.2
LUG;19200131;-;-;27;994.3;0;4.6;86.3;420;1;8.8
LUG;19200201;-;-;13;993.9;0;5.6;44.7;462;1;14
LUG;19200202;-;-;0;1002.8;0;4.3;23;486;1;9.4
LUG;19200203;-;-;7;1003.7;0;3.6;28.3;330;-1;11.2
LUG;19200204;-;-;0;1000.1;0;3;35;492;-2.5;9
LUG;19200205;-;-;0;997.9;0;1.9;33.7;492;-1.5;11.4
LUG;19200206;-;-;53;1002;0;2.3;42.7;0;-1.6;8.4
LUG;19200207;-;-;0;1004.6;0;0.9;30;504;-2.8;9.4
LUG;19200208;-;-;0;1002.1;0;1.2;26.3;522;-2.4;10.4
LUG;19200209;-;-;0;1000.1;0;2.1;37.7;516;-3;10.2
LUG;19200210;-;-;0;995.6;0;2;31.7;462;-3;10.2
LUG;19200211;-;-;10;983.2;0;4.2;48.7;480;-1;13.5
LUG;19200212;-;-;0;985.5;0;9.6;24.7;528;2.4;14.5
LUG;19200213;-;-;40;993.2;0;3;70.3;66;-1.4;9.5
LUG;19200214;-;-;0;989.9;0;3.5;69.7;492;-1.5;10.6
LUG;19200215;-;-;0;990.4;0;4.2;73.3;354;-0.8;10.5
LUG;19200216;-;-;60;991.9;0;4.6;85.3;132;1;11
LUG;19200217;-;-;100;993.4;0;5.6;87.3;0;2.4;9.2
LUG;19200218;-;-;100;995.6;0.2;6.2;89.3;0;4;9.4
LUG;19200219;-;-;100;994.1;0.4;6.8;81;60;4;9.5
LUG;19200220;-;-;100;988.3;17.8;4.8;92;0;3.8;6.6
LUG;19200221;-;-;87;981.1;2.8;6.7;89.3;78;3.4;9.6
LUG;19200222;-;-;23;986.6;0;8.1;79;384;4;14.5
LUG;19200223;-;-;67;994.8;0;7.5;78;12;2.5;11
LUG;19200224;-;-;0;996.7;0;6.5;77.3;558;3;14.4
LUG;19200225;-;-;0;994.5;0;7.2;68.3;564;1.4;15
LUG;19200226;-;-;17;992.5;0;6.6;73.3;426;0.4;13.5
LUG;19200227;-;-;0;987.3;0;7.4;66;576;1.3;16.1
LUG;19200228;-;-;0;988.9;0;8.1;28.3;588;0.6;18.6
LUG;19200229;-;-;0;997.6;0;5.7;41.3;588;-0.6;13
LUG;19200301;-;-;0;997.8;0;7.2;56.3;600;0.2;16.5
LUG;19200302;-;-;0;996.7;0;9.8;63;558;2.4;20
LUG;19200303;-;-;0;997;0;11.6;62;588;5;22
LUG;19200304;-;-;0;993.9;0;10.5;66;612;4;22.5
LUG;19200305;-;-;0;988.7;0;10.9;69;576;3.8;21
LUG;19200306;-;-;53;984.9;0.4;11.1;72.7;138;4.6;17
LUG;19200307;-;-;100;979.5;64.2;7.9;92;0;6.8;11.6
LUG;19200308;-;-;97;973.2;33.2;6.9;90.3;6;5.2;12.5
LUG;19200309;-;-;67;982.9;0;6.1;52.7;0;1.5;9
LUG;19200310;-;-;100;989.4;3;3.7;76.3;0;2.4;6.5
LUG;19200311;-;-;0;985.7;0;3.4;67.3;606;0;10
LUG;19200312;-;-;0;979.6;0;7;47.3;546;-2.4;12.5
LUG;19200313;-;-;20;979.3;0;9.1;42.3;558;2.8;16.5
LUG;19200314;-;-;67;975.2;0.8;5.6;72;246;1.4;10.8
LUG;19200315;-;-;100;966.5;68.5;4;93.7;0;1.4;6.5
LUG;19200316;-;-;100;968.1;31.2;5.1;97;0;0.5;6.8
LUG;19200317;-;-;30;982.7;0;10.2;73;228;1.5;16.4
LUG;19200318;-;-;0;988.3;0;11.1;65.7;552;4;21.5
LUG;19200319;-;-;0;988.6;0;15.9;30.7;654;4.5;22.8
LUG;19200320;-;-;0;991.8;0;11.1;50.7;654;5.4;22.4
LUG;19200321;-;-;0;993.3;0;10;61;660;3;19.2
LUG;19200322;-;-;0;984.8;0;15.4;37;636;3;25.6
LUG;19200323;-;-;0;986.9;0;9.7;68.3;612;5.2;16.5
LUG;19200324;-;-;53;986.2;0;9.7;70.7;354;4.5;14.5
LUG;19200325;-;-;100;986.9;0;9.5;73.3;0;7.4;14.5
LUG;19200326;-;-;57;988.5;0;10.3;71.3;336;7.2;17.2
LUG;19200327;-;-;100;989.7;0;10.1;73.3;6;5.6;15.6
LUG;19200328;-;-;100;986.8;0;9.7;79;0;7;13.4
LUG;19200329;-;-;100;979.6;16;9.8;81.7;0;6.5;16
LUG;19200330;-;-;80;976.5;33;9.6;85;312;6;18
LUG;19200331;-;-;100;969.1;31;8.1;85.7;0;6;11.5
LUG;19200401;-;-;100;976.2;10.5;7.1;90.3;0;4.5;10.5
LUG;19200402;-;-;93;978.3;14.3;6.7;92.3;0;4.5;9
LUG;19200403;-;-;33;982.6;7.2;8;78.7;138;1.4;15
LUG;19200404;-;-;100;979.1;17.1;6.2;93.3;0;1.5;9.5
LUG;19200405;-;-;17;978.3;0;10;70;486;1.5;16.5
LUG;19200406;-;-;0;981.7;0;7.7;54.3;558;1.4;17.6
LUG;19200407;-;-;0;986.5;0;8.7;63;582;1.6;16.2
LUG;19200408;-;-;67;987.2;0;11.3;68.7;0;2.2;18.5
LUG;19200409;-;-;100;986.6;11.6;9.1;88.7;0;2.6;13.2
LUG;19200410;-;-;100;985.5;38.3;8.3;96.3;0;2.6;9.8
LUG;19200411;-;-;100;975;22.7;7.1;94;0;3.2;9.4
