stn;time;" Globalstrahlung (W/m); Tagesmittel";Gesamtschneehoehe (cm);Gesamtbewoelkung (min);Sonnenscheindauer (min);Luftdruck auf Stationshoehe (hpa);Niederschlag (mm);Durchschnittstemperatur (¡C);Tiefsttemperatur (¡C);Maximaltemperatur (¡C);Relative Luftfeuchtigkeit (%)
GVE;19820422;272;0;13;744;967.2;0;9.7;0.9;17;54.6
GVE;19820423;276;0;4;739;968.2;0;9.9;1.5;17.6;53.5
GVE;19820424;213;0;79;375;970.2;0;7.6;5.3;10.8;58
GVE;19820425;252;0;33;592;973;0;8.6;4.4;14.1;58
GVE;19820426;266;0;25;718;973.5;0;9.7;1.4;16.4;57.5
GVE;19820427;276;0;25;708;970.6;0;11;7.5;15.3;54.6
GVE;19820428;291;0;13;769;969.8;0;11.8;7.1;17.2;45.8
GVE;19820429;237;0;67;402;967.3;0.6;9.6;3.3;16.5;66.2
GVE;19820430;278;0;71;651;970.4;0.1;6.1;2.3;9.9;55.3
GVE;19820501;153;0;88;6;972.5;0;8.3;1.1;13.3;58.1
GVE;19820502;261;0;58;563;971.3;0;9.6;1.2;17;59.4
GVE;19820503;305;0;38;763;966.5;0.2;13.7;2.3;22.3;52.6
GVE;19820504;40;0;100;0;964.1;15.6;11.8;9.3;13.6;77.7
GVE;19820505;74;0;88;63;965;5.5;6.8;2;9.3;87.6
GVE;19820506;115;0;92;80;968.8;2.1;5.4;2.1;11;81.6
GVE;19820507;298;0;50;663;973.7;0;7.4;1;13.7;59.9
GVE;19820508;297;0;50;629;967.6;0;9;0.6;16.7;57.4
GVE;19820509;190;0;71;193;967.7;0.2;8.6;3.9;13.3;65.5
GVE;19820510;307;0;21;738;969.9;0;8.7;1.2;15.6;61
GVE;19820511;317;0;8;788;972.8;0;10.3;1.7;18.9;57.5
GVE;19820512;310;0;13;799;976.7;0;13;3.2;22.4;54.1
GVE;19820513;308;0;8;787;976.3;0;14.2;5.5;22.7;51.8
GVE;19820514;307;0;13;781;973.8;0;14.6;5.3;23.3;54.4
GVE;19820515;302;0;21;764;969.8;0;16.8;5.9;25.5;53
GVE;19820516;178;0;83;277;968.8;0.3;16;8.3;22.9;57.3
GVE;19820517;246;0;75;331;969.3;0;16.4;11.6;23.7;65.6
GVE;19820518;242;0;67;387;969.1;0;17.5;9.5;25.1;55.3
GVE;19820519;267;0;67;405;971.9;0;17.4;12.2;23.7;67.3
GVE;19820520;220;0;71;247;973.7;2.1;16.2;9.8;22.2;73.1
GVE;19820521;295;0;50;591;974.2;0;16.7;11.2;22.6;67
GVE;19820522;183;0;88;76;971.2;1.8;15.5;10.8;22.2;65.6
GVE;19820523;66;0;92;5;965;5.8;12.8;8.9;15.5;85
GVE;19820524;165;0;71;161;969.8;0.3;11.2;6;16.5;69.9
GVE;19820525;336;0;13;840;972.7;0;12.7;4;20.5;66.1
GVE;19820526;322;0;8;834;971.6;0;17.2;7.2;25.9;56.3
GVE;19820527;201;0;67;126;972;0.6;18.7;13;25.1;49.2
GVE;19820528;171;0;88;7;973.9;0.3;15.7;11.8;20.6;76.5
GVE;19820529;208;0;88;243;973.8;0;16.8;11.6;21.6;64.5
GVE;19820530;225;0;88;0;972.8;0.8;16.9;10.3;23;69.7
GVE;19820531;180;0;83;212;974.5;0;18.3;13.4;23.2;71.1
GVE;19820601;261;0;92;396;975.1;0;18.9;13.4;26.5;63.1
GVE;19820602;195;0;83;180;972.7;0;18.4;12.2;25.5;65.8
GVE;19820603;205;0;71;230;971.3;0;19.4;13.7;25.9;66.7
GVE;19820604;231;0;71;196;971.3;0;19.9;13.7;26.3;65
GVE;19820605;267;0;71;425;971.4;0;19.2;13.7;26;69.4
GVE;19820606;225;0;42;476;969.6;0;18.2;11.4;26.1;70.9
GVE;19820607;243;0;42;447;970.5;0;19.2;11.8;25.8;66.3
GVE;19820608;223;0;33;449;970;0;19;13;25.9;72.3
GVE;19820609;267;0;50;507;968.4;13.8;19;12.7;29.3;76.2
GVE;19820610;278;0;25;631;965.6;10.6;20.5;12.8;29;70.3
GVE;19820611;107;0;92;88;963.9;22.6;17;14.6;20.4;86.8
GVE;19820612;147;0;88;112;963.2;9.8;14.2;11.5;18.5;77.6
GVE;19820613;73;0;92;0;962.7;10.1;10.8;9.5;12.4;90.2
GVE;19820614;184;0;88;163;967.8;0;13.2;9.5;18;71.7
GVE;19820615;228;0;67;215;968.5;0;14.6;10.7;19.9;71
GVE;19820616;164;0;88;184;970.3;0;17.7;10.8;23.6;66.1
GVE;19820617;334;0;42;859;967.5;0.7;19.3;11.8;26.2;64.4
GVE;19820618;92;0;92;42;967.8;1.9;17;12.9;20.2;73.7
GVE;19820619;347;0;38;758;969;0;16.5;9.8;22.5;55.6
GVE;19820620;322;0;58;656;968.4;0;16.4;7.5;23.6;63.9
GVE;19820621;76;0;96;0;968.9;1.1;17.4;14.7;20.2;84.5
GVE;19820622;180;0;92;128;965;30.7;18.4;13.3;24.6;81.1
GVE;19820623;192;0;75;247;965.6;3.1;17.5;13.3;22.9;71
GVE;19820624;350;0;46;830;966.1;0;18;10.1;24.8;61
GVE;19820625;228;0;88;113;962.7;23.3;19.2;12.9;26;68.2
GVE;19820626;78;0;92;15;965;26.6;15.3;12.7;19.1;87.5
GVE;19820627;204;0;79;204;969.1;2;14.7;11.5;18.8;73.1
GVE;19820628;269;0;79;230;969.7;1.4;17.2;12.2;22.9;66.9
GVE;19820629;310;0;71;539;971.4;0;17.5;10.6;22.9;61.7
GVE;19820630;346;0;21;854;975.3;0;16.3;8.3;23.2;60.6
GVE;19820701;346;0;8;859;974.2;0;17.9;9.5;24.9;62.8
GVE;19820702;281;0;63;486;967.6;1;21;12;29.8;65.2
GVE;19820703;148;0;92;101;966.2;5.6;21.2;18.8;25.8;61.5
GVE;19820704;311;0;54;612;972.7;0;19.4;11.9;25.4;64
GVE;19820705;321;0;4;718;973.1;0;18.7;9.2;27.4;63.4
GVE;19820706;224;0;58;193;970.9;0;22.1;15.2;31.2;70.6
GVE;19820707;332;0;13;819;971.5;0;22.7;15.2;29.6;59.8
GVE;19820708;332;0;8;845;972;0;21.8;14.6;28.8;62.8
GVE;19820709;316;0;8;738;970.7;0;24.1;14.6;32.5;58.5
GVE;19820710;283;0;42;470;970.4;0;24.7;19.9;29.4;68.6
GVE;19820711;294;0;50;407;967.4;0;23.8;17.9;30.7;70.9
GVE;19820712;319;0;38;735;964.9;0;23.2;15.6;30.5;60.4
GVE;19820713;309;0;38;655;962.5;0;23.5;16.1;30.5;60.6
GVE;19820714;280;0;58;478;962.8;0.5;23.7;16.8;31;62.4
GVE;19820715;287;0;17;588;966.7;0;23.5;17.3;30.8;59.3
GVE;19820716;238;0;50;412;969.3;5.5;22.3;15.2;28.6;64.9
GVE;19820717;206;0;42;403;971.8;1.5;20;15.7;25.5;75.8
GVE;19820718;239;0;38;442;971.3;0;20.2;13.6;26.9;68.2
GVE;19820719;242;0;54;279;970.9;0;20.2;15.1;25;66.9
GVE;19820720;279;0;50;491;971.9;3.4;21.2;13.6;29.3;67.4
GVE;19820721;292;0;29;616;971.3;4.3;21.9;16.6;29.5;69.7
GVE;19820722;278;0;50;567;970.1;0.1;20;15;25.8;70.9
GVE;19820723;262;0;63;401;968.1;0;20.4;15.7;25.4;66.5
GVE;19820724;83;0;96;30;969.7;5.7;16.4;14.5;19.2;83
GVE;19820725;24;0;100;0;972.6;1;15.2;14.3;16.1;89.6
GVE;19820726;135;0;92;0;970.6;0;16.6;14;20.7;74.4
GVE;19820727;209;0;88;6;966.9;0;16.1;11.2;19;68.1
GVE;19820728;243;0;54;359;965.8;0;15.5;10.2;21.9;71
GVE;19820729;157;0;54;201;967.7;1.9;16;11.6;21.6;81.1
GVE;19820730;152;0;92;101;965.5;20.2;18;13.3;24.5;81
GVE;19820731;141;0;88;86;965.6;0.8;16.3;12.6;21.9;78.5
GVE;19820801;300;0;29;696;965.5;0;18;10.6;25.5;69.5
GVE;19820802;127;0;88;15;963.7;17.4;17.8;13.2;23.1;79.1
GVE;19820803;164;0;88;31;966.5;0.5;18;14.9;21.8;80.2
GVE;19820804;148;0;83;5;968.9;4.4;18;14.6;22.3;82.6
GVE;19820805;268;0;21;346;967;3.3;18.7;12;25.7;70.9
GVE;19820806;187;0;92;141;965.3;6.7;16.7;12.6;23.2;80
GVE;19820807;180;0;71;222;966.3;1.9;16;11.8;20.4;83.5
GVE;19820808;154;0;79;54;970;0.3;17.5;14.7;21.3;78.2
GVE;19820809;252;0;54;349;972.5;0;19.9;15.2;25.2;68.3
GVE;19820810;282;0;42;623;973.4;0;19.4;13.7;25.5;68.8
GVE;19820811;271;0;25;627;973.3;0;20;12.8;26.8;73
GVE;19820812;283;0;8;695;971.1;0;22.9;15.4;30.8;60.8
GVE;19820813;152;0;58;233;967.7;0.1;23;16.6;27.6;56.5
GVE;19820814;259;0;54;551;968.9;0;22.4;17.3;28;61
GVE;19820815;125;0;71;58;969.3;0.8;20.4;15;26;75.8
GVE;19820816;219;0;67;357;969;3.3;21.3;16.9;28.8;71.7
GVE;19820817;250;0;79;425;969.9;0;19.7;15.8;23.9;64.3
GVE;19820818;284;0;13;781;969.7;0;19.7;12.2;27.9;63
GVE;19820819;263;0;54;585;967.9;0.8;20.7;13.4;27.5;61.3
GVE;19820820;44;0;92;16;965.6;10.4;15.6;11;20.4;87.1
GVE;19820821;241;0;46;474;970.5;0;13.2;7.8;18.7;66.6
GVE;19820822;276;0;38;706;973.3;0;13.6;5.7;20.6;65.9
GVE;19820823;260;0;58;594;970.8;0;16.1;7.9;25;64.2
GVE;19820824;208;0;79;407;969.1;0;16.2;10.6;21.9;65.6
GVE;19820825;260;0;50;669;968.1;0;17.2;9.9;25;64.7
GVE;19820826;183;0;63;406;964.6;15.4;18.6;12.6;28;71.4
GVE;19820827;32;0;100;0;968.7;3.3;15.1;13.4;16.9;90.6
GVE;19820828;73;0;92;0;970.6;0;14.5;11.4;16.8;82.3
GVE;19820829;261;0;42;615;973.1;0;15.1;9.3;20.9;75.5
GVE;19820830;256;0;21;709;970;0;16.4;8.6;24.4;67.6
GVE;19820831;102;0;83;42;967.8;1.4;14.6;11.6;17.3;69.4
GVE;19820901;255;0;33;681;971.6;0;15.1;9.9;19.4;68.2
GVE;19820902;239;0;8;624;975.2;0;15.7;7.9;23;70.7
GVE;19820903;192;0;42;413;977.7;0;16.7;11.6;21.9;74.1
GVE;19820904;224;0;38;586;974.6;0;17.7;10.6;25.2;75.1
GVE;19820905;186;0;54;310;970.2;0.5;19.9;14;27.8;71.4
GVE;19820906;59;0;75;140;966.9;39;15.1;11;20.5;87.1
GVE;19820907;110;0;88;86;970.4;0.1;14.5;10.3;17.7;79.8
GVE;19820908;232;0;46;589;971.6;0;16.4;10.5;20.6;71.7
GVE;19820909;197;0;50;434;972.1;0;16.7;12.1;22.4;77.3
GVE;19820910;201;0;46;445;974;0;16.8;11.4;23.1;78.7
GVE;19820911;204;0;8;481;976;0;18;12;24.7;76.3
GVE;19820912;203;0;21;504;975.6;0;17.8;12.4;25;76.9
GVE;19820913;209;0;8;608;973.7;0;17.6;11.3;24.8;75.6
GVE;19820914;197;0;4;470;972.1;0;17.6;11.4;23.9;77.2
GVE;19820915;180;0;42;434;973.1;0;18.7;13.2;25.2;80.2
GVE;19820916;191;0;13;451;974.2;0;18.6;13.2;25.8;76.7
GVE;19820917;172;0;29;324;972.9;0.1;18.7;13.2;26;76.2
GVE;19820918;185;0;21;532;970.9;0;18.8;13.9;26.2;72.8
GVE;19820919;176;0;50;479;970.1;0;17.9;11.6;25.1;74.9
GVE;19820920;145;0;75;243;969.1;3.5;18.4;11.8;25.4;71.7
GVE;19820921;164;0;50;346;966.8;2.5;18.2;13.7;24.9;74
GVE;19820922;100;0;88;79;964.3;1.7;17.2;14.8;21.5;82.5
GVE;19820923;95;0;83;33;965.7;0;12.5;5.9;15.6;62.9
GVE;19820924;65;0;92;11;964.8;0.1;9.5;3.7;13.5;81.4
GVE;19820925;176;0;50;526;962.6;0;14;8.5;21.7;77.4
GVE;19820926;37;0;83;32;965.2;19.9;12.5;7.7;16.1;90.6
GVE;19820927;192;0;67;544;971.6;0;11.7;6;18.9;78.9
GVE;19820928;189;0;33;624;972;0;12.4;7;19.8;75.9
GVE;19820929;177;0;58;577;970.1;5.9;13;6.4;20.1;78.6
GVE;19820930;27;0;100;0;969.1;9.2;13;10.9;14.9;92
GVE;19821001;184;0;42;593;970.2;0;12.8;8.9;18.2;79.8
GVE;19821002;101;0;58;113;968.9;0;12.4;8;17.2;82.5
GVE;19821003;145;0;75;254;969.5;0;12.6;7.2;18;80.6
GVE;19821004;142;0;63;337;963.9;3.9;14.4;11.5;18.4;78.5
GVE;19821005;115;0;83;176;955.6;5;11.3;9;15.4;76.6
GVE;19821006;51;0;100;0;950.4;0.3;7.5;6;9.2;82.5
GVE;19821007;99;0;79;94;955.8;6.1;9;5.1;13;79.2
GVE;19821008;63;0;92;51;958.9;9;9;7.3;12.3;84.9
GVE;19821009;113;0;92;136;962.6;0;9.4;6.6;13.5;76.6
GVE;19821010;150;0;63;439;967.1;0;11.4;7.6;16.7;72.7
GVE;19821011;61;0;96;32;967.1;16.3;10.7;8.4;14.7;82.2
GVE;19821012;125;0;88;253;963.2;12;10.4;8.1;14.3;73.2
GVE;19821013;19;0;100;0;951.4;22.3;12;9.3;17.6;88.4
GVE;19821014;36;0;88;14;953.1;13.9;10.7;7.8;13.7;72.6
GVE;19821015;98;0;83;138;965.4;1.3;8.4;6.2;11.6;81.3
GVE;19821016;108;0;67;108;966.5;10.7;6.7;1.8;10.3;82.6
GVE;19821017;32;0;100;0;963.5;1.8;9.5;7.4;11.2;92.4
GVE;19821018;49;0;100;5;963.6;15.3;10.9;9.6;12.7;90.6
GVE;19821019;64;0;79;43;972.3;0.1;12.1;10;16.4;88.4
GVE;19821020;62;0;71;106;973.2;0;11.2;6.7;14.1;87.2
GVE;19821021;28;0;100;0;966.8;0.1;9.5;6.7;10.9;94.2
GVE;19821022;38;0;92;32;958.3;1.4;9;6.5;11.6;93.1
GVE;19821023;21;0;100;0;958.8;11.6;8.7;6.3;10.6;92.1
GVE;19821024;20;0;100;0;970.3;7;8.8;8.2;9.8;92.2
GVE;19821025;71;0;75;54;974.2;0;8.7;4.8;12;84.9
GVE;19821026;78;0;63;128;974.7;0;7.3;3.7;11.8;84.7
GVE;19821027;63;0;88;0;976.9;0;8.5;4.1;12.6;86.9
GVE;19821028;81;0;58;205;979.6;0;8.3;3.8;13.3;85.8
GVE;19821029;70;0;63;182;981.3;0;7.9;4.1;11.1;84.2
GVE;19821030;68;0;67;159;981.1;0;7;2.5;11;85.3
GVE;19821031;53;0;100;72;981.5;0;5.9;3.3;9.1;91.3
GVE;19821101;59;0;96;136;980.9;0;5.1;1.9;8.7;91.5
GVE;19821102;49;0;92;1;979.4;0.1;4.8;1.1;8.1;92.1
GVE;19821103;54;0;100;100;977.4;0.1;5;3.4;7.9;92.2
GVE;19821104;33;0;100;0;974.9;0.1;4.3;3.2;5.7;93.7
GVE;19821105;57;0;67;140;971.1;0;5.9;3.8;9.6;88.2
GVE;19821106;63;0;67;127;965;0;6.5;4.3;8.9;78.8
GVE;19821107;30;0;96;0;955.8;0;5.7;3;8.5;85.1
GVE;19821108;19;0;100;0;955;34;13.8;6.6;19.9;64.4
GVE;19821109;56;0;71;95;965.6;7.1;10.7;4.3;15.2;87.1
GVE;19821110;95;0;17;463;973.5;0;7.2;2.6;13;84.6
GVE;19821111;57;0;67;75;978.3;0;7.2;3.2;11;87.9
GVE;19821112;42;0;83;24;973.1;13;8.5;5.2;14.5;84.3
GVE;19821113;10;0;96;0;963.6;12.5;8.7;5;10.8;90.3
GVE;19821114;97;0;71;367;961.7;1.1;6.1;4.4;8.2;63.6
GVE;19821115;71;0;88;255;960.3;0;4.3;1.7;6.8;70.5
GVE;19821116;71;0;88;174;968.6;1.2;3.7;1.2;6.4;70.8
GVE;19821117;29;0;92;42;971.1;10.2;3.6;1.2;6.6;80.2
GVE;19821118;49;0;96;35;970.8;0.6;5.6;2.5;8.7;88.2
GVE;19821119;65;0;63;119;975;0.1;7.8;3.4;13.7;79.7
GVE;19821120;82;0;29;418;979.1;0;4;-0.1;9.6;78.7
GVE;19821121;83;0;0;445;977.1;0;2.3;-1.5;8.9;83
GVE;19821122;77;0;21;418;976;0;6.6;-0.8;14.3;68.9
GVE;19821123;76;0;46;384;973.9;0;9.4;1.1;14.9;62.1
GVE;19821124;15;0;71;6;970;4.4;7.2;0.1;13.1;75.2
GVE;19821125;64;0;71;261;964.8;0.3;4.8;-0.9;9.8;88
GVE;19821126;14;0;100;0;959.1;13.4;5.2;2.7;6.9;91.9
GVE;19821127;16;0;96;0;956;1.7;5.1;3.5;6.8;90
GVE;19821128;9;0;100;0;963.4;0.8;4.8;3.5;5.9;83.2
GVE;19821129;9;0;100;0;969.2;0;5.3;5;5.8;71.6
GVE;19821130;17;0;100;0;972.2;0;5.8;4.8;6.5;74.8
GVE;19821201;14;0;100;0;971.6;0;5.5;4.7;6.2;77.5
GVE;19821202;9;0;100;0;973.1;0;4.7;4.2;5.2;81.1
GVE;19821203;14;0;100;0;977.6;0;5;4.4;5.7;82.4
GVE;19821204;14;0;100;0;984.2;0;4.2;3.2;4.8;86.5
GVE;19821205;16;0;100;0;986.2;0;3;1.7;4.3;91.5
GVE;19821206;10;0;100;0;978.1;10.9;4.7;0.3;8.4;87.6
GVE;19821207;8;0;100;0;970;12.7;7.6;5.4;9.7;93.9
GVE;19821208;11;0;96;0;965.2;33.3;9.3;6.8;10.9;89.6
GVE;19821209;19;0;71;0;963.8;1.1;8.2;4.8;10.3;80.4
GVE;19821210;9;0;96;2;958.5;6;8.3;3.3;12.7;68.2
GVE;19821211;30;0;96;15;957.3;8.6;3.1;0.6;4.8;82.4
GVE;19821212;32;0;96;57;952.7;4.4;5.3;2.6;9.1;78.7
GVE;19821213;48;0;71;165;954.7;0;5.6;4;7.5;81.6
GVE;19821214;23;0;100;0;967.7;0;3.8;0.7;5.5;79.2
GVE;19821215;14;0;100;0;969.7;6.3;2.8;0.3;5.8;88.7
GVE;19821216;12;0;79;0;963.8;4.7;7.9;3.9;11.9;88.3
GVE;19821217;11;0;100;0;947.8;14.6;9;4.7;12.1;75.5
GVE;19821218;34;0;75;0;953.8;0.3;1.7;-0.1;4.5;68.8
GVE;19821219;63;0;67;303;964.7;11.3;1.3;-1;3;61.9
GVE;19821220;4;0;100;0;953.8;15.8;5.8;0.9;8.5;87.8
GVE;19821221;40;0;88;104;953.5;0.1;4.9;3;7.1;60.6
GVE;19821222;47;0;71;155;957.5;0.3;2;-0.9;5.1;80.2
GVE;19821223;64;0;17;306;965.2;0;-0.6;-3.8;2.3;67
GVE;19821224;61;0;29;277;972.8;0;0.5;-1;2.1;57.8
GVE;19821225;62;0;8;230;977.6;0.1;-0.7;-4.1;3.3;80.4
GVE;19821226;47;0;54;154;979.8;0.3;1.3;-1.9;5.4;88.3
GVE;19821227;48;0;71;56;981.3;0;-0.3;-3.2;2.2;94.9
GVE;19821228;64;0;54;240;981;0;1.1;-1;5;93.7
GVE;19821229;71;0;13;411;981.1;0;2.6;-0.4;5.7;64.9
GVE;19821230;58;0;46;241;984.3;0;0.2;-2.5;2;74.7
GVE;19821231;63;0;4;330;984.2;0;-2.1;-5.4;2.1;83.8
GVE;19830101;51;0;29;92;980.7;0;-2.1;-5.5;2.4;87.8
GVE;19830102;24;0;67;0;982.2;0.2;-1.8;-5.1;0.9;94.1
GVE;19830103;37;0;88;42;982.5;0;0.7;-4.1;4.2;89.3
GVE;19830104;19;0;96;0;980.3;6.1;5.3;-0.8;8.6;82.8
GVE;19830105;15;0;96;0;980;3;7.4;5.5;9.1;94.3
GVE;19830106;32;0;71;0;978.1;0;3.5;0.9;6.1;94.5
GVE;19830107;16;0;83;0;982.2;0.1;3.9;-2.1;8.7;80.6
GVE;19830108;31;0;88;3;986.2;0.2;0.2;-3.7;3.9;88.1
GVE;19830109;70;0;33;327;989.2;0;0.2;-3.9;4.8;86.3
GVE;19830110;65;0;38;310;989.1;0;-0.7;-4.4;4;84.8
GVE;19830111;71;0;4;387;986.1;0;-1;-4.6;4.9;84.6
GVE;19830112;45;0;83;0;984.6;0;-2.4;-5.4;1;93.9
GVE;19830113;41;0;96;26;977.3;1.4;2.4;-4.2;8.8;78.5
GVE;19830114;33;0;92;42;972.8;2.8;2;0;6.2;80.3
GVE;19830115;8;1;100;0;967.3;17.6;2.9;1;5.2;90.9
GVE;19830116;25;0;88;6;975.9;1.2;5.7;2.6;7.2;88.8
GVE;19830117;82;0;8;464;980;0;3;-1.5;8.8;85.2
GVE;19830118;88;0;4;482;972.3;0;3.3;-3.1;12.6;72.6
GVE;19830119;78;0;67;340;975.9;0.1;1.6;-1;4.2;61.7
GVE;19830120;86;0;38;371;985.7;0;0.4;-1.5;3;53.1
GVE;19830121;87;0;29;452;989.6;0;-0.8;-4;3;68.9
GVE;19830122;85;0;4;433;987.1;0;-1.7;-5.6;3.3;81.3
GVE;19830123;83;0;0;405;985.5;0;-1.1;-5.7;3.8;85.4
GVE;19830124;18;0;100;0;986.6;0;-0.6;-1.3;0;93.2
GVE;19830125;41;0;96;0;988.3;0;-0.5;-2.6;1.8;87.9
GVE;19830126;43;0;83;0;989.5;0;3.1;-0.2;7.5;80.6
GVE;19830127;40;0;88;0;984.1;0;4.8;-1.5;12.9;75.9
GVE;19830128;82;0;67;253;980;0;8.6;4;12.8;71.6
GVE;19830129;47;0;88;18;975.5;4.1;7.9;6.1;10.2;81.7
GVE;19830130;22;0;96;6;967.2;9.4;6.9;2.5;9;76.3
GVE;19830131;63;0;92;60;971.9;6;2.8;0.7;4.9;71
GVE;19830201;41;0;88;0;967.1;2.8;6.2;2.5;11.3;66.9
GVE;19830202;69;0;63;101;978;0;2.3;-1.6;5.1;69.5
GVE;19830203;37;0;92;5;980.7;0.8;0.7;-0.9;2.1;82.7
GVE;19830204;90;1;54;284;979.8;0.1;0.7;-3.5;3.9;79.7
GVE;19830205;19;0;96;0;965.7;21.6;1;-3.9;4.3;85.9
GVE;19830206;46;0;100;25;947.2;3.2;2.4;0.6;4.1;81.6
GVE;19830207;65;1;92;14;948.6;0.2;1.3;-0.4;3.8;82.4
GVE;19830208;69;1;88;76;954.8;1.1;0.2;-0.8;2.3;81.6
GVE;19830209;57;3;92;35;958.4;0;-0.6;-2.9;1.4;74.9
GVE;19830210;52;0;88;0;956;0;-1;-2.7;0.5;70.7
GVE;19830211;17;0;96;0;952.7;0;-1.1;-3.1;0.2;69.5
GVE;19830212;46;0;88;0;959.3;0.3;-1.7;-3;-0.2;70.9
GVE;19830213;33;0;88;0;960.4;0;-1.9;-3;-0.9;71.6
GVE;19830214;80;0;83;143;963.8;0;-0.6;-3.2;2.7;75.5
GVE;19830215;35;0;100;0;969.1;0;-0.1;-1.1;0.9;75.2
GVE;19830216;42;0;96;0;972.5;0;-2.1;-3.9;-0.6;64.8
GVE;19830217;52;0;79;53;978.6;0;-3.5;-4.7;-1.7;63.5
GVE;19830218;106;0;42;270;981.5;0;-3.2;-6.1;-0.2;68
GVE;19830219;109;0;42;269;979;0;-3.4;-8.2;2;80.3
GVE;19830220;110;0;50;287;973.5;0;-1.8;-6.6;2.8;80
GVE;19830221;130;0;58;338;973.9;0;-0.6;-5.4;3;67.4
GVE;19830222;106;0;63;289;978.1;0;-1.8;-5.1;1.2;63.3
GVE;19830223;118;0;88;294;981.1;0;-0.9;-4.7;2.9;66.2
GVE;19830224;28;0;96;0;982.8;0.8;0.4;-0.7;1.9;88.6
GVE;19830225;22;0;100;0;977.6;5.4;3.5;0.4;7.1;90.6
GVE;19830226;28;0;100;0;971.1;11.9;6;4.4;8.9;86.9
GVE;19830227;62;0;83;24;972.3;2;5.2;2.4;8.5;82.6
GVE;19830228;42;0;75;1;970.1;7.2;4.3;2.6;7.3;87.4
GVE;19830301;87;0;83;115;970.4;0.6;3.3;-0.8;7.1;74.3
GVE;19830302;145;0;33;371;976.8;0;2.1;-2.2;6.3;67.2
GVE;19830303;163;0;33;516;981.9;0;2.7;-1.4;7.1;74.3
GVE;19830304;116;0;54;265;982.7;0;1;-3.4;6.3;83
GVE;19830305;160;0;4;496;982.6;0;2.7;-2.8;10;75.1
GVE;19830306;166;0;17;534;981.5;0;3.5;-3;11.6;68.7
GVE;19830307;163;0;8;481;979.6;0;3.9;-1.1;10.8;75.4
GVE;19830308;170;0;0;535;978.4;0;4.8;-1.9;13;74.9
GVE;19830309;170;0;13;570;975.9;0;6.7;-1.1;17.3;68.4
GVE;19830310;173;0;8;544;973.9;0;7.8;0.4;16.8;66.1
GVE;19830311;183;0;4;583;973.2;0;7.6;-0.3;16.6;63.7
GVE;19830312;165;0;17;420;975.2;0;6.1;0.9;11.8;75.6
GVE;19830313;167;0;29;430;974.8;3.2;8.1;-0.7;16.2;65.5
GVE;19830314;96;0;92;71;970.6;28.5;9.2;6.6;12.4;74.3
GVE;19830315;25;0;100;0;961.7;26.9;4.3;2.5;7.7;92.5
GVE;19830316;32;0;100;0;966.6;3.2;6.8;4.5;8.7;78.4
GVE;19830317;43;0;100;0;975.8;0;7.6;2.4;9.9;76.1
GVE;19830318;96;0;88;3;978.6;0.2;7.4;2.1;12.3;79
GVE;19830319;161;0;67;254;974.6;0;9.9;5;15.7;74.2
GVE;19830320;196;0;50;451;970.6;0;8.4;3.1;15.1;72.5
GVE;19830321;200;0;25;558;968.3;0;11;4;16.5;62.9
GVE;19830322;92;0;92;71;967.9;1;7.7;4.8;10.9;61.2
GVE;19830323;169;0;67;287;963.3;0;8.5;4.4;14.2;62.2
GVE;19830324;163;0;92;258;952.1;12.6;10.5;5.7;16.5;64.3
GVE;19830325;90;0;67;79;957.4;0.4;3.8;-0.2;6;70.5
GVE;19830326;114;1;88;123;959.8;3.2;2.1;0.1;5.9;73.7
GVE;19830327;118;3;79;50;955.3;4.7;1.6;-3.5;6.4;85
GVE;19830328;153;0;79;173;953.7;0;5.8;2;11;70.4
GVE;19830329;226;0;54;536;961.2;0;5.2;-0.1;9.5;51.2
GVE;19830330;131;0;71;59;965.4;0;5.9;-1.8;11.6;59.5
GVE;19830331;142;0;83;26;957.3;0.9;8.3;2.4;11.6;63
GVE;19830401;51;0;100;0;949.3;11.2;4.9;2.3;7.2;89.9
GVE;19830402;50;0;100;0;952.6;8.8;3.3;2.1;4.8;90.2
GVE;19830403;101;0;79;123;956.2;0.8;2.9;-0.8;5.9;81.5
GVE;19830404;150;0;83;180;958;2.7;3.1;-1.5;8.2;74.6
GVE;19830405;131;0;96;51;960.4;6.5;5.1;2.5;8.7;78.9
GVE;19830406;33;0;96;0;958;9.3;6.8;5.5;8.4;82.5
GVE;19830407;75;0;100;12;962.3;8.2;9.5;6.2;14;74.9
GVE;19830408;82;0;96;1;966.2;13.3;11.2;8.3;15.9;82
GVE;19830409;104;0;96;22;968.1;2.8;14;10.5;19.2;72
GVE;19830410;151;0;88;95;965.4;0;16.2;10.9;21.4;58.7
GVE;19830411;59;0;92;15;962.3;3;9.7;4.9;16.1;71.4
GVE;19830412;99;0;92;2;970.3;0;5.1;2.7;7.1;70.7
GVE;19830413;204;0;63;296;977.4;0;4.1;1.3;8.3;65.1
GVE;19830414;228;0;50;427;979;0;5.5;-1.3;9.6;60.1
GVE;19830415;261;0;50;668;976.8;0;8.1;3.8;13.2;65
GVE;19830416;256;0;33;545;969.5;0;9.3;1.2;16.1;67.1
GVE;19830417;141;0;83;101;960.8;1.2;11.4;6.3;17.5;68.6
GVE;19830418;157;0;71;106;953.7;0;12.8;6.6;19.6;68.2
GVE;19830419;72;0;83;26;957.8;9.2;11.1;7.6;16.1;78.4
