stn;time;" Globalstrahlung (W/m); Tagesmittel";Gesamtschneehoehe (cm);Gesamtbewoelkung (min);Luftdruck auf Stationshoehe (hpa);Niederschlag (mm);Sonnenscheindauer (min);Maximaltemperatur (¡C);Durchschnittstemperatur (¡C);Tiefsttemperatur (¡C);Relative Luftfeuchtigkeit (%)
STG;19111209;-;-;-;-;2.2;-;-;1.4;-1.4;-
STG;19111210;-;-;-;-;0;-;-;0.4;-3;-
STG;19111211;-;-;-;-;8.3;-;-;1.9;-0.1;-
STG;19111212;-;-;-;-;2.1;-;-;0.8;-0.7;-
STG;19111213;-;-;-;-;0.1;-;-;0.3;-4.4;-
STG;19111214;-;-;-;-;0.7;-;-;2.4;0;-
STG;19111215;-;-;-;-;6;-;-;2.3;-2.7;-
STG;19111216;-;-;-;-;0.1;-;-;2.2;-1.2;-
STG;19111217;-;-;-;-;0;-;-;-2.6;-4.5;-
STG;19111218;-;-;-;-;0;-;-;-1.4;-4.3;-
STG;19111219;-;-;-;-;0;-;-;1.4;-2.2;-
STG;19111220;-;-;-;-;1.3;-;-;5.8;-0.5;-
STG;19111221;-;-;-;-;5;-;-;5;1.6;-
STG;19111222;-;-;-;-;5.7;-;-;2.9;2.1;-
STG;19111223;-;-;-;-;3.9;-;-;3.1;0.9;-
STG;19111224;-;-;-;-;1.7;-;-;2.3;-3;-
STG;19111225;-;-;-;-;14.1;-;-;2.4;0.2;-
STG;19111226;-;-;-;-;0.3;-;-;2.4;0.9;-
STG;19111227;-;-;-;-;2;-;-;3.4;0.8;-
STG;19111228;-;-;-;-;0.4;-;-;2.3;-0.9;-
STG;19111229;-;-;-;-;5;-;-;5.7;3.4;-
STG;19111230;-;-;-;-;1.4;-;-;3;2.4;-
STG;19111231;-;-;-;-;0.3;-;-;1.4;0.2;-
STG;19120101;-;-;-;-;0.1;-;-;0.7;-0.2;-
STG;19120102;-;-;-;-;0;-;-;-0.3;-3.9;-
STG;19120103;-;-;-;-;0.9;-;-;2.1;0.7;-
STG;19120104;-;-;-;-;8.3;-;-;2.6;1;-
STG;19120105;-;-;-;-;2.8;-;-;3.6;2.1;-
STG;19120106;-;-;-;-;11.4;-;-;2.8;-0.1;-
STG;19120107;-;-;-;-;17.9;-;-;3;0;-
STG;19120108;-;-;-;-;2.2;-;-;-4.4;-8.2;-
STG;19120109;-;-;-;-;26.1;-;-;2.6;-5.6;-
STG;19120110;-;-;-;-;0;-;-;2.5;1.1;-
STG;19120111;-;-;-;-;0;-;-;-0.6;-2.4;-
STG;19120112;-;-;-;-;0;-;-;3.3;-1.9;-
STG;19120113;-;-;-;-;0;-;-;0.5;-1;-
STG;19120114;-;-;-;-;0;-;-;-1.8;-1.9;-
STG;19120115;-;-;-;-;1;-;-;-0.4;-2;-
STG;19120116;-;-;-;-;8.2;-;-;-1.6;-1.8;-
STG;19120117;-;-;-;-;2.8;-;-;-5.1;-6.1;-
STG;19120118;-;-;-;-;0;-;-;-4.4;-6.6;-
STG;19120119;-;-;-;-;0;-;-;-4.3;-5.6;-
STG;19120120;-;-;-;-;0;-;-;-0.2;-6.1;-
STG;19120121;-;-;-;-;0;-;-;-0.1;-2;-
STG;19120122;-;-;-;-;0;-;-;-1.1;-2.6;-
STG;19120123;-;-;-;-;0;-;-;3.1;-2.6;-
STG;19120124;-;-;-;-;0;-;-;3.3;-1.4;-
STG;19120125;-;-;-;-;6.8;-;-;2;0.5;-
STG;19120126;-;-;-;-;0;-;-;2.6;1;-
STG;19120127;-;-;-;-;5.8;-;-;-2.5;-4.8;-
STG;19120128;-;-;-;-;0;-;-;-6.6;-7.3;-
STG;19120129;-;-;-;-;0;-;-;-9.8;-12;-
STG;19120130;-;-;-;-;0;-;-;-8.9;-12.5;-
STG;19120131;-;-;-;-;1.2;-;-;-2.8;-10.2;-
STG;19120201;-;-;-;-;1.3;-;-;-2.8;-4.8;-
STG;19120202;-;-;-;-;17.2;-;-;-2.1;-6.9;-
STG;19120203;-;-;-;-;5;-;-;-9;-11.4;-
STG;19120204;-;-;-;-;0;-;-;-10.6;-15.2;-
STG;19120205;-;-;-;-;0;-;-;-2.3;-10.3;-
STG;19120206;-;-;-;-;0;-;-;2.9;-4;-
STG;19120207;-;-;-;-;0;-;-;5.5;3;-
STG;19120208;-;-;-;-;0;-;-;12.9;1.9;-
STG;19120209;-;-;-;-;3.9;-;-;8.3;4.8;-
STG;19120210;-;-;-;-;0;-;-;3.7;2.4;-
STG;19120211;-;-;-;-;7.2;-;-;3.5;-0.7;-
STG;19120212;-;-;-;-;0;-;-;3;1;-
STG;19120213;-;-;-;-;0;-;-;2.7;-0.5;-
STG;19120214;-;-;-;-;8.4;-;-;2.3;0.5;-
STG;19120215;-;-;-;-;0;-;-;1.5;0.4;-
STG;19120216;-;-;-;-;0;-;-;1.4;-3;-
STG;19120217;-;-;-;-;0;-;-;2.7;-2;-
STG;19120218;-;-;-;-;0;-;-;4.5;0.3;-
STG;19120219;-;-;-;-;0.1;-;-;5.4;1.4;-
STG;19120220;-;-;-;-;2.2;-;-;3.8;1.9;-
STG;19120221;-;-;-;-;14.6;-;-;4.7;1.7;-
STG;19120222;-;-;-;-;5.1;-;-;4.1;2.5;-
STG;19120223;-;-;-;-;0;-;-;9.4;1.8;-
STG;19120224;-;-;-;-;18.4;-;-;10.3;8;-
STG;19120225;-;-;-;-;0.9;-;-;9;5.8;-
STG;19120226;-;-;-;-;0;-;-;8.6;5.5;-
STG;19120227;-;-;-;-;0;-;-;7.6;3;-
STG;19120228;-;-;-;-;0;-;-;5.7;2;-
STG;19120229;-;-;-;-;0;-;-;8.4;1.2;-
STG;19120301;-;-;-;-;7.7;-;-;9;6.6;-
STG;19120302;-;-;-;-;0;-;-;6.4;3.9;-
STG;19120303;-;-;-;-;7;-;-;5.7;2;-
STG;19120304;-;-;-;-;1;-;-;3.1;1.6;-
STG;19120305;-;-;-;-;9.3;-;-;6.8;1.1;-
STG;19120306;-;-;-;-;0.7;-;-;3.8;3;-
STG;19120307;-;-;-;-;4;-;-;2.3;0.5;-
STG;19120308;-;-;-;-;0.2;-;-;1.3;-0.9;-
STG;19120309;-;-;-;-;0;-;-;1.8;-3.5;-
STG;19120310;-;-;-;-;2.3;-;-;7.4;-0.5;-
STG;19120311;-;-;-;-;0.3;-;-;4.7;3.2;-
STG;19120312;-;-;-;-;0.8;-;-;1.8;-0.8;-
STG;19120313;-;-;-;-;0;-;-;4.2;1.6;-
STG;19120314;-;-;-;-;0;-;-;6.2;0.8;-
STG;19120315;-;-;-;-;2.3;-;-;6.6;0.9;-
STG;19120316;-;-;-;-;1;-;-;1.8;1;-
STG;19120317;-;-;-;-;0;-;-;2.9;-3.5;-
STG;19120318;-;-;-;-;0.1;-;-;5.8;1;-
STG;19120319;-;-;-;-;5.3;-;-;4.3;2.2;-
STG;19120320;-;-;-;-;2.5;-;-;1.1;-1.1;-
STG;19120321;-;-;-;-;0;-;-;5.2;-1.2;-
STG;19120322;-;-;-;-;6.1;-;-;3.8;1.6;-
STG;19120323;-;-;-;-;4.6;-;-;3.9;1;-
STG;19120324;-;-;-;-;5;-;-;6.6;2.7;-
STG;19120325;-;-;-;-;9.4;-;-;8.9;6;-
STG;19120326;-;-;-;-;0;-;-;10.3;4.1;-
STG;19120327;-;-;-;-;0;-;-;14.1;7.6;-
STG;19120328;-;-;-;-;0;-;-;11.9;8.6;-
STG;19120329;-;-;-;-;5.9;-;-;5.8;3.2;-
STG;19120330;-;-;-;-;0;-;-;5.1;-1.3;-
STG;19120331;-;-;-;-;0;-;-;10.8;-0.5;-
STG;19120401;-;-;-;-;28.3;-;-;3;0.5;-
STG;19120402;-;-;-;-;5.5;-;-;-0.3;-1.7;-
STG;19120403;-;-;-;-;0.1;-;-;-0.6;-3.3;-
STG;19120404;-;-;-;-;0;-;-;0.1;-6.1;-
STG;19120405;-;-;-;-;1.4;-;-;8;-1.8;-
STG;19120406;-;-;-;-;0;-;-;10.9;6.8;-
STG;19120407;-;-;-;-;0;-;-;10.6;8.6;-
STG;19120408;-;-;-;-;0.3;-;-;12.4;3.5;-
STG;19120409;-;-;-;-;26.6;-;-;1.6;-0.7;-
STG;19120410;-;-;-;-;9.4;-;-;-0.1;-5;-
STG;19120411;-;-;-;-;2.2;-;-;2;-1.5;-
STG;19120412;-;-;-;-;0;-;-;0.8;-1.2;-
STG;19120413;-;-;-;-;0;-;-;-0.3;-5.1;-
STG;19120414;-;-;-;-;0;-;-;3.6;-5.6;-
STG;19120415;-;-;-;-;0;-;-;3.3;2;-
STG;19120416;-;-;-;-;0;-;-;1.9;-0.8;-
STG;19120417;-;-;-;-;0;-;-;3.9;-2;-
STG;19120418;-;-;-;-;0.1;-;-;6.7;0.3;-
STG;19120419;-;-;-;-;0.2;-;-;8.5;5.1;-
STG;19120420;-;-;-;-;1.2;-;-;7.8;5.5;-
STG;19120421;-;-;-;-;0.2;-;-;6.6;4.3;-
STG;19120422;-;-;-;-;0;-;-;8;0.5;-
STG;19120423;-;-;-;-;0;-;-;6.3;1.2;-
STG;19120424;-;-;-;-;0;-;-;6.8;0.5;-
STG;19120425;-;-;-;-;0;-;-;7.8;1.3;-
STG;19120426;-;-;-;-;0;-;-;8.3;1;-
STG;19120427;-;-;-;-;0;-;-;11.3;2.5;-
STG;19120428;-;-;-;-;3.1;-;-;11.4;6.8;-
STG;19120429;-;-;-;-;0.1;-;-;8.5;5.4;-
STG;19120430;-;-;-;-;5;-;-;4.7;2.8;-
STG;19120501;-;-;-;-;0;-;-;2.9;0.8;-
STG;19120502;-;-;-;-;0;-;-;4.6;-3;-
STG;19120503;-;-;-;-;0;-;-;7.8;0;-
STG;19120504;-;-;-;-;1.4;-;-;12;2.9;-
STG;19120505;-;-;-;-;5.7;-;-;9.7;6.5;-
STG;19120506;-;-;-;-;7.6;-;-;11.5;5.6;-
STG;19120507;-;-;-;-;9.7;-;-;12.4;8.9;-
STG;19120508;-;-;-;-;26.4;-;-;11.9;9.9;-
STG;19120509;-;-;-;-;0;-;-;14.6;9.8;-
STG;19120510;-;-;-;-;7.7;-;-;14.6;12;-
STG;19120511;-;-;-;-;0;-;-;17.3;11.8;-
STG;19120512;-;-;-;-;0;-;-;22.7;13;-
STG;19120513;-;-;-;-;0;-;-;18.8;15.2;-
STG;19120514;-;-;-;-;0;-;-;17.8;10.1;-
STG;19120515;-;-;-;-;21.1;-;-;21.2;14;-
STG;19120516;-;-;-;-;7.6;-;-;9.9;7.9;-
STG;19120517;-;-;-;-;1.8;-;-;5.3;3.8;-
STG;19120518;-;-;-;-;0;-;-;9;5.1;-
STG;19120519;-;-;-;-;0;-;-;12.6;3.5;-
STG;19120520;-;-;-;-;5.2;-;-;17.3;8.6;-
STG;19120521;-;-;-;-;13;-;-;15.5;11.7;-
STG;19120522;-;-;-;-;5.6;-;-;12.4;10.5;-
STG;19120523;-;-;-;-;24.7;-;-;10.1;8.9;-
STG;19120524;-;-;-;-;17.9;-;-;8.4;7.5;-
STG;19120525;-;-;-;-;30.2;-;-;8.5;7.5;-
STG;19120526;-;-;-;-;1.4;-;-;5.9;5.6;-
STG;19120527;-;-;-;-;0;-;-;7.8;5.5;-
STG;19120528;-;-;-;-;0;-;-;10.8;3.4;-
STG;19120529;-;-;-;-;3.2;-;-;13;8;-
STG;19120530;-;-;-;-;0.8;-;-;12.8;8.8;-
STG;19120531;-;-;-;-;0;-;-;12.9;8.6;-
STG;19120601;-;-;-;-;0;-;-;16.4;6.6;-
STG;19120602;-;-;-;-;0.3;-;-;10.6;6.9;-
STG;19120603;-;-;-;-;3.8;-;-;12.1;7.1;-
STG;19120604;-;-;-;-;1.7;-;-;14.3;6.3;-
STG;19120605;-;-;-;-;0.5;-;-;12.3;8.8;-
STG;19120606;-;-;-;-;0;-;-;14.5;9.9;-
STG;19120607;-;-;-;-;13.9;-;-;15.2;10;-
STG;19120608;-;-;-;-;3.4;-;-;14;11.8;-
STG;19120609;-;-;-;-;9.1;-;-;12.8;11.3;-
STG;19120610;-;-;-;-;0;-;-;14;9;-
STG;19120611;-;-;-;-;5;-;-;13.9;10.2;-
STG;19120612;-;-;-;-;0;-;-;16.2;9.4;-
STG;19120613;-;-;-;-;27.2;-;-;12.4;11.6;-
STG;19120614;-;-;-;-;0.6;-;-;11.6;10;-
STG;19120615;-;-;-;-;2.1;-;-;13.4;9.1;-
STG;19120616;-;-;-;-;3.4;-;-;14.4;10.9;-
STG;19120617;-;-;-;-;0;-;-;12.3;6;-
STG;19120618;-;-;-;-;0;-;-;16;9;-
STG;19120619;-;-;-;-;0.4;-;-;18.3;10.7;-
STG;19120620;-;-;-;-;0.5;-;-;18.2;16.3;-
STG;19120621;-;-;-;-;0.1;-;-;14.6;11.9;-
STG;19120622;-;-;-;-;0;-;-;16.4;8.7;-
STG;19120623;-;-;-;-;7.7;-;-;21;11.7;-
STG;19120624;-;-;-;-;16.7;-;-;14.2;13;-
STG;19120625;-;-;-;-;0;-;-;12.8;11;-
STG;19120626;-;-;-;-;4.9;-;-;11.8;8.6;-
STG;19120627;-;-;-;-;0;-;-;13.4;10;-
STG;19120628;-;-;-;-;0;-;-;16.4;8;-
STG;19120629;-;-;-;-;44.5;-;-;17.3;12.5;-
STG;19120630;-;-;-;-;0;-;-;14.5;10.4;-
STG;19120701;-;-;-;-;2.9;-;-;12.9;12.3;-
STG;19120702;-;-;-;-;2.1;-;-;11.5;10;-
STG;19120703;-;-;-;-;19.6;-;-;10.7;7.5;-
STG;19120704;-;-;-;-;0;-;-;11.6;8.4;-
STG;19120705;-;-;-;-;0;-;-;14.2;7.1;-
STG;19120706;-;-;-;-;6;-;-;14.8;9.1;-
STG;19120707;-;-;-;-;17.3;-;-;11.9;11.4;-
STG;19120708;-;-;-;-;0;-;-;16.9;11.3;-
STG;19120709;-;-;-;-;0;-;-;16;12.1;-
STG;19120710;-;-;-;-;0;-;-;17.9;10;-
STG;19120711;-;-;-;-;0;-;-;19.5;12.4;-
STG;19120712;-;-;-;-;0;-;-;19.1;12;-
STG;19120713;-;-;-;-;0;-;-;20.5;13.3;-
STG;19120714;-;-;-;-;0;-;-;18.8;13.5;-
STG;19120715;-;-;-;-;0;-;-;17.1;11.4;-
STG;19120716;-;-;-;-;0;-;-;16.1;11.3;-
STG;19120717;-;-;-;-;0;-;-;17.2;9.8;-
STG;19120718;-;-;-;-;0;-;-;19.4;13.2;-
STG;19120719;-;-;-;-;0;-;-;14.1;12.3;-
STG;19120720;-;-;-;-;0;-;-;11.1;9.2;-
STG;19120721;-;-;-;-;0;-;-;9;6.4;-
STG;19120722;-;-;-;-;0;-;-;11.2;9;-
STG;19120723;-;-;-;-;0;-;-;14.1;8;-
STG;19120724;-;-;-;-;0;-;-;16.3;9.9;-
STG;19120725;-;-;-;-;0;-;-;14.9;11.9;-
STG;19120726;-;-;-;-;0;-;-;15.8;10.3;-
STG;19120727;-;-;-;-;0;-;-;17.6;11.5;-
STG;19120728;-;-;-;-;0;-;-;19.5;14.3;-
STG;19120729;-;-;-;-;0;-;-;14.8;13.1;-
STG;19120730;-;-;-;-;0;-;-;15.4;12.4;-
STG;19120731;-;-;-;-;0;-;-;17.2;12.5;-
STG;19120801;-;-;-;-;17;-;-;16.8;12.3;-
STG;19120802;-;-;-;-;10.7;-;-;13.5;13;-
STG;19120803;-;-;-;-;0;-;-;14.5;9.8;-
STG;19120804;-;-;-;-;23.4;-;-;17.5;10.8;-
STG;19120805;-;-;-;-;7.7;-;-;10.6;9.1;-
STG;19120806;-;-;-;-;13.4;-;-;13;6.9;-
STG;19120807;-;-;-;-;25.1;-;-;9.7;8.8;-
STG;19120808;-;-;-;-;0;-;-;10.4;7.5;-
STG;19120809;-;-;-;-;2.9;-;-;10.8;4.9;-
STG;19120810;-;-;-;-;10;-;-;13;8.6;-
STG;19120811;-;-;-;-;0.1;-;-;10.8;8.1;-
STG;19120812;-;-;-;-;7.2;-;-;10.5;7.7;-
STG;19120813;-;-;-;-;7.1;-;-;11.7;8.8;-
STG;19120814;-;-;-;-;0.6;-;-;8.9;7.1;-
STG;19120815;-;-;-;-;5.1;-;-;11.4;6.7;-
STG;19120816;-;-;-;-;1;-;-;11.8;9.2;-
STG;19120817;-;-;-;-;0;-;-;11.8;8.6;-
STG;19120818;-;-;-;-;0;-;-;15.1;7.2;-
STG;19120819;-;-;-;-;0;-;-;17.4;12.4;-
STG;19120820;-;-;-;-;13.4;-;-;13.9;12;-
STG;19120821;-;-;-;-;0.2;-;-;11.9;9.3;-
STG;19120822;-;-;-;-;10.3;-;-;11;8.1;-
STG;19120823;-;-;-;-;5.8;-;-;10.3;7.5;-
STG;19120824;-;-;-;-;0;-;-;15.6;10.4;-
STG;19120825;-;-;-;-;0;-;-;16.3;12;-
STG;19120826;-;-;-;-;18.3;-;-;13.9;12;-
STG;19120827;-;-;-;-;18.7;-;-;11.8;7.7;-
STG;19120828;-;-;-;-;4.4;-;-;11.1;8.5;-
STG;19120829;-;-;-;-;0;-;-;14.3;5.4;-
STG;19120830;-;-;-;-;5.5;-;-;14.9;11;-
STG;19120831;-;-;-;-;16.1;-;-;11.4;9.2;-
STG;19120901;-;-;-;-;0.7;-;-;10.4;8.3;-
STG;19120902;-;-;-;-;15.9;-;-;10.3;6.7;-
STG;19120903;-;-;-;-;6;-;-;6.9;6.2;-
STG;19120904;-;-;-;-;5.5;-;-;10.6;3.4;-
STG;19120905;-;-;-;-;1.3;-;-;10.5;9.8;-
STG;19120906;-;-;-;-;5.7;-;-;6.7;5.3;-
STG;19120907;-;-;-;-;15.7;-;-;6.9;4.6;-
STG;19120908;-;-;-;-;5.4;-;-;9.4;5.8;-
STG;19120909;-;-;-;-;30.3;-;-;9.3;6.6;-
STG;19120910;-;-;-;-;0.4;-;-;8.1;4.2;-
STG;19120911;-;-;-;-;0;-;-;6.3;4;-
STG;19120912;-;-;-;-;0.4;-;-;6.1;4;-
STG;19120913;-;-;-;-;0;-;-;7.4;4.4;-
STG;19120914;-;-;-;-;0;-;-;8.3;4.5;-
STG;19120915;-;-;-;-;1.7;-;-;8.2;7;-
STG;19120916;-;-;-;-;0;-;-;7.6;6.5;-
STG;19120917;-;-;-;-;0;-;-;7.9;2;-
STG;19120918;-;-;-;-;0;-;-;9.9;4.5;-
STG;19120919;-;-;-;-;0;-;-;8.6;5.9;-
STG;19120920;-;-;-;-;0;-;-;5.4;4;-
STG;19120921;-;-;-;-;0;-;-;5.7;1.7;-
STG;19120922;-;-;-;-;0;-;-;4.6;-0.2;-
STG;19120923;-;-;-;-;0;-;-;4.6;0;-
STG;19120924;-;-;-;-;0;-;-;6.7;1.5;-
STG;19120925;-;-;-;-;0;-;-;3.6;2.5;-
STG;19120926;-;-;-;-;0;-;-;3.8;1.8;-
STG;19120927;-;-;-;-;0;-;-;3.7;2;-
STG;19120928;-;-;-;-;0;-;-;6.6;2;-
STG;19120929;-;-;-;-;0;-;-;8.8;5.2;-
STG;19120930;-;-;-;-;0;-;-;10.5;4.4;-
STG;19121001;-;-;-;-;9.5;-;-;15.7;9;-
STG;19121002;-;-;-;-;11.9;-;-;10.9;9.2;-
STG;19121003;-;-;-;-;30.3;-;-;5;1.2;-
STG;19121004;-;-;-;-;1.3;-;-;1.5;0.3;-
STG;19121005;-;-;-;-;0;-;-;0.9;-1.1;-
STG;19121006;-;-;-;-;0;-;-;0.5;-1.4;-
STG;19121007;-;-;-;-;3;-;-;3.2;0.4;-
STG;19121008;-;-;-;-;0;-;-;5;2.7;-
STG;19121009;-;-;-;-;0.5;-;-;5.4;4.8;-
STG;19121010;-;-;-;-;0.3;-;-;4.9;4.5;-
STG;19121011;-;-;-;-;0.3;-;-;5.2;3.6;-
STG;19121012;-;-;-;-;0;-;-;5.6;1.5;-
STG;19121013;-;-;-;-;0;-;-;6;2.1;-
STG;19121014;-;-;-;-;0;-;-;5.5;0.8;-
STG;19121015;-;-;-;-;0.2;-;-;9;2.3;-
STG;19121016;-;-;-;-;0;-;-;12.3;5.5;-
STG;19121017;-;-;-;-;25.9;-;-;10.1;7.6;-
STG;19121018;-;-;-;-;0;-;-;3.9;1.4;-
STG;19121019;-;-;-;-;11.4;-;-;4.6;-0.5;-
STG;19121020;-;-;-;-;4.3;-;-;4.5;2.5;-
STG;19121021;-;-;-;-;8.7;-;-;5.4;1.5;-
STG;19121022;-;-;-;-;15.1;-;-;1;0.5;-
STG;19121023;-;-;-;-;1.9;-;-;3.1;1;-
STG;19121024;-;-;-;-;0.8;-;-;5.9;1.8;-
STG;19121025;-;-;-;-;4.9;-;-;5.8;3;-
STG;19121026;-;-;-;-;22.1;-;-;5.2;3.2;-
STG;19121027;-;-;-;-;0;-;-;8.1;4.5;-
STG;19121028;-;-;-;-;0;-;-;9.8;4;-
STG;19121029;-;-;-;-;0;-;-;13.3;5.3;-
STG;19121030;-;-;-;-;7.6;-;-;12.1;7.8;-
STG;19121031;-;-;-;-;10.9;-;-;8.6;6.5;-
STG;19121101;-;-;-;-;4.3;-;-;2.4;1;-
STG;19121102;-;-;-;-;0;-;-;1.2;-0.9;-
STG;19121103;-;-;-;-;0.6;-;-;0.4;-1.4;-
STG;19121104;-;-;-;-;0;-;-;-1.3;-3.3;-
STG;19121105;-;-;-;-;0;-;-;4.3;-4.3;-
STG;19121106;-;-;-;-;3.1;-;-;1.3;-0.6;-
STG;19121107;-;-;-;-;0;-;-;-3.1;-4.8;-
STG;19121108;-;-;-;-;7;-;-;-0.7;-5.7;-
STG;19121109;-;-;-;-;1.8;-;-;4.2;-0.2;-
STG;19121110;-;-;-;-;0;-;-;8.1;3.5;-
STG;19121111;-;-;-;-;18.2;-;-;2.2;-0.6;-
STG;19121112;-;-;-;-;1.8;-;-;0.1;-1.2;-
STG;19121113;-;-;-;-;0;-;-;-0.4;-3.8;-
STG;19121114;-;-;-;-;0;-;-;-1.5;-4;-
STG;19121115;-;-;-;-;0.3;-;-;-2.7;-5.7;-
STG;19121116;-;-;-;-;0;-;-;-1;-4.5;-
STG;19121117;-;-;-;-;0;-;-;0;-1;-
STG;19121118;-;-;-;-;0.5;-;-;-0.6;-1.4;-
STG;19121119;-;-;-;-;0.7;-;-;0.3;-2;-
STG;19121120;-;-;-;-;6.2;-;-;2;0;-
STG;19121121;-;-;-;-;11.2;-;-;0.7;0.2;-
STG;19121122;-;-;-;-;0;-;-;-1;-3.6;-
STG;19121123;-;-;-;-;0;-;-;-4.2;-7.5;-
STG;19121124;-;-;-;-;0;-;-;-1.2;-5.1;-
STG;19121125;-;-;-;-;0;-;-;-0.6;-2.7;-
STG;19121126;-;-;-;-;0;-;-;1.4;-3.4;-
STG;19121127;-;-;-;-;2.3;-;-;3.8;0;-
STG;19121128;-;-;-;-;2.5;-;-;-1.1;-2;-
STG;19121129;-;-;-;-;0;-;-;-2.2;-8.2;-
STG;19121130;-;-;-;-;0;-;-;5.3;-3;-
STG;19121201;-;-;-;-;2;-;-;0.7;-2.8;-
STG;19121202;-;-;-;-;3.9;-;-;-0.7;-3.5;-
STG;19121203;-;-;-;-;2.6;-;-;0.3;-0.1;-
STG;19121204;-;-;-;-;0;-;-;-2.8;-5;-
STG;19121205;-;-;-;-;0;-;-;-5.9;-7.5;-
STG;19121206;-;-;-;-;0;-;-;-5.1;-9;-
STG;19121207;-;-;-;-;0;-;-;-5.1;-8.4;-
STG;19121208;-;-;-;-;0;-;-;-4.7;-5.7;-
STG;19121209;-;-;-;-;0;-;-;-4.5;-7;-
STG;19121210;-;-;-;-;0;-;-;-6.3;-8.4;-
STG;19121211;-;-;-;-;0;-;-;0.6;-8;-
STG;19121212;-;-;-;-;0.4;-;-;3.4;-1.6;-
STG;19121213;-;-;-;-;0;-;-;1.7;-0.9;-
STG;19121214;-;-;-;-;0.1;-;-;4.9;-1.5;-
STG;19121215;-;-;-;-;0;-;-;7.7;5.1;-
STG;19121216;-;-;-;-;11.1;-;-;7.6;4.3;-
STG;19121217;-;-;-;-;9.9;-;-;-1.3;-3.6;-
STG;19121218;-;-;-;-;4;-;-;0.8;-7;-
STG;19121219;-;-;-;-;0;-;-;0.7;-1.3;-
STG;19121220;-;-;-;-;0;-;-;0;-2.7;-
STG;19121221;-;-;-;-;0;-;-;-2.1;-4.5;-
STG;19121222;-;-;-;-;0;-;-;-1.6;-5.3;-
STG;19121223;-;-;-;-;0;-;-;0.9;-1.5;-
STG;19121224;-;-;-;-;0;-;-;3;-1;-
STG;19121225;-;-;-;-;0;-;-;6.9;2.3;-
STG;19121226;-;-;-;-;3.1;-;-;6.6;4.9;-
STG;19121227;-;-;-;-;15.5;-;-;7.3;4.9;-
STG;19121228;-;-;-;-;0;-;-;7.8;4.6;-
STG;19121229;-;-;-;-;0.5;-;-;4;1.4;-
STG;19121230;-;-;-;-;0;-;-;2.3;-0.4;-
STG;19121231;-;-;-;-;0;-;-;-2;-4.2;-
STG;19130101;-;-;-;-;0;-;-;-0.5;-6.4;-
STG;19130102;-;-;-;-;0;-;-;1.1;-1.5;-
STG;19130103;-;-;-;-;0;-;-;-2;-3.5;-
STG;19130104;-;-;-;-;0;-;-;-3;-5.4;-
STG;19130105;-;-;-;-;0;-;-;-3.3;-4.2;-
STG;19130106;-;-;-;-;0;-;-;-1.9;-5.6;-
STG;19130107;-;-;-;-;0;-;-;1.2;-1.3;-
STG;19130108;-;-;-;-;0;-;-;-3.6;-4.2;-
STG;19130109;-;-;-;-;0;-;-;-3.5;-4.5;-
STG;19130110;-;-;-;-;5.4;-;-;-4.4;-5;-
STG;19130111;-;-;-;-;13.3;-;-;-2.6;-4.8;-
STG;19130112;-;-;-;-;1.9;-;-;1.6;-2.6;-
STG;19130113;-;-;-;-;15.6;-;-;-1.5;-4;-
STG;19130114;-;-;-;-;0;-;-;-3;-5.7;-
STG;19130115;-;-;-;-;0;-;-;-3.5;-6.7;-
STG;19130116;-;-;-;-;2.5;-;-;-1.4;-4.7;-
STG;19130117;-;-;-;-;0.3;-;-;2.9;-1.8;-
STG;19130118;-;-;-;-;5.8;-;-;2.1;0.9;-
STG;19130119;-;-;-;-;0;-;-;1.2;-0.4;-
STG;19130120;-;-;-;-;0.3;-;-;1.1;-3.5;-
STG;19130121;-;-;-;-;9.7;-;-;2.4;-1.8;-
STG;19130122;-;-;-;-;2.9;-;-;-0.3;-1;-
STG;19130123;-;-;-;-;12.4;-;-;2.7;-1.6;-
STG;19130124;-;-;-;-;0.1;-;-;2.3;0;-
STG;19130125;-;-;-;-;2.9;-;-;4;-2;-
STG;19130126;-;-;-;-;11.3;-;-;1.4;-0.4;-
STG;19130127;-;-;-;-;0;-;-;-1.8;-2.2;-
STG;19130128;-;-;-;-;0.8;-;-;0.5;-3.4;-
STG;19130129;-;-;-;-;3.4;-;-;-1.9;-2.8;-
STG;19130130;-;-;-;-;0.5;-;-;-3.7;-5.2;-
STG;19130131;-;-;-;-;7.9;-;-;2.6;-3;-
STG;19130201;-;-;-;-;2;-;-;3.6;0.2;-
STG;19130202;-;-;-;-;10.1;-;-;1.5;0.3;-
STG;19130203;-;-;-;-;0;-;-;4.3;0.4;-
STG;19130204;-;-;-;-;0;-;-;4.1;1;-
STG;19130205;-;-;-;-;0;-;-;1.3;-2;-
STG;19130206;-;-;-;-;0;-;-;3.8;-0.1;-
STG;19130207;-;-;-;-;0;-;-;2.3;-0.1;-
STG;19130208;-;-;-;-;6.8;-;-;2.2;-1.1;-
STG;19130209;-;-;-;-;0;-;-;-0.5;-2.2;-
STG;19130210;-;-;-;-;0;-;-;0;-4.5;-
STG;19130211;-;-;-;-;0;-;-;3.1;-1.1;-
STG;19130212;-;-;-;-;0;-;-;0.2;-1.5;-
STG;19130213;-;-;-;-;0;-;-;0.6;-4.4;-
STG;19130214;-;-;-;-;0.1;-;-;0.1;-1.3;-
